Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-09-15;11,00;5,00;23,00;2,00;2,00
2019-09-22;44,00;7,00;18,00;2,00;2,00
2019-09-29;18,00;4,00;22,00;0,00;2,00
2019-10-06;13,00;2,00;33,00;0,00;2,00
2019-10-13;20,00;2,00;22,00;0,00;0,00
2019-10-20;9,00;4,00;21,00;0,00;0,00
2019-10-27;8,00;6,00;11,00;0,00;2,00
2019-11-03;4,00;0,00;19,00;2,00;0,00
2019-11-10;15,00;4,00;21,00;0,00;4,00
2019-11-17;17,00;0,00;31,00;2,00;6,00
2019-11-24;6,00;4,00;6,00;2,00;4,00
2019-12-01;15,00;0,00;15,00;0,00;0,00
2019-12-08;13,00;11,00;10,00;4,00;2,00
2019-12-15;17,00;6,00;15,00;2,00;0,00
2019-12-22;25,00;5,00;22,00;7,00;5,00
2019-12-29;23,00;5,00;27,00;7,00;0,00
2020-01-05;10,00;10,00;16,00;4,00;8,00
2020-01-12;23,00;6,00;41,00;0,00;10,00
2020-01-19;20,00;2,00;18,00;0,00;2,00
2020-01-26;12,00;2,00;10,00;0,00;2,00
2020-02-02;18,00;4,00;12,00;2,00;2,00
2020-02-09;8,00;0,00;33,00;2,00;2,00
2020-02-16;22,00;4,00;26,00;4,00;2,00
2020-02-23;20,00;2,00;14,00;6,00;4,00
2020-03-01;14,00;8,00;23,00;6,00;4,00
2020-03-08;4,00;2,00;17,00;0,00;0,00
2020-03-15;11,00;4,00;7,00;2,00;0,00
2020-03-22;11,00;0,00;9,00;4,00;2,00
2020-03-29;13,00;7,00;16,00;4,00;0,00
2020-04-05;18,00;0,00;18,00;2,00;0,00
2020-04-12;15,00;2,00;13,00;4,00;0,00
2020-04-19;7,00;2,00;18,00;5,00;4,00
2020-04-26;9,00;2,00;7,00;0,00;4,00
2020-05-03;4,00;5,00;16,00;5,00;4,00
2020-05-10;13,00;4,00;13,00;5,00;4,00
2020-05-17;10,00;2,00;21,00;2,00;0,00
2020-05-24;15,00;7,00;9,00;2,00;0,00
2020-05-31;9,00;2,00;18,00;2,00;2,00
2020-06-07;18,00;2,00;15,00;0,00;0,00
2020-06-14;100,00;0,00;11,00;4,00;0,00
2020-06-21;14,00;4,00;2,00;2,00;4,00
2020-06-28;22,00;2,00;13,00;4,00;2,00
2020-07-05;14,00;2,00;10,00;0,00;0,00
2020-07-12;6,00;4,00;16,00;0,00;2,00
2020-07-19;14,00;0,00;8,00;0,00;4,00
2020-07-26;14,00;0,00;10,00;2,00;2,00
2020-08-02;10,00;4,00;6,00;0,00;2,00
2020-08-09;26,00;0,00;20,00;2,00;6,00
2020-08-16;29,00;2,00;14,00;2,00;6,00
2020-08-23;12,00;2,00;8,00;0,00;0,00
2020-08-30;8,00;2,00;20,00;2,00;2,00
2020-09-06;31,00;4,00;21,00;0,00;0,00
2020-09-13;12,00;6,00;8,00;0,00;2,00
2020-09-20;18,00;2,00;4,00;0,00;0,00
2020-09-27;18,00;2,00;6,00;0,00;2,00
2020-10-04;12,00;6,00;8,00;0,00;2,00
2020-10-11;4,00;2,00;11,00;2,00;0,00
2020-10-18;10,00;0,00;10,00;2,00;0,00
2020-10-25;8,00;0,00;8,00;0,00;2,00
2020-11-01;11,00;7,00;4,00;0,00;7,00
2020-11-08;20,00;0,00;14,00;4,00;2,00
2020-11-15;16,00;6,00;6,00;4,00;2,00
2020-11-22;8,00;2,00;8,00;2,00;2,00
2020-11-29;18,00;0,00;6,00;2,00;2,00
2020-12-06;6,00;0,00;6,00;2,00;0,00
2020-12-13;16,00;0,00;14,00;4,00;2,00
2020-12-20;11,00;5,00;16,00;7,00;0,00
2020-12-27;22,00;2,00;9,00;2,00;2,00
2021-01-03;23,00;4,00;10,00;4,00;2,00
2021-01-10;12,00;2,00;10,00;2,00;2,00
2021-01-17;13,00;0,00;15,00;0,00;0,00
2021-01-24;15,00;4,00;9,00;4,00;0,00
2021-01-31;17,00;2,00;13,00;2,00;2,00
2021-02-07;12,00;2,00;2,00;2,00;4,00
2021-02-14;17,00;2,00;8,00;4,00;0,00
2021-02-21;8,00;4,00;4,00;6,00;2,00
2021-02-28;14,00;2,00;14,00;10,00;2,00
2021-03-07;13,00;2,00;9,00;2,00;0,00
2021-03-14;11,00;2,00;15,00;2,00;0,00
2021-03-21;6,00;0,00;4,00;0,00;2,00
2021-03-28;9,00;2,00;11,00;0,00;0,00
2021-04-04;6,00;0,00;12,00;0,00;0,00
2021-04-11;19,00;2,00;8,00;0,00;0,00
2021-04-18;17,00;0,00;14,00;6,00;4,00
2021-04-25;14,00;0,00;6,00;0,00;0,00
2021-05-02;9,00;2,00;15,00;0,00;4,00
2021-05-09;10,00;0,00;10,00;2,00;2,00
2021-05-16;15,00;2,00;9,00;0,00;0,00
2021-05-23;10,00;0,00;12,00;0,00;4,00
2021-05-30;10,00;2,00;13,00;0,00;0,00
2021-06-06;18,00;2,00;8,00;0,00;0,00
2021-06-13;27,00;4,00;4,00;0,00;0,00
2021-06-20;16,00;6,00;4,00;0,00;0,00
2021-06-27;12,00;0,00;8,00;4,00;4,00
2021-07-04;25,00;2,00;14,00;0,00;2,00
2021-07-11;17,00;0,00;4,00;2,00;0,00
2021-07-18;16,00;0,00;7,00;4,00;2,00
2021-07-25;15,00;0,00;28,00;0,00;0,00
2021-08-01;29,00;2,00;11,00;2,00;2,00
2021-08-08;32,00;5,00;16,00;0,00;0,00
2021-08-15;24,00;7,00;13,00;2,00;2,00
2021-08-22;19,00;2,00;14,00;0,00;2,00
2021-08-29;14,00;5,00;2,00;0,00;0,00
2021-09-05;9,00;5,00;14,00;0,00;0,00
2021-09-12;9,00;0,00;11,00;0,00;7,00
2021-09-19;12,00;0,00;19,00;2,00;0,00
2021-09-26;7,00;0,00;13,00;0,00;0,00
2021-10-03;14,00;5,00;11,00;0,00;2,00
2021-10-10;3,00;5,00;5,00;3,00;3,00
