Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;60,00;405,00;385,00;405,00;300,00;15,00;135,00;112,50;213,91;122,61;86,09;96,52;222,86;257,14;60,00;8,57;65,45;469,09;16,36;49,09;20,00;41,00;41,00;35,00;16,00;61,00;1,00;33,00;18,00;4,00;9,00;4,00;12,00;0,00;0,00
2019-01-13;56,00;392,00;356,36;376,73;266,00;7,00;119,00;98,00;186,67;122,67;80,00;104,00;219,69;280,00;60,31;17,23;89,60;459,20;11,20;39,20;21,00;44,00;33,00;45,00;21,00;62,00;6,00;25,00;25,00;5,00;3,00;6,00;17,00;1,00;3,00
2019-01-20;46,00;378,22;347,56;362,89;260,67;3,83;130,33;92,00;181,29;132,59;86,59;124,47;209,09;234,18;50,18;12,55;80,50;523,25;11,50;46,00;13,00;38,00;47,00;36,00;28,00;71,00;8,00;23,00;16,00;13,00;10,00;3,00;10,00;0,00;1,00
2019-01-27;51,00;341,70;311,10;346,80;240,43;14,57;153,00;94,71;163,74;110,05;85,89;93,95;165,75;221,00;68,00;4,25;85,00;510,00;17,00;45,33;17,00;37,00;39,00;44,00;24,00;71,00;6,00;30,00;25,00;8,00;7,00;1,00;6,00;0,00;1,00
2019-02-03;55,00;330,00;300,00;380,00;259,29;7,86;157,14;94,29;172,86;112,62;75,95;107,38;186,15;241,15;71,92;8,46;66,00;462,00;27,50;38,50;11,00;47,00;37,00;34,00;23,00;71,00;3,00;32,00;17,00;5,00;8,00;5,00;9,00;3,00;5,00
2019-02-10;47,00;349,89;313,33;344,67;266,33;15,67;180,17;94,00;193,22;114,89;88,78;112,28;205,09;222,18;47,00;12,82;67,89;412,56;10,44;31,33;21,00;36,00;34,00;39,00;15,00;61,00;7,00;21,00;18,00;11,00;7,00;2,00;10,00;2,00;1,00
2019-02-17;59,00;329,42;275,33;363,83;250,75;7,38;154,88;110,63;185,05;109,95;96,55;131,41;193,86;236,00;50,57;8,43;85,82;450,55;10,73;26,82;17,00;36,00;43,00;58,00;27,00;69,00;5,00;21,00;20,00;7,00;7,00;2,00;12,00;2,00;1,00
2019-02-24;37,00;338,29;306,57;401,71;207,20;7,40;133,20;96,20;179,71;103,07;92,50;137,43;185,00;222,00;53,44;8,22;74,00;417,57;10,57;31,71;15,00;37,00;33,00;29,00;22,00;50,00;5,00;28,00;23,00;9,00;8,00;4,00;8,00;0,00;1,00
2019-03-03;65,00;350,00;315,00;380,00;231,11;14,44;158,89;86,67;178,75;121,88;83,96;111,04;199,06;219,38;65,00;4,06;81,25;444,17;16,25;48,75;21,00;36,00;29,00;31,00;15,00;62,00;12,00;29,00;13,00;6,00;10,00;8,00;12,00;5,00;5,00
2019-03-10;53,00;349,80;275,60;424,00;280,14;7,57;151,43;106,00;182,85;98,05;76,85;119,25;175,31;199,77;65,23;12,23;68,90;455,80;21,20;21,20;22,00;45,00;36,00;31,00;17,00;61,00;6,00;21,00;10,00;8,00;6,00;2,00;14,00;3,00;0,00
2019-03-17;56,00;361,45;259,64;422,55;252,00;14,00;147,00;98,00;162,67;101,33;85,33;130,67;215,38;206,77;51,69;4,31;72,80;442,40;5,60;33,60;20,00;36,00;29,00;35,00;32,00;29,00;2,00;19,00;16,00;6,00;8,00;8,00;7,00;1,00;5,00
2019-03-24;63,00;325,50;236,25;409,50;244,13;15,75;141,75;94,50;168,00;99,75;84,00;128,63;201,60;210,00;58,80;4,20;78,75;404,25;10,50;36,75;13,00;27,00;39,00;33,00;25,00;46,00;10,00;38,00;25,00;5,00;5,00;12,00;11,00;2,00;1,00
2019-03-31;62,00;310,00;227,33;434,00;255,75;7,75;139,50;116,25;172,52;115,91;115,91;129,39;210,80;235,60;41,33;4,13;84,55;366,36;22,55;45,09;18,00;32,00;32,00;29,00;33,00;39,00;5,00;19,00;20,00;11,00;7,00;13,00;19,00;1,00;1,00
2019-04-07;73,00;365,00;271,14;479,71;255,50;7,30;153,30;124,10;219,00;127,07;108,15;137,89;184,65;257,65;42,94;8,59;95,46;415,54;22,46;44,92;30,00;43,00;39,00;35,00;28,00;39,00;9,00;25,00;20,00;12,00;8,00;6,00;18,00;2,00;4,00
2019-04-14;68,00;397,54;230,15;523,08;249,33;15,11;166,22;120,89;136,00;104,62;78,46;117,69;157,25;225,25;59,50;12,75;88,92;402,77;15,69;31,38;17,00;33,00;35,00;33,00;24,00;30,00;7,00;31,00;14,00;1,00;10,00;2,00;12,00;5,00;2,00
2019-04-21;57,00;310,91;233,18;430,09;199,50;14,25;142,50;92,63;141,14;84,14;78,71;124,86;179,14;232,07;57,00;8,14;91,20;438,90;22,80;34,20;19,00;31,00;37,00;39,00;19,00;27,00;10,00;25,00;19,00;2,00;6,00;5,00;19,00;4,00;2,00
2019-04-28;55,00;335,00;240,00;495,00;259,29;7,86;180,71;117,86;159,76;86,43;89,05;123,10;215,77;224,23;63,46;8,46;99,00;374,00;22,00;38,50;15,00;30,00;45,00;38,00;24,00;38,00;9,00;27,00;12,00;15,00;12,00;6,00;17,00;1,00;1,00
2019-05-05;83,00;332,00;254,19;503,19;264,09;15,09;754,55;105,64;139,23;112,45;104,42;131,19;149,40;261,45;45,65;8,30;83,00;343,07;27,67;44,27;43,00;43,00;36,00;42,00;48,00;41,00;7,00;26,00;6,00;13,00;16,00;8,00;20,00;1,00;1,00
