Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;38,00;494,00;304,00;209,00;190,00;139,33;109,78;52,78;105,56;125,08;129,83;63,33;72,83;86,13;86,13;27,87;48,13;51,72;42,22;51,72;38,00;14,71;38,00;19,61;24,52;24,00;33,00;5,00;5,00;19,00;5,00;14,00;10,00;0,00;5,00;0,00
2019-01-13;38,00;513,00;304,00;190,00;114,00;162,56;116,11;57,00;196,33;87,08;82,33;77,58;91,83;58,27;96,27;53,20;38,00;9,50;84,44;23,22;23,22;42,90;19,61;24,52;14,71;14,00;29,00;14,00;14,00;5,00;14,00;0,00;10,00;5,00;10,00;0,00
2019-01-20;64,00;288,00;352,00;192,00;112,00;166,40;93,87;121,60;162,13;128,00;59,32;73,37;59,32;79,36;69,12;17,92;23,04;32,00;40,53;13,87;18,13;41,85;27,08;27,08;32,00;23,00;9,00;5,00;14,00;9,00;23,00;9,00;5,00;9,00;0,00;0,00
2019-01-27;41,00;218,67;273,33;136,67;123,00;129,15;90,20;108,65;98,40;93,04;107,23;69,38;74,12;97,38;84,56;23,06;17,94;17,87;49,41;58,87;53,62;31,35;18,09;27,74;18,09;23,00;23,00;0,00;14,00;28,00;0,00;0,00;9,00;0,00;0,00;0,00
2019-02-03;19,00;304,00;304,00;285,00;190,00;130,89;86,56;124,56;154,11;91,83;63,33;82,33;77,58;40,38;54,63;14,25;9,50;32,72;42,22;23,22;32,72;23,75;23,75;9,50;32,06;38,00;38,00;0,00;5,00;14,00;10,00;0,00;14,00;0,00;14,00;5,00
2019-02-10;14,00;280,00;280,00;182,00;196,00;104,00;112,00;94,00;162,00;155,56;70,00;51,33;51,33;44,33;56,00;30,33;49,00;52,77;33,38;29,08;33,38;36,17;9,33;26,83;18,67;9,00;33,00;0,00;5,00;0,00;19,00;9,00;5,00;0,00;9,00;0,00
2019-02-17;24,00;504,00;408,00;240,00;240,00;189,82;126,55;126,55;126,55;113,60;59,20;54,40;59,20;64,80;129,60;36,00;14,40;28,17;75,13;37,57;37,57;38,40;19,20;19,20;9,60;24,00;15,00;0,00;19,00;10,00;5,00;0,00;5,00;0,00;10,00;0,00
2019-02-24;38,00;475,00;361,00;266,00;171,00;171,00;84,44;114,00;137,22;76,00;128,25;57,00;133,00;86,13;98,80;32,93;27,87;43,43;38,00;14,11;33,66;38,00;14,71;14,71;14,71;33,00;33,00;0,00;9,00;14,00;9,00;0,00;0,00;5,00;0,00;0,00
2019-03-03;49,00;408,33;326,67;261,33;163,33;144,87;134,22;129,96;138,48;79,03;94,84;49,00;88,52;74,79;95,42;43,84;25,79;49,00;34,09;24,50;34,09;39,20;34,30;24,50;24,50;49,00;29,00;0,00;15,00;20,00;15,00;10,00;0,00;24,00;5,00;10,00
2019-03-10;42,00;350,00;294,00;154,00;140,00;140,70;94,50;117,60;79,80;126,00;130,67;60,67;74,67;69,18;59,29;37,06;37,06;36,75;78,75;27,30;50,40;32,40;32,40;14,40;32,40;24,00;14,00;0,00;19,00;5,00;9,00;0,00;14,00;5,00;9,00;9,00
2019-03-17;34,00;493,00;221,00;170,00;170,00;129,63;99,88;114,75;85,00;106,64;77,27;81,91;77,27;38,86;89,86;38,86;34,00;48,88;28,69;28,69;48,88;29,14;34,00;14,57;24,29;10,00;29,00;5,00;15,00;29,00;24,00;10,00;20,00;10,00;5,00;5,00
2019-03-24;39,00;487,50;409,50;214,50;234,00;162,16;123,16;119,05;137,53;87,36;57,72;107,64;78,00;70,20;96,20;20,80;31,20;44,42;54,17;34,67;9,75;43,88;29,25;29,25;24,38;20,00;10,00;0,00;0,00;15,00;10,00;15,00;0,00;5,00;5,00;0,00
2019-03-31;52,00;537,33;381,33;242,67;225,33;153,92;101,92;89,44;158,08;99,27;89,82;108,73;104,00;133,71;106,48;52,00;22,29;57,42;61,75;37,92;33,58;47,16;37,49;42,33;18,14;33,00;14,00;9,00;19,00;9,00;5,00;14,00;9,00;5,00;9,00;5,00
2019-04-07;55,00;531,67;330,00;275,00;293,33;205,19;171,35;154,42;135,38;144,57;84,86;84,86;130,43;122,50;102,50;15,00;40,00;55,00;35,59;35,59;20,49;35,44;14,67;24,44;4,89;40,00;15,00;15,00;10,00;10,00;25,00;5,00;25,00;5,00;0,00;15,00
2019-04-14;36,00;1800,00;342,00;306,00;288,00;131,29;146,12;110,12;120,71;109,57;109,57;62,61;78,26;69,43;74,57;48,86;25,71;36,00;72,00;46,59;15,88;25,20;0,00;25,20;20,40;31,00;26,00;5,00;10,00;21,00;16,00;5,00;10,00;5,00;10,00;0,00
2019-04-21;45,00;330,00;240,00;180,00;135,00;126,43;130,71;60,00;85,71;74,48;38,79;20,17;68,28;75,00;70,00;15,00;30,00;20,36;45,00;9,64;24,64;40,14;24,32;9,73;9,73;20,00;5,00;30,00;25,00;10,00;15,00;0,00;10,00;0,00;15,00;10,00
2019-04-28;69,00;345,00;293,25;172,50;224,25;108,73;146,36;81,55;108,73;64,30;69,00;78,41;78,41;84,33;74,11;46,00;10,22;36,66;28,03;50,67;18,33;46,82;36,96;23,41;13,55;9,00;23,00;18,00;9,00;5,00;9,00;14,00;14,00;18,00;5,00;0,00
2019-05-05;59,00;265,50;221,25;118,00;147,50;67,43;59,00;136,96;118,00;76,08;90,05;76,08;80,74;46,17;105,17;53,87;17,96;36,47;40,76;26,82;45,05;23,35;27,04;36,88;13,52;27,00;9,00;9,00;5,00;27,00;14,00;9,00;5,00;5,00;14,00;14,00
2019-05-12;52,00;398,67;277,33;138,67;225,33;139,36;83,20;79,04;126,88;52,00;61,45;80,36;61,45;54,48;59,43;22,29;4,95;33,58;47,67;28,17;19,50;52,00;22,98;27,81;19,35;9,00;19,00;5,00;24,00;9,00;14,00;14,00;9,00;5,00;5,00;0,00
