Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;44,00;6,00;33,00;10,00;9,00;8,00
2019-01-13;42,00;6,00;28,00;10,00;9,00;5,00
2019-01-20;39,00;9,00;28,00;10,00;8,00;5,00
2019-01-27;37,00;7,00;29,00;11,00;3,00;5,00
2019-02-03;36,00;9,00;31,00;13,00;0,50;4,00
2019-02-10;41,00;10,00;30,00;11,00;0,50;5,00
2019-02-17;37,00;15,00;28,00;13,00;0,50;6,00
2019-02-24;35,00;8,00;29,00;9,00;0,50;5,00
2019-03-03;37,00;9,00;28,00;12,00;1,00;3,00
2019-03-10;30,00;9,00;27,00;10,00;0,00;5,00
2019-03-17;30,00;10,00;22,00;11,00;0,50;4,00
2019-03-24;33,00;9,00;24,00;8,00;0,00;5,00
2019-03-31;38,00;6,00;24,00;11,00;8,00;2,00
2019-04-07;47,00;9,00;24,00;8,00;8,00;3,00
2019-04-14;40,00;10,00;22,00;8,00;6,00;2,00
2019-04-21;41,00;11,00;22,00;10,00;6,00;4,00
2019-04-28;37,00;7,00;20,00;10,00;7,00;4,00
2019-05-05;46,00;8,00;20,00;7,00;4,00;4,00
2019-05-12;40,00;11,00;19,00;8,00;7,00;3,00
2019-05-19;40,00;7,00;20,00;8,00;5,00;3,00
2019-05-26;36,00;9,00;17,00;8,00;7,00;3,00
2019-06-02;35,00;8,00;15,00;8,00;6,00;3,00
2019-06-09;38,00;9,00;19,00;9,00;6,00;4,00
2019-06-16;36,00;10,00;22,00;10,00;12,00;4,00
2019-06-23;37,00;13,00;21,00;7,00;7,00;4,00
2019-06-30;36,00;12,00;23,00;7,00;7,00;8,00
2019-07-07;38,00;11,00;20,00;8,00;10,00;9,00
2019-07-14;36,00;7,00;16,00;10,00;7,00;6,00
2019-07-21;36,00;10,00;23,00;12,00;10,00;6,00
2019-07-28;39,00;10,00;23,00;9,00;11,00;5,00
2019-08-04;46,00;9,00;25,00;10,00;10,00;7,00
2019-08-11;46,00;10,00;26,00;23,00;7,00;4,00
2019-08-18;47,00;7,00;24,00;14,00;9,00;4,00
2019-08-25;45,00;8,00;24,00;11,00;10,00;4,00
2019-09-01;34,00;10,00;23,00;11,00;12,00;4,00
2019-09-08;31,00;8,00;28,00;9,00;8,00;5,00
2019-09-15;43,00;8,00;23,00;9,00;9,00;3,00
2019-09-22;38,00;9,00;22,00;8,00;11,00;3,00
2019-09-29;39,00;9,00;18,00;8,00;8,00;3,00
2019-10-06;36,00;8,00;24,00;14,00;8,00;6,00
2019-10-13;46,00;9,00;21,00;12,00;6,00;3,00
2019-10-20;52,00;33,00;26,00;12,00;10,00;6,00
2019-10-27;44,00;12,00;25,00;13,00;9,00;4,00
2019-11-03;43,00;10,00;26,00;10,00;8,00;3,00
