Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;45,00;15,58;6,92;15,58;15,58;6,92;0,00;15,58;0,00;0,00;0,00;31,50;45,00;74,42;6,92;22,50;15,58;0,00;7,50;157,50;0,00;6,92;0,00;6,92;22,50;6,92;0,00;0,00;0,00;0,00;22,50;6,92;15,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;46,00;0,00;0,00;8,00;13,00;4,00;0,00;4,00;4,00;5,11;5,11;5,11;17,89;4,00;0,00;8,00;4,00;4,38;0,00;50,38;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;25,00;4,17;4,17;12,50;0,00;4,17;0,00;8,33;0,00;0,00;0,00;22,22;13,89;0,00;0,00;12,50;0,00;9,09;0,00;65,91;0,00;4,17;0,00;4,17;8,33;0,00;4,17;4,17;0,00;4,17;12,50;0,00;4,17;0,00;0,00;0,00;4,17;4,17;0,00;0,00;0,00;0,00
2019-01-27;36,00;0,00;0,00;4,00;4,00;8,00;0,00;0,00;0,00;5,14;0,00;12,86;7,71;4,00;0,00;16,00;8,00;4,24;4,24;97,41;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;16,00;4,00;4,00;8,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00
2019-02-03;25,00;0,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;6,25;0,00;15,63;34,38;5,00;5,00;15,00;0,00;5,56;0,00;111,11;0,00;0,00;0,00;0,00;10,00;0,00;5,00;0,00;0,00;5,00;5,00;5,00;5,00;0,00;0,00;5,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;43,00;0,00;12,59;4,20;4,20;4,20;0,00;8,39;0,00;0,00;0,00;13,44;21,50;0,00;8,39;22,02;0,00;0,00;0,00;52,05;0,00;4,20;4,20;4,20;4,20;0,00;0,00;4,20;0,00;4,20;4,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;48,00;0,00;5,05;5,05;26,53;0,00;5,05;0,00;0,00;0,00;0,00;6,40;25,60;5,05;0,00;10,11;5,05;16,94;0,00;53,65;0,00;0,00;0,00;5,05;0,00;0,00;0,00;10,11;5,05;0,00;10,11;0,00;0,00;0,00;0,00;5,05;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;39,00;0,00;9,75;0,00;9,75;9,75;9,75;19,50;0,00;0,00;0,00;19,50;123,50;0,00;0,00;29,25;0,00;9,75;0,00;214,50;9,75;0,00;9,75;0,00;0,00;0,00;0,00;0,00;0,00;9,75;29,25;0,00;0,00;0,00;0,00;0,00;0,00;9,75;9,75;0,00;0,00;0,00
2019-03-03;38,00;0,00;9,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;7,60;12,67;32,93;0,00;0,00;9,00;0,00;0,00;0,00;57,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2019-03-10;25,00;0,00;0,00;4,00;0,00;17,00;0,00;4,00;0,00;7,50;0,00;7,50;40,00;0,00;0,00;0,00;4,00;0,00;0,00;47,92;0,00;0,00;8,00;4,00;8,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
