Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;97,00;67,64;20,42;75,33;1,03;13,41;31,99;26,83;19,61;20,64;27,86;24,77;36,12;1,03;6,00;20,00;2,00;8,00;3,00;7,00;7,00;3,00;2,00;5,00;1,00;4,00;1,00;1,00;1,00;1,00;0,50;0,00;0,00
2019-01-13;88,00;63,21;22,31;69,00;1,00;14,00;32,00;22,00;17,00;18,00;23,00;23,00;23,00;2,00;4,46;17,82;3,34;6,68;3,34;7,80;7,80;3,34;4,46;3,34;1,11;5,57;3,34;1,11;1,11;0,56;0,56;0,00;0,00
2019-01-20;87,00;52,20;19,89;67,00;1,00;16,00;23,00;21,00;22,00;20,00;22,00;24,00;20,00;2,00;6,69;16,73;2,23;6,69;3,35;6,69;10,04;3,35;2,23;3,35;1,12;4,46;2,23;1,12;1,12;1,12;1,12;0,00;0,56
2019-01-27;95,00;55,52;23,44;60,00;1,00;16,00;22,00;19,00;18,00;21,00;24,00;23,00;24,00;2,00;5,22;18,79;2,09;8,35;3,13;8,35;8,35;6,26;4,18;3,13;1,04;4,18;4,18;0,52;1,04;0,52;1,04;0,00;0,00
2019-02-03;90,00;60,00;17,50;69,00;1,00;21,00;36,00;19,00;19,00;19,00;21,00;25,00;22,00;1,00;4,68;16,36;2,34;5,84;4,68;8,18;11,69;3,51;3,51;2,34;1,17;4,68;4,68;1,17;3,51;1,17;1,17;0,58;0,58
2019-02-10;84,00;51,88;22,24;57,00;0,50;16,00;32,00;19,00;16,00;24,00;26,00;19,00;26,00;1,00;8,28;20,11;1,18;5,92;5,92;8,28;8,28;3,55;4,73;2,37;1,18;5,92;4,73;1,18;1,18;0,59;1,18;0,00;0,00
2019-02-17;77,00;57,13;18,63;53,00;0,00;14,00;29,00;23,00;16,00;18,00;21,00;22,00;25,00;1,00;3,08;16,43;2,05;5,13;4,11;5,13;7,19;3,08;4,11;2,05;1,03;3,08;2,05;1,03;4,11;1,03;2,05;0,00;0,51
2019-02-24;88,00;57,01;17,35;46,00;0,50;17,00;36,00;26,00;15,00;20,00;21,00;24,00;20,00;1,00;5,64;19,18;1,13;3,38;3,38;4,51;10,15;3,38;4,51;2,26;1,13;3,38;2,26;1,13;2,26;0,00;1,13;0,56;0,56
2019-03-03;83,00;52,03;16,10;50,00;0,50;15,00;34,00;18,00;19,00;25,00;24,00;23,00;23,00;2,00;7,01;22,21;3,51;5,85;2,34;8,18;8,18;3,51;3,51;3,51;1,17;3,51;2,34;1,17;3,51;0,00;0,58;0,58;0,58
2019-03-10;78,00;54,48;14,86;53,00;1,00;18,00;34,00;20,00;15,00;19,00;25,00;24,00;27,00;0,50;7,00;17,00;3,00;7,00;2,00;7,00;10,00;3,00;3,00;1,00;0,50;2,00;3,00;1,00;2,00;0,50;1,00;1,00;0,00
2019-03-17;80,00;65,00;17,50;53,00;0,50;17,00;26,00;17,00;18,00;19,00;18,00;20,00;25,00;1,00;5,48;17,53;3,29;9,86;5,48;12,05;6,58;4,38;3,29;3,29;1,10;4,38;3,29;1,10;1,10;1,10;2,19;0,00;1,10
2019-03-24;80,00;60,31;18,46;54,00;0,00;20,00;34,00;20,00;17,00;20,00;21,00;21,00;24,00;2,00;5,97;25,07;2,39;8,36;4,78;9,55;10,75;3,58;5,97;3,58;1,19;5,97;4,78;1,19;3,58;1,19;0,60;0,00;1,19
2019-03-31;75,00;57,50;15,00;56,00;0,50;12,00;33,00;20,00;20,00;21,00;22,00;26,00;20,00;3,00;7,29;20,83;1,04;5,21;3,13;9,38;7,29;3,13;6,25;4,17;1,04;5,21;3,13;1,04;2,08;0,52;0,52;0,52;0,00
2019-04-07;81,00;58,57;23,68;64,80;1,01;22,28;32,40;21,26;20,25;24,30;26,33;23,29;21,26;3,04;7,00;16,00;2,00;7,00;3,00;6,00;7,00;2,00;5,00;3,00;2,00;5,00;4,00;2,00;2,00;1,00;1,00;1,00;1,00
2019-04-14;78,00;123,81;14,86;68,00;0,50;27,00;32,00;23,00;19,00;27,00;18,00;20,00;25,00;2,00;6,59;18,68;5,49;6,59;5,49;7,69;8,79;3,30;7,69;3,30;1,10;3,30;4,39;1,10;1,10;1,10;3,30;0,55;0,55
2019-04-21;67,00;54,59;17,37;63,00;1,00;17,00;25,00;16,00;12,00;26,00;21,00;19,00;18,00;2,00;6,09;13,20;2,03;6,09;4,06;6,09;6,09;3,05;4,06;4,06;2,03;2,03;3,05;3,05;2,03;0,51;1,02;1,02;0,51
2019-04-28;80,00;45,00;15,00;50,00;1,00;15,00;27,00;18,00;11,00;19,00;23,00;22,00;14,00;1,00;7,38;18,46;2,46;7,38;3,69;9,85;12,31;3,69;3,69;2,46;1,23;7,38;3,69;1,23;3,69;0,00;2,46;0,62;1,23
2019-05-05;65,00;69,24;16,96;65,00;1,14;17,11;30,79;21,67;18,25;27,37;22,81;18,25;19,39;1,14;7,00;16,00;2,00;7,00;4,00;6,00;8,00;4,00;4,00;3,00;1,00;6,00;2,00;1,00;2,00;0,50;1,00;0,00;1,00
2019-05-12;69,00;48,17;15,62;67,95;1,05;16,73;28,23;14,64;15,68;26,14;23,00;18,82;19,86;0,52;6,00;13,00;2,00;8,00;4,00;7,00;10,00;2,00;5,00;2,00;1,00;5,00;3,00;1,00;3,00;1,00;1,00;0,50;1,00
2019-05-19;63,00;55,59;16,06;54,00;0,00;16,00;29,00;19,00;17,00;16,00;15,00;23,00;20,00;2,00;8,17;16,33;3,50;8,17;2,33;9,33;11,67;3,50;5,83;3,50;1,17;2,33;2,33;1,17;1,17;1,17;2,33;0,00;0,58
2019-05-26;66,00;53,55;13,70;48,00;1,00;15,00;27,00;11,00;15,00;22,00;23,00;22,00;19,00;3,00;7,57;14,07;1,08;8,66;4,33;8,66;7,57;4,33;5,41;3,25;2,16;5,41;2,16;3,25;2,16;1,08;2,16;0,00;0,00
2019-06-02;61,00;54,65;17,79;50,83;1,02;13,22;26,43;18,30;12,20;18,30;17,28;38,63;19,32;4,07;7,00;13,00;2,00;8,00;4,00;6,00;9,00;2,00;4,00;3,00;2,00;4,00;3,00;2,00;4,00;1,00;2,00;0,50;0,50
2019-06-09;67,00;62,04;17,37;61,00;1,00;20,00;28,00;21,00;17,00;24,00;23,00;27,00;19,00;3,00;8,65;16,21;3,24;7,56;5,40;9,73;9,73;5,40;6,48;4,32;1,08;3,24;3,24;1,08;4,32;1,08;2,16;0,00;0,54
2019-06-16;69,00;61,61;18,48;57,00;1,00;23,00;28,00;14,00;14,00;19,00;24,00;21,00;23,00;5,00;7,21;15,45;1,03;6,18;2,06;7,21;8,24;2,06;5,15;3,09;2,06;4,12;3,09;4,12;2,06;1,03;2,06;0,51;0,00
2019-06-23;72,00;57,10;19,86;55,00;1,00;20,00;34,00;19,00;11,00;25,00;21,00;23,00;20,00;3,00;8,11;17,24;3,04;6,08;5,07;9,13;6,08;4,06;4,06;1,01;3,04;4,06;5,07;1,01;3,04;0,00;1,01;0,51;0,00
2019-06-30;72,00;58,34;18,62;49,00;1,00;25,00;30,00;22,00;20,00;19,00;28,00;26,00;23,00;4,00;7,52;27,94;4,30;9,67;5,37;9,67;11,82;5,37;5,37;6,45;2,15;4,30;4,30;1,07;3,22;1,07;1,07;0,00;0,00
2019-07-07;79,00;55,55;14,81;56,00;1,00;25,00;39,00;26,00;19,00;25,00;22,00;28,00;22,00;2,00;7,90;20,31;3,39;9,03;6,77;7,90;10,16;4,51;4,51;3,39;2,26;7,90;4,51;3,39;3,39;1,13;2,26;1,13;1,13
2019-07-14;76,00;57,61;17,16;56,00;0,50;18,00;36,00;23,00;20,00;23,00;25,00;25,00;22,00;2,00;8,56;21,41;3,21;7,49;4,28;9,63;11,77;2,14;6,42;3,21;2,14;6,42;7,49;3,21;3,21;1,07;1,07;1,07;0,00
2019-07-21;91,00;65,18;20,91;52,00;0,50;25,00;38,00;30,00;21,00;21,00;27,00;28,00;27,00;4,00;9,58;19,16;4,79;9,58;4,79;11,97;14,37;5,99;7,18;3,59;3,59;3,59;5,99;1,20;4,79;1,20;0,60;0,00;0,60
2019-07-28;77,00;70,79;22,35;52,00;2,00;25,00;40,00;26,00;16,00;26,00;32,00;23,00;30,00;4,00;11,76;22,46;3,21;10,69;5,35;13,90;12,83;5,35;8,56;2,14;2,14;4,28;6,42;2,14;3,21;1,07;2,14;1,07;0,53
2019-08-04;89,00;72,93;21,01;68,00;2,00;27,00;42,00;21,00;19,00;25,00;33,00;25,00;30,00;3,00;10,01;23,36;4,45;8,90;6,68;8,90;16,69;4,45;11,13;5,56;1,11;4,45;4,45;2,23;4,45;1,11;5,56;1,11;0,56
2019-08-11;81,00;78,39;19,60;76,79;1,05;30,51;47,34;24,19;17,88;25,25;38,92;25,25;30,51;3,16;7,00;22,00;3,00;6,00;5,00;7,00;10,00;4,00;8,00;5,00;2,00;4,00;4,00;5,00;5,00;2,00;2,00;0,00;1,00
2019-08-18;75,00;68,85;22,13;57,00;1,00;25,00;34,00;27,00;17,00;21,00;24,00;26,00;25,00;4,00;6,52;22,83;4,35;7,61;4,35;9,78;11,96;5,43;7,61;4,35;3,26;5,43;5,43;3,26;4,35;1,09;2,17;0,54;1,09
2019-08-25;88,00;63,21;22,31;61,00;1,00;24,00;37,00;21,00;20,00;24,00;30,00;31,00;25,00;4,00;7,04;19,95;4,69;9,39;3,52;8,21;11,73;3,52;9,39;4,69;2,35;5,87;7,04;2,35;4,69;1,17;3,52;1,17;0,59
2019-09-01;89,00;60,57;17,31;62,00;1,00;21,00;36,00;21,00;18,00;36,00;29,00;29,00;27,00;4,00;6,01;25,26;2,41;7,22;7,22;13,23;8,42;6,01;7,22;4,81;2,41;4,81;3,61;0,60;1,20;1,20;1,20;0,00;0,60
2019-09-08;82,00;55,91;21,12;53,00;1,00;20,00;32,00;21,00;18,00;25,00;23,00;30,00;25,00;2,00;6,03;25,32;4,82;8,44;2,41;10,85;10,85;4,82;8,44;6,03;1,21;3,62;4,82;1,21;1,21;1,21;1,21;0,60;0,00
2019-09-15;82,00;62,42;17,13;61,00;0,50;18,00;37,00;17,00;19,00;26,00;28,00;23,00;27,00;4,00;4,32;19,42;3,24;11,87;3,24;11,87;8,63;4,32;4,32;4,32;0,00;3,24;3,24;1,08;2,16;1,08;1,08;0,54;1,08
2019-09-22;85,00;62,83;18,48;56,00;1,00;19,00;35,00;21,00;17,00;28,00;23,00;33,00;26,00;3,00;3,64;23,07;3,64;10,93;4,86;15,79;10,93;3,64;4,86;4,86;1,21;7,29;3,64;1,21;2,43;1,21;1,21;0,00;1,21
2019-09-29;81,00;69,61;18,98;61,52;1,03;16,41;30,76;19,48;21,53;25,63;19,48;23,58;24,61;2,05;7,00;23,00;3,00;6,00;3,00;9,00;6,00;4,00;3,00;1,00;1,00;6,00;2,00;2,00;2,00;0,50;2,00;1,00;1,00
2019-10-06;89,00;58,10;22,25;58,00;1,00;21,00;37,00;19,00;17,00;29,00;28,00;22,00;24,00;2,00;6,85;20,54;4,56;5,71;3,42;9,13;7,99;3,42;6,85;3,42;1,14;5,71;3,42;1,14;3,42;0,57;1,14;0,57;0,57
2019-10-13;75,00;50,41;14,75;57,00;0,50;17,00;34,00;18,00;19,00;18,00;20,00;22,00;21,00;5,00;4,05;15,20;2,03;8,11;3,04;9,12;8,11;4,05;3,04;3,04;2,03;6,08;3,04;3,04;2,03;0,00;1,01;0,00;0,00
2019-10-20;74,00;56,73;13,57;58,00;2,00;17,00;42,00;18,00;18,00;22,00;19,00;23,00;30,00;2,00;4,17;18,76;2,08;10,42;3,13;8,34;5,21;5,21;5,21;4,17;1,04;5,21;2,08;1,04;2,08;1,04;1,04;0,00;0,00
2019-10-27;77,00;59,61;19,87;57,75;0,51;19,25;35,46;17,22;17,22;21,28;23,30;17,22;30,39;3,04;5,00;16,00;2,00;6,00;2,00;5,00;5,00;3,00;6,00;3,00;2,00;5,00;4,00;2,00;2,00;1,00;1,00;0,50;0,00
2019-11-03;81,00;56,08;17,45;56,00;0,50;23,00;37,00;28,00;21,00;27,00;25,00;20,00;23,00;2,00;3,42;18,25;3,42;6,85;3,42;6,85;4,56;3,42;6,85;4,56;1,14;5,70;2,28;0,00;4,56;1,14;1,14;0,00;0,00
2019-11-10;100,00;60,53;18,42;56,38;1,06;24,47;30,85;23,40;17,02;20,21;24,47;85,11;24,47;4,26;3,00;11,00;1,00;4,00;4,00;7,00;5,00;3,00;3,00;2,00;1,00;4,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00
2019-11-17;88,00;61,97;13,63;47,00;1,00;22,00;38,00;16,00;17,00;19,00;22,00;35,00;29,00;4,00;3,43;18,29;2,29;6,86;3,43;8,00;8,00;3,43;5,71;3,43;1,14;3,43;4,57;1,14;1,14;1,14;1,14;0,00;0,00
2019-11-24;100,00;53,09;17,28;51,00;0,50;29,00;30,00;17,00;13,00;23,00;25,00;24,00;26,00;3,00;3,13;13,54;2,08;5,21;5,21;7,29;6,25;4,17;5,21;3,13;2,08;4,17;3,13;1,04;1,04;1,04;1,04;1,04;0,52
2019-12-01;90,00;55,48;18,49;52,00;0,00;31,00;35,00;19,00;23,00;21,00;28,00;19,00;26,00;4,00;4,39;16,46;4,39;9,88;3,29;7,68;4,39;5,49;6,59;5,49;1,10;4,39;4,39;2,20;2,20;1,10;1,10;0,00;0,00
2019-12-08;73,00;51,97;17,32;51,00;1,00;19,00;24,00;16,00;18,00;21,00;24,00;16,00;27,00;2,00;3,13;13,56;2,09;6,26;2,09;5,21;7,30;4,17;4,17;3,13;1,04;3,13;1,04;2,09;2,09;0,00;1,04;0,00;0,00
2019-12-15;65,00;49,06;14,72;45,00;1,00;16,00;22,00;16,00;15,00;17,00;17,00;18,00;16,00;3,00;5,60;14,57;3,36;5,60;3,36;7,84;6,72;2,24;4,48;3,36;0,56;3,36;2,24;1,12;1,12;0,00;1,12;0,00;0,00
2019-12-22;78,00;56,95;17,33;40,00;0,00;16,00;26,00;16,00;17,00;24,00;16,00;21,00;24,00;4,00;4,46;15,60;3,34;4,46;3,34;5,57;6,69;3,34;5,57;5,57;1,11;3,34;2,23;1,11;1,11;0,56;2,23;0,00;0,56
