Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;34,00;0,00;56,00;43,00;30,00;0,00
2019-01-13;39,00;4,00;48,00;39,00;0,00;4,00
2019-01-20;29,00;0,00;50,00;25,00;12,00;12,00
2019-01-27;49,00;0,00;29,00;29,00;0,00;8,00
2019-02-03;30,00;4,00;43,00;43,00;4,00;4,00
2019-02-10;17,00;4,00;39,00;34,00;0,00;9,00
2019-02-17;30,00;0,00;35,00;22,00;0,00;9,00
2019-02-24;13,00;4,00;21,00;34,00;0,00;8,00
2019-03-03;40,00;4,00;62,00;40,00;0,00;4,00
2019-03-10;47,00;4,00;26,00;13,00;0,00;13,00
2019-03-17;22,00;0,00;18,00;31,00;0,00;13,00
2019-03-24;35,00;4,00;67,00;13,00;0,00;4,00
2019-03-31;17,00;0,00;34,00;34,00;9,00;4,00
2019-04-07;18,00;9,00;69,00;5,00;18,00;5,00
2019-04-14;19,00;9,00;47,00;19,00;5,00;5,00
2019-04-21;18,00;4,00;40,00;18,00;13,00;13,00
2019-04-28;45,00;4,00;50,00;45,00;17,00;12,00
2019-05-05;28,00;8,00;37,00;20,00;4,00;20,00
2019-05-12;34,00;0,00;30,00;13,00;0,00;0,00
2019-05-19;29,00;0,00;33,00;17,00;8,00;4,00
2019-05-26;29,00;0,00;17,00;21,00;8,00;4,00
2019-06-02;27,00;0,00;31,00;31,00;12,00;8,00
2019-06-09;32,00;4,00;24,00;29,00;8,00;8,00
2019-06-16;34,00;8,00;51,00;17,00;21,00;4,00
2019-06-23;27,00;5,00;41,00;23,00;9,00;9,00
2019-06-30;18,00;0,00;63,00;27,00;9,00;36,00
2019-07-07;26,00;9,00;40,00;40,00;9,00;4,00
2019-07-14;37,00;0,00;56,00;28,00;14,00;5,00
2019-07-21;49,00;0,00;44,00;20,00;15,00;5,00
2019-07-28;38,00;5,00;33,00;24,00;14,00;14,00
2019-08-04;42,00;5,00;14,00;23,00;19,00;0,00
2019-08-11;45,00;0,00;45,00;41,00;27,00;18,00
2019-08-18;14,00;0,00;50,00;32,00;27,00;0,00
2019-08-25;22,00;4,00;31,00;26,00;22,00;0,00
2019-09-01;25,00;8,00;38,00;21,00;13,00;4,00
2019-09-08;39,00;0,00;43,00;26,00;9,00;0,00
2019-09-15;25,00;9,00;60,00;9,00;4,00;13,00
2019-09-22;29,00;4,00;29,00;29,00;0,00;12,00
2019-09-29;28,00;12,00;16,00;24,00;12,00;8,00
2019-10-06;41,00;0,00;29,00;45,00;12,00;0,00
2019-10-13;41,00;16,00;29,00;20,00;16,00;4,00
2019-10-20;33,00;20,00;49,00;16,00;25,00;12,00
2019-10-27;33,00;13,00;42,00;42,00;17,00;8,00
2019-11-03;36,00;8,00;36,00;20,00;36,00;8,00
2019-11-10;20,00;4,00;48,00;32,00;4,00;4,00
2019-11-17;52,00;12,00;36,00;32,00;4,00;4,00
2019-11-24;16,00;8,00;47,00;27,00;12,00;8,00
2019-12-01;12,00;8,00;40,00;40,00;12,00;8,00
2019-12-08;51,00;4,00;43,00;23,00;0,00;12,00
2019-12-15;43,00;0,00;62,00;12,00;8,00;19,00
