Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;44,00;33,44;7,04;5,28;5,28;18,00;0,00;2,00;24,00;201,67;11,00;7,33;29,33;9,43;100,57;11,00;1,57;9,00;2,00;6,00;0,00;79,48;14,19;17,03;2,84;0,00;2,00;2,00;2,00;8,00;0,00;0,00;0,00;2,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;52,00;53,73;8,67;3,47;5,20;30,00;1,00;3,00;13,00;208,00;18,57;7,43;26,00;4,73;67,76;6,30;1,58;3,00;1,00;4,00;0,00;52,00;7,03;35,14;9,84;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;45,00;43,27;5,19;6,92;5,19;39,00;0,00;0,00;30,00;240,00;26,25;3,75;18,75;9,31;62,07;7,76;0,00;14,00;8,00;8,00;0,00;94,22;7,03;9,84;5,63;0,00;0,00;0,00;2,00;13,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;38,00;41,45;5,18;5,18;1,73;15,00;3,00;3,00;18,00;186,20;11,40;3,80;22,80;9,12;68,40;4,56;1,52;6,00;1,00;9,00;0,00;83,04;8,44;5,63;4,22;0,00;1,00;0,00;1,00;10,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-02-03;32,00;39,11;1,78;1,78;1,78;20,00;3,00;4,00;16,00;202,67;14,22;3,56;24,89;9,60;46,40;9,60;0,00;3,00;0,00;3,00;3,00;83,48;4,17;11,13;6,96;0,00;0,00;0,00;1,00;10,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-02-10;36,00;46,29;12,00;0,00;1,71;29,00;1,00;3,00;19,00;194,40;14,40;1,80;21,60;7,83;50,09;9,39;3,13;1,00;1,00;7,00;0,00;74,88;14,40;10,08;1,44;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;52,00;53,73;5,20;20,80;3,47;22,00;3,00;3,00;19,00;185,71;22,29;7,43;11,14;7,88;75,64;9,45;0,00;9,00;3,00;3,00;0,00;94,16;2,81;21,08;8,43;0,00;3,00;0,00;1,00;7,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;29,00;32,41;6,82;6,82;8,53;27,00;1,00;1,00;26,00;246,50;10,88;7,25;21,75;9,67;69,28;11,28;1,61;6,00;0,00;4,00;0,00;97,15;15,95;15,95;2,90;0,00;1,00;0,00;0,00;7,00;1,00;0,00;0,00;3,00;0,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;45,00;57,12;0,00;1,73;3,46;23,00;0,00;1,00;9,00;255,00;7,50;7,50;18,75;10,86;46,55;10,86;0,00;6,00;4,00;12,00;0,00;94,22;14,06;19,69;2,81;0,00;3,00;0,00;1,00;9,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;58,00;82,61;5,27;1,76;5,27;18,00;1,00;1,00;19,00;192,13;21,75;7,25;21,75;9,41;54,86;9,41;1,57;3,00;1,00;7,00;0,00;104,68;8,49;19,80;2,83;0,00;1,00;0,00;3,00;9,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;53,00;64,97;6,84;5,13;10,26;37,00;5,00;0,00;20,00;249,86;18,93;7,57;18,93;12,47;53,00;6,24;0,00;3,00;2,00;6,00;0,00;103,21;11,16;11,16;1,39;0,00;3,00;0,00;0,00;6,00;3,00;0,00;0,00;3,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;44,00;65,12;1,76;5,28;3,52;30,00;2,00;2,00;17,00;260,33;18,33;7,33;22,00;6,29;78,57;7,86;3,14;9,00;2,00;5,00;3,00;93,68;7,10;19,87;7,10;0,00;2,00;0,00;0,00;15,00;0,00;0,00;0,00;3,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;63,00;54,25;3,50;8,75;5,25;26,00;0,00;2,00;21,00;252,00;22,24;3,71;33,35;12,29;76,83;9,22;1,54;3,00;0,00;2,00;0,00;93,80;7,00;23,80;9,80;0,00;2,00;0,00;0,00;9,00;2,00;0,00;0,00;2,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;47,00;43,52;6,96;1,74;8,70;26,00;3,00;5,00;26,00;227,77;14,46;10,85;25,31;20,37;65,80;6,27;0,00;2,00;2,00;6,00;0,00;109,67;9,97;21,36;4,27;0,00;2,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;65,00;63,24;10,54;12,30;5,27;20,00;3,00;3,00;22,00;260,00;14,44;10,83;14,44;15,48;60,36;9,29;0,00;5,00;0,00;6,00;2,00;84,78;4,24;26,85;7,07;0,00;2,00;0,00;0,00;11,00;3,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;76,00;72,47;10,60;8,84;5,30;26,00;0,00;2,00;26,00;260,57;10,86;14,48;25,33;9,31;93,06;13,96;1,55;6,00;0,00;9,00;0,00;107,55;15,77;35,85;2,87;0,00;2,00;0,00;2,00;6,00;2,00;0,00;0,00;3,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00
2019-04-28;40,00;62,61;10,43;3,48;3,48;27,00;2,00;0,00;17,00;236,36;18,18;10,91;29,09;9,23;86,15;12,31;0,00;5,00;5,00;3,00;0,00;96,55;15,17;20,69;2,76;0,00;3,00;0,00;2,00;13,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;56,00;75,25;5,25;5,25;3,50;33,00;3,00;3,00;23,00;268,80;14,93;11,20;14,93;10,89;70,00;12,44;0,00;5,00;0,00;5,00;2,00;103,38;10,05;17,23;4,31;0,00;2,00;2,00;2,00;11,00;2,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00
2019-05-12;59,00;62,47;10,41;8,68;8,68;26,00;3,00;2,00;26,00;295,00;14,75;18,44;22,13;20,18;105,58;9,32;0,00;9,00;3,00;3,00;0,00;132,39;15,83;24,46;4,32;2,00;0,00;0,00;0,00;6,00;3,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;70,00;105,00;17,50;7,00;7,00;48,00;3,00;14,00;30,00;276,32;36,84;14,74;29,47;18,67;84,00;18,67;1,56;6,00;3,00;13,00;2,00;127,40;12,60;36,40;12,60;2,00;3,00;0,00;3,00;6,00;2,00;2,00;0,00;5,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;83,00;81,27;15,56;10,38;19,02;44,00;8,00;6,00;35,00;317,57;21,65;10,83;21,65;39,15;156,60;21,92;0,00;9,00;2,00;5,00;2,00;105,51;14,07;23,92;12,66;0,00;2,00;0,00;2,00;16,00;0,00;2,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;81,00;106,85;10,34;6,89;10,34;38,00;3,00;5,00;35,00;312,95;25,77;7,36;25,77;23,37;124,62;10,90;4,67;6,00;6,00;5,00;0,00;122,21;14,21;15,63;2,84;0,00;2,00;0,00;0,00;14,00;2,00;0,00;2,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;66,00;76,42;10,42;6,95;6,95;29,00;2,00;2,00;40,00;341,00;25,67;1,83;29,33;18,42;104,37;13,81;0,00;8,00;3,00;15,00;2,00;123,57;12,64;30,89;5,62;0,00;2,00;0,00;0,00;15,00;3,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;63,00;99,75;0,00;7,00;7,00;40,00;3,00;5,00;22,00;333,53;18,53;11,12;29,65;12,60;102,38;6,30;1,58;11,00;5,00;9,00;2,00;133,16;25,77;24,34;7,16;0,00;0,00;2,00;0,00;14,00;0,00;0,00;0,00;3,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;63,00;101,50;10,50;5,25;5,25;36,00;3,00;8,00;35,00;370,59;18,53;11,12;29,65;18,44;138,29;13,83;1,54;2,00;5,00;5,00;0,00;137,20;15,40;25,20;4,20;0,00;0,00;0,00;2,00;16,00;0,00;0,00;0,00;11,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-06-30;52,00;91,87;10,40;12,13;8,67;45,00;3,00;5,00;29,00;323,14;11,14;14,86;26,00;14,18;122,91;7,88;1,58;10,00;2,00;2,00;0,00;111,22;8,67;27,44;14,44;2,00;0,00;0,00;2,00;15,00;0,00;0,00;0,00;6,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;58,00;96,67;7,03;12,30;7,03;37,00;9,00;3,00;22,00;297,25;14,50;18,13;21,75;17,24;139,51;15,68;0,00;12,00;0,00;5,00;0,00;116,00;1,41;19,80;15,56;0,00;0,00;0,00;0,00;16,00;3,00;0,00;0,00;3,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
