Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;48,00;24,53;34,13;25,60;3,20;29,87;27,73;0,53;13,87;13,87;14,93;1,07;3,20;1,07;26,67;4,27;0,53;14,93;7,47;1,07;20,27;5,00;13,00;0,00;0,00;9,60;12,80;7,47;16,00;7,47;16,00;1,07;10,67;0,00;0,00;7,47;0,00;0,00;0,00;19,20;12,80;3,20;5,33;11,73
2019-01-13;45,00;21,00;38,00;25,00;1,00;23,00;25,00;0,00;19,00;12,00;15,00;2,00;5,00;0,00;24,00;4,00;0,50;13,00;4,00;0,00;20,00;6,43;16,07;0,54;0,00;17,00;11,00;8,00;14,00;9,00;12,00;0,00;10,00;0,50;0,00;8,00;0,00;0,50;0,50;16,00;15,00;3,00;5,00;11,00
2019-01-20;47,00;21,00;43,00;26,00;2,00;23,00;32,00;0,00;16,00;13,00;10,00;0,00;3,00;0,50;20,00;2,00;0,00;15,00;7,00;1,00;13,00;7,00;25,00;0,00;0,00;18,00;13,00;7,00;15,00;5,00;10,00;1,00;7,00;0,00;0,00;4,00;0,00;1,00;1,00;31,00;19,00;3,00;8,00;16,00
2019-01-27;53,00;32,70;38,34;41,72;1,13;30,45;34,96;2,26;20,30;15,79;16,91;0,56;5,64;0,00;31,57;5,64;0,56;29,32;13,53;1,13;25,94;16,00;14,00;0,00;0,00;16,91;7,89;7,89;18,04;9,02;15,79;1,13;6,77;1,13;0,56;7,89;0,00;1,13;1,13;30,45;20,30;5,64;11,28;13,53
2019-02-03;61,00;33,00;40,00;31,00;1,00;29,00;27,00;0,50;21,00;15,00;16,00;1,00;3,00;0,00;20,00;3,00;2,00;13,00;10,00;2,00;17,00;17,60;22,29;0,59;0,59;17,00;14,00;9,00;14,00;11,00;13,00;0,50;4,00;1,00;0,00;9,00;0,00;1,00;1,00;30,00;16,00;4,00;8,00;10,00
2019-02-10;58,00;21,00;34,00;34,00;2,00;25,00;30,00;0,00;21,00;18,00;15,00;1,00;3,00;0,00;31,00;4,00;1,00;19,00;8,00;1,00;18,00;11,60;24,49;1,29;0,64;25,00;11,00;10,00;14,00;11,00;17,00;0,00;3,00;0,50;0,00;5,00;0,00;1,00;0,50;27,00;12,00;3,00;8,00;7,00
2019-02-17;57,00;22,80;35,24;24,87;1,04;24,87;39,38;1,04;24,87;22,80;11,40;1,04;2,07;0,00;35,24;3,11;0,00;16,58;20,73;1,04;14,51;6,00;21,00;0,00;0,00;44,56;13,47;6,22;12,44;7,25;14,51;0,00;3,11;0,00;0,00;6,22;0,00;1,04;0,52;30,05;10,36;2,07;4,15;6,22
2019-02-24;52,00;36,78;63,41;40,59;0,63;36,78;36,78;0,00;32,98;13,95;10,15;1,27;2,54;0,00;22,83;5,07;0,63;20,29;12,68;0,63;26,63;8,00;15,00;0,00;0,00;35,51;16,49;5,07;20,29;8,88;17,76;0,00;6,34;0,00;1,27;3,80;0,00;0,00;1,27;29,17;12,68;1,27;10,15;7,61
2019-03-03;59,00;29,00;30,00;30,00;0,00;22,00;26,00;0,00;23,00;22,00;15,00;1,00;3,00;0,00;22,00;6,00;0,50;17,00;7,00;1,00;15,00;12,73;16,20;0,58;0,00;16,00;11,00;6,00;10,00;8,00;10,00;0,00;6,00;0,00;0,00;8,00;0,00;0,50;0,50;20,00;13,00;2,00;5,00;9,00
2019-03-10;57,00;25,59;39,55;25,59;1,16;37,22;33,73;0,00;23,27;23,27;11,63;2,33;2,33;0,00;27,92;2,33;1,16;16,29;9,31;1,16;15,12;7,00;12,00;0,50;0,50;17,45;12,80;6,98;12,80;11,63;12,80;0,00;1,16;0,00;0,00;6,98;0,00;0,00;0,00;18,61;9,31;3,49;9,31;4,65
