Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;50,00;366,67;66,67;16,67;22,22;37,00;36,00;15,00;24,00;17,00;9,00;10,00;11,00;12,86;21,43;5,71;51,43;5,43;9,78;84,78;6,52;61,54;3,85;2,56;2,56;50,00;11,22;27,55;2,04;42,86;28,57;41,67;5,95;7,14;10,20;6,12
2019-01-13;53,00;318,00;53,00;15,90;21,20;34,00;38,00;16,00;32,00;12,00;10,00;9,00;13,00;11,46;21,49;2,86;58,73;7,57;9,73;91,94;5,41;61,83;3,79;2,52;2,52;44,85;16,31;33,63;1,02;42,40;30,62;36,51;7,07;6,12;7,13;7,13
2019-01-20;49,00;337,56;54,44;16,33;21,78;35,00;36,00;21,00;27,00;16,00;7,00;15,00;10,00;10,39;14,85;4,45;60,88;6,68;11,14;86,86;5,57;59,32;3,87;2,58;1,29;50,04;13,55;29,19;2,09;43,02;28,68;40,63;8,37;4,17;8,34;7,30
2019-01-27;44,00;346,50;55,00;11,00;27,50;30,00;40,00;19,00;27,00;14,00;8,00;10,00;11,00;11,73;17,60;2,93;63,07;5,50;11,00;71,50;6,60;60,82;3,88;2,59;1,29;67,05;14,67;19,90;2,10;42,78;25,67;40,33;8,56;4,19;8,38;6,29
2019-02-03;43,00;344,00;48,38;16,13;21,50;35,00;37,00;18,00;29,00;14,00;8,00;7,00;12,00;10,38;20,76;4,45;57,83;5,51;11,03;78,28;7,72;72,97;2,61;3,91;2,61;47,20;17,83;15,73;2,10;46,58;29,86;45,39;7,17;5,24;6,29;5,24
2019-02-10;46,00;342,44;51,11;15,33;25,56;31,00;40,00;20,00;36,00;16,00;8,00;11,00;12,00;13,80;23,00;4,60;67,47;6,90;14,95;72,45;3,45;63,59;4,06;1,35;2,71;52,57;14,24;21,90;2,19;48,56;29,39;38,33;7,67;6,57;8,76;6,57
2019-02-17;48,00;373,33;48,00;16,00;32,00;39,00;47,00;22,00;36,00;19,00;9,00;12,00;15,00;12,00;22,50;6,00;55,50;3,43;10,29;77,71;6,86;72,00;4,00;4,00;1,33;52,27;16,00;18,13;1,07;51,69;33,23;39,38;9,85;3,20;6,40;7,47
2019-02-24;46,00;385,25;57,50;23,00;34,50;36,00;38,00;25,00;31,00;17,00;9,00;8,00;15,00;11,87;22,26;4,45;60,84;7,67;8,76;76,67;4,38;74,11;2,56;2,56;2,56;53,32;17,77;20,91;1,05;47,21;35,11;42,37;7,26;5,23;6,27;8,36
2019-03-03;46,00;391,00;57,50;17,25;28,75;35,00;38,00;22,00;37,00;17,00;9,00;11,00;16,00;11,50;21,56;5,75;56,06;6,57;14,24;69,00;5,48;60,06;2,56;2,56;1,28;53,32;16,73;16,73;2,09;48,42;37,53;39,95;10,89;4,18;5,23;9,41
2019-03-10;48,00;341,33;48,00;16,00;32,00;34,00;39,00;20,00;36,00;16,00;9,00;7,00;14,00;10,18;18,91;4,36;58,18;6,55;12,00;64,36;6,55;61,89;2,53;1,26;2,53;46,98;15,32;20,43;2,04;45,66;28,10;37,46;8,20;6,13;7,15;6,13
2019-03-17;45,00;393,75;50,63;22,50;28,13;37,00;36,00;18,00;29,00;13,00;9,00;12,00;12,00;8,44;16,88;4,22;54,84;6,43;9,64;66,43;7,50;63,75;3,75;1,25;1,25;51,00;16,00;15,00;2,00;40,38;24,23;28,85;10,38;5,00;6,00;8,00
2019-03-24;52,00;398,67;57,78;17,33;28,89;34,32;40,56;18,72;37,44;13,52;7,28;11,44;12,48;8,43;19,68;5,62;61,84;8,49;13,80;78,53;5,31;68,10;3,71;2,48;2,48;41,00;12,00;18,00;1,00;42,76;30,04;36,98;9,24;5,00;7,00;6,00
2019-03-31;59,00;396,91;48,27;16,09;32,18;37,64;38,66;20,34;36,62;12,21;10,17;15,26;16,28;12,64;15,45;4,21;63,21;6,32;14,75;105,36;5,27;71,29;2,46;2,46;2,46;59,00;14,00;27,00;2,00;46,27;30,08;54,37;10,41;5,00;8,00;7,00
2019-04-07;61,00;404,82;55,45;22,18;33,27;32,53;36,60;21,35;42,70;13,22;11,18;15,25;16,27;12,77;19,86;5,67;61,00;8,56;11,77;87,75;4,28;70,96;3,73;3,73;2,49;47,00;14,00;31,00;1,00;41,43;29,92;41,43;10,36;6,00;12,00;9,00
2019-04-14;64,00;533,33;53,33;16,00;37,33;34,54;44,70;19,30;31,49;12,19;10,16;11,17;13,21;12,52;19,48;4,17;55,65;7,34;9,44;80,79;6,30;72,62;3,69;2,46;2,46;57,00;14,00;35,00;2,00;46,86;35,43;53,71;10,29;9,00;15,00;8,00
2019-04-21;69,00;425,50;51,75;17,25;40,25;36,04;39,13;18,54;36,04;15,45;7,21;14,42;14,42;18,31;19,71;4,22;63,37;6,37;10,62;72,18;5,31;67,77;3,70;2,46;2,46;55,00;14,00;35,00;2,00;46,00;32,20;39,10;10,35;7,00;11,00;8,00
