Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-10-06;16,00;146,67;122,67;48,00;82,67;66,00;0,00;63,00;59,00;34,00;72,00;154,00;58,00;72,73;24,73;50,91;20,36;27,00;34,00;29,00;54,00;9,00;45,00;23,00;18,00;7,00;0,00;32,00;0,00;2,00;2,00;0,00;2,00;2,00;2,00
2019-10-13;15,00;112,50;112,50;45,00;147,50;71,00;0,00;69,00;42,00;24,38;75,00;116,25;65,63;37,50;55,50;51,00;28,50;16,00;38,00;29,00;29,00;16,00;38,00;11,00;13,00;11,00;2,00;51,00;7,00;11,00;4,00;0,00;11,00;0,00;2,00
2019-10-20;24,00;112,00;114,67;48,00;85,33;54,00;2,00;45,00;53,00;48,00;80,00;154,00;68,00;30,00;52,50;43,50;34,50;17,00;24,00;19,00;26,00;9,00;51,00;6,00;11,00;6,00;2,00;50,00;2,00;4,00;2,00;6,00;9,00;4,00;0,00
2019-10-27;11,00;115,50;118,25;35,75;60,50;60,00;0,00;75,00;43,00;35,20;66,00;165,00;44,00;51,86;55,00;44,00;29,86;22,00;22,00;30,00;32,00;11,00;19,00;15,00;13,00;4,00;0,00;43,00;2,00;2,00;2,00;0,00;11,00;11,00;4,00
2019-11-03;11,00;137,50;63,25;35,75;74,25;40,00;4,00;49,00;45,00;52,80;96,80;132,00;50,60;34,57;37,71;29,86;37,71;19,00;32,00;19,00;36,00;17,00;49,00;17,00;13,00;11,00;2,00;26,00;9,00;4,00;6,00;2,00;2,00;0,00;2,00
2019-11-10;11,00;110,00;126,50;30,25;77,00;67,00;0,00;58,00;24,00;68,20;50,60;107,80;55,00;50,29;157,14;61,29;47,14;24,00;19,00;28,00;41,00;4,00;39,00;13,00;13,00;2,00;2,00;32,00;9,00;2,00;2,00;0,00;4,00;2,00;2,00
2019-11-17;11,00;165,00;121,00;44,00;49,50;60,00;2,00;41,00;36,00;48,40;48,40;143,00;52,80;51,86;72,29;61,29;25,14;21,00;32,00;30,00;24,00;4,00;51,00;6,00;13,00;9,00;4,00;22,00;0,00;4,00;2,00;0,00;2,00;0,00;2,00
2019-11-24;6,00;90,00;111,00;36,00;78,00;49,00;2,00;47,00;28,00;38,00;70,00;130,00;34,00;21,00;36,00;40,50;36,00;26,00;28,00;13,00;13,00;4,00;53,00;13,00;0,00;4,00;2,00;43,00;2,00;0,00;4,00;0,00;0,00;4,00;0,00
2019-12-01;24,00;109,33;93,33;42,67;61,33;54,00;0,00;54,00;32,00;50,00;52,00;126,00;38,00;33,00;30,00;30,00;28,50;17,00;4,00;30,00;32,00;0,00;41,00;6,00;17,00;4,00;0,00;54,00;2,00;2,00;0,00;0,00;6,00;0,00;0,00
2019-12-08;11,00;115,50;82,50;38,50;60,50;47,00;2,00;32,00;28,00;30,80;81,40;176,00;26,40;40,86;31,43;31,43;34,57;13,00;30,00;30,00;36,00;4,00;28,00;6,00;9,00;4,00;4,00;21,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00
2019-12-15;4,00;84,00;60,00;28,00;48,00;52,00;0,00;48,00;37,00;32,00;54,00;158,00;46,00;16,00;25,33;32,00;40,00;13,00;26,00;18,00;31,00;11,00;44,00;13,00;11,00;9,00;2,00;35,00;4,00;7,00;0,00;0,00;4,00;0,00;0,00
2019-12-22;18,00;115,71;102,86;64,29;64,29;54,00;8,00;49,00;67,00;70,00;68,00;108,00;50,00;34,50;45,00;42,00;21,00;23,00;18,00;21,00;18,00;13,00;39,00;21,00;13,00;10,00;3,00;57,00;5,00;3,00;5,00;0,00;5,00;3,00;0,00
2019-12-29;15,00;129,00;129,00;24,00;78,00;64,00;10,00;72,00;27,00;33,75;80,63;150,00;28,13;34,50;52,50;67,50;22,50;22,00;27,00;17,00;20,00;10,00;45,00;25,00;12,00;7,00;2,00;62,00;2,00;7,00;2,00;0,00;2,00;7,00;2,00
2020-01-05;19,00;122,14;76,00;40,71;86,86;45,00;2,00;52,00;56,00;40,11;78,11;137,22;50,67;20,58;44,33;38,00;15,83;17,00;23,00;37,00;17,00;17,00;29,00;10,00;17,00;8,00;0,00;33,00;4,00;2,00;4,00;0,00;6,00;4,00;0,00
2020-01-12;12,00;120,00;99,00;69,00;81,00;61,00;6,00;49,00;61,00;38,00;74,00;110,00;50,00;28,50;31,50;54,00;1,50;20,00;26,00;20,00;49,00;16,00;51,00;8,00;14,00;4,00;4,00;63,00;0,00;4,00;4,00;4,00;0,00;0,00;2,00
2020-01-19;20,00;102,50;102,50;57,50;60,00;53,00;4,00;51,00;45,00;40,00;62,00;114,00;52,00;32,86;40,00;32,86;17,14;33,00;31,00;21,00;16,00;8,00;31,00;16,00;8,00;6,00;4,00;31,00;0,00;6,00;6,00;0,00;6,00;2,00;2,00
2020-01-26;6,00;111,00;69,00;48,00;72,00;88,00;4,00;58,00;64,00;38,00;84,00;110,00;50,00;31,50;43,50;36,00;27,00;27,00;27,00;29,00;27,00;8,00;29,00;8,00;14,00;10,00;2,00;41,00;2,00;0,00;4,00;2,00;4,00;0,00;2,00
2020-02-02;19,00;116,71;84,14;48,86;84,14;58,00;2,00;89,00;62,00;69,67;57,00;107,67;52,78;30,69;32,15;39,46;32,15;27,00;33,00;27,00;29,00;15,00;35,00;12,00;17,00;10,00;8,00;38,00;2,00;6,00;6,00;2,00;0,00;4,00;0,00
2020-02-09;10,00;105,00;112,50;47,50;80,00;77,00;0,00;52,00;43,00;44,00;74,00;112,00;30,00;21,43;28,57;50,00;21,43;21,00;17,00;21,00;39,00;10,00;48,00;15,00;19,00;12,00;0,00;62,00;2,00;2,00;4,00;0,00;6,00;2,00;0,00
2020-02-16;19,00;114,00;67,86;40,71;81,43;63,00;0,00;50,00;27,00;36,10;53,20;114,00;55,10;26,31;45,31;43,85;19,00;27,00;25,00;15,00;21,00;6,00;40,00;13,00;8,00;15,00;0,00;40,00;2,00;4,00;6,00;4,00;8,00;2,00;0,00
2020-02-23;20,00;108,57;77,14;60,00;85,71;57,00;0,00;59,00;39,00;34,00;40,00;94,00;44,00;29,23;50,77;32,31;16,92;18,00;30,00;20,00;36,00;6,00;34,00;16,00;10,00;6,00;0,00;42,00;2,00;2,00;0,00;2,00;10,00;2,00;2,00
2020-03-01;10,00;72,50;62,50;35,00;75,00;47,00;2,00;45,00;41,00;34,00;58,00;86,00;42,00;30,00;32,86;22,86;21,43;18,00;24,00;24,00;26,00;2,00;41,00;14,00;6,00;4,00;10,00;18,00;4,00;4,00;0,00;0,00;6,00;0,00;0,00
2020-03-08;24,00;80,00;50,67;32,00;64,00;43,00;0,00;41,00;32,00;28,00;56,00;58,00;34,00;21,00;33,00;27,00;13,50;17,00;30,00;4,00;43,00;8,00;32,00;9,00;2,00;8,00;0,00;13,00;0,00;9,00;2,00;0,00;2,00;0,00;0,00
2020-03-15;10,00;60,00;35,00;17,50;15,00;36,00;2,00;50,00;31,00;8,00;36,00;48,00;22,00;16,67;93,33;15,00;8,33;13,00;15,00;8,00;17,00;4,00;15,00;8,00;6,00;0,00;0,00;8,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00
2020-03-22;0,00;12,00;9,00;4,00;10,00;26,00;0,00;21,00;7,00;8,00;15,00;10,00;7,00;3,00;24,00;8,00;3,00;7,00;2,00;7,00;24,00;4,00;11,00;2,00;0,00;2,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-03-29;4,00;48,00;44,00;12,00;24,00;21,00;0,00;17,00;15,00;10,00;32,00;30,00;16,00;5,33;18,67;5,33;4,00;2,00;4,00;2,00;17,00;0,00;11,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;4,00;2,00;2,00;0,00
2020-04-05;6,00;27,00;12,00;3,00;15,00;26,00;0,00;14,00;12,00;6,00;28,00;24,00;8,00;6,00;24,00;6,00;6,00;10,00;6,00;0,00;4,00;2,00;8,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-04-12;4,00;36,00;36,00;16,00;28,00;20,00;0,00;8,00;12,00;8,00;28,00;26,00;18,00;14,67;12,00;10,67;1,33;6,00;10,00;0,00;8,00;4,00;14,00;2,00;6,00;2,00;0,00;6,00;2,00;0,00;2,00;0,00;0,00;2,00;2,00
2020-04-19;4,00;32,00;24,00;12,00;20,00;21,00;0,00;13,00;13,00;8,00;22,00;24,00;18,00;4,00;25,33;12,00;6,67;4,00;8,00;0,00;19,00;6,00;4,00;11,00;2,00;2,00;0,00;19,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00
2020-04-26;2,00;22,00;10,00;6,00;12,00;31,00;0,00;15,00;7,00;12,00;12,00;24,00;16,00;12,00;28,00;8,00;0,00;11,00;4,00;4,00;4,00;4,00;13,00;7,00;2,00;2,00;2,00;5,00;0,00;0,00;0,00;0,00;2,00;2,00;0,00
2020-05-03;6,00;33,00;21,00;3,00;15,00;11,00;0,00;13,00;21,00;10,00;22,00;26,00;12,00;18,00;9,00;12,00;9,00;4,00;6,00;2,00;15,00;0,00;8,00;0,00;2,00;6,00;6,00;17,00;2,00;0,00;0,00;0,00;0,00;0,00;4,00
2020-05-10;2,00;24,00;22,00;8,00;12,00;38,00;2,00;28,00;15,00;12,00;26,00;36,00;10,00;2,00;32,00;10,00;16,00;2,00;9,00;6,00;9,00;4,00;2,00;6,00;4,00;2,00;0,00;17,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-17;6,00;36,00;12,00;15,00;27,00;25,00;0,00;14,00;14,00;12,00;40,00;36,00;14,00;10,50;18,00;10,50;10,50;2,00;6,00;2,00;12,00;4,00;6,00;10,00;0,00;6,00;0,00;21,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00
2020-05-24;14,00;36,40;11,20;16,80;19,60;27,00;4,00;16,00;29,00;16,00;44,00;34,00;14,00;14,00;20,22;12,44;1,56;14,00;4,00;4,00;8,00;4,00;14,00;12,00;2,00;6,00;2,00;26,00;0,00;2,00;2,00;0,00;6,00;2,00;0,00
2020-05-31;4,00;52,00;40,00;20,00;28,00;31,00;0,00;15,00;19,00;12,00;38,00;48,00;28,00;4,00;36,00;10,67;8,00;17,00;2,00;15,00;17,00;2,00;13,00;8,00;10,00;6,00;2,00;23,00;4,00;4,00;0,00;0,00;4,00;4,00;4,00
2020-06-07;15,00;20,00;25,00;15,00;37,50;13,00;0,00;21,00;42,00;18,75;26,25;52,50;15,00;13,50;46,50;13,50;12,00;21,00;17,00;9,00;23,00;11,00;21,00;4,00;0,00;10,00;0,00;19,00;4,00;4,00;6,00;2,00;4,00;0,00;0,00
2020-06-14;14,00;58,80;16,80;30,80;36,40;43,00;0,00;23,00;45,00;20,00;48,00;64,00;18,00;15,56;48,22;34,22;14,00;29,00;16,00;12,00;12,00;8,00;25,00;12,00;4,00;10,00;6,00;29,00;2,00;0,00;2,00;2,00;4,00;4,00;0,00
2020-06-21;31,00;62,00;19,73;14,09;33,82;25,00;2,00;12,00;47,00;17,44;46,50;58,13;21,31;11,81;36,90;20,67;11,81;14,00;6,00;12,00;21,00;6,00;25,00;2,00;8,00;2,00;0,00;23,00;6,00;2,00;2,00;6,00;12,00;2,00;2,00
2020-06-28;50,00;50,00;11,11;16,67;33,33;22,00;0,00;22,00;22,00;26,92;38,46;53,85;19,23;22,06;50,00;32,35;20,59;28,00;16,00;16,00;26,00;6,00;18,00;10,00;0,00;2,00;6,00;16,00;0,00;2,00;0,00;2,00;12,00;0,00;4,00
2020-07-05;41,00;49,20;24,60;21,87;32,80;23,00;0,00;21,00;19,00;21,48;37,10;54,67;23,43;25,81;50,11;36,44;13,67;28,00;9,00;21,00;30,00;24,00;17,00;11,00;4,00;9,00;6,00;24,00;2,00;9,00;0,00;4,00;6,00;6,00;2,00
2020-07-12;73,00;75,70;16,22;24,33;45,96;58,00;0,00;13,00;30,00;21,70;59,19;94,70;35,51;28,31;58,10;29,80;20,86;24,00;4,00;21,00;17,00;26,00;24,00;2,00;6,00;4,00;11,00;19,00;0,00;2,00;13,00;4,00;15,00;4,00;0,00
2020-07-19;100,00;62,16;21,62;29,73;64,86;31,00;0,00;20,00;27,00;11,76;45,10;56,86;41,18;14,93;91,04;10,45;23,88;20,00;13,00;7,00;9,00;29,00;27,00;7,00;2,00;11,00;2,00;22,00;0,00;9,00;11,00;7,00;20,00;2,00;0,00
2020-07-26;78,00;59,17;32,28;21,52;29,59;25,00;2,00;13,00;34,00;19,50;50,70;66,30;31,20;13,25;64,75;20,60;29,43;31,00;0,00;16,00;20,00;20,00;31,00;11,00;2,00;7,00;0,00;20,00;0,00;9,00;2,00;2,00;7,00;0,00;2,00
2020-08-02;28,00;61,60;22,40;16,80;33,60;37,00;0,00;17,00;28,00;20,00;46,00;44,00;20,00;28,00;69,26;23,58;8,84;33,00;4,00;7,00;26,00;17,00;31,00;0,00;7,00;4,00;7,00;22,00;7,00;9,00;4,00;0,00;9,00;0,00;2,00
2020-08-09;44,00;55,00;30,25;35,75;22,00;27,00;2,00;17,00;34,00;20,00;40,00;58,00;30,00;24,93;55,73;23,47;23,47;13,00;11,00;23,00;17,00;11,00;23,00;4,00;8,00;6,00;2,00;17,00;2,00;6,00;0,00;2,00;6,00;2,00;2,00
2020-08-16;22,00;63,25;38,50;35,75;16,50;18,00;0,00;8,00;41,00;16,00;50,00;60,00;36,00;20,53;52,80;24,93;10,27;12,00;4,00;10,00;14,00;10,00;20,00;2,00;2,00;16,00;0,00;18,00;0,00;10,00;4,00;0,00;8,00;2,00;0,00
2020-08-23;28,00;58,80;47,60;8,40;25,20;34,00;4,00;12,00;22,00;22,00;68,00;90,00;20,00;20,63;48,63;17,68;10,32;20,00;6,00;8,00;12,00;10,00;28,00;14,00;6,00;4,00;4,00;26,00;2,00;4,00;4,00;2,00;4,00;2,00;0,00
2020-08-30;18,00;38,57;25,71;15,43;25,71;24,00;0,00;10,00;45,00;26,00;40,00;64,00;42,00;10,50;88,50;27,00;24,00;27,00;8,00;22,00;12,00;10,00;12,00;4,00;0,00;10,00;10,00;37,00;6,00;2,00;4,00;2,00;2,00;0,00;0,00
2020-09-06;8,00;45,33;21,33;24,00;24,00;31,00;2,00;24,00;18,00;26,00;52,00;66,00;34,00;17,60;94,40;17,60;17,60;20,00;10,00;12,00;18,00;0,00;31,00;12,00;4,00;4,00;2,00;29,00;2,00;6,00;4,00;2,00;4,00;2,00;2,00
2020-09-13;4,00;72,00;40,00;20,00;20,00;54,00;2,00;14,00;18,00;12,00;38,00;76,00;32,00;13,33;76,00;16,00;5,33;24,00;12,00;12,00;16,00;6,00;26,00;4,00;2,00;2,00;0,00;20,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00
2020-09-20;4,00;68,00;36,00;28,00;16,00;28,00;2,00;20,00;22,00;8,00;36,00;94,00;38,00;10,67;96,00;9,33;16,00;30,00;10,00;10,00;16,00;2,00;36,00;6,00;2,00;0,00;0,00;34,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00
2020-09-27;6,00;33,00;18,00;6,00;18,00;43,00;0,00;35,00;14,00;6,00;54,00;96,00;44,00;16,50;145,50;12,00;16,50;27,00;10,00;12,00;16,00;4,00;16,00;6,00;0,00;2,00;0,00;19,00;2,00;0,00;2,00;0,00;2,00;4,00;0,00
