Semaine;Réunion (RE);Mayotte (YT);Maurice (MU);Seychelles (SC);Zanzibar (TZ);Madagascar (MG)
2019-01-06;72,00;0,00;313,04;159,65;18,78;27,00
2019-01-13;36,00;0,00;242,18;186,55;19,64;27,00
2019-01-20;63,00;18,90;248,85;160,65;9,45;27,00
2019-01-27;80,00;19,20;233,60;144,00;9,60;9,00
2019-02-03;66,00;9,43;194,86;194,86;0,00;19,00
2019-02-10;56,00;9,33;239,56;136,89;0,00;19,00
2019-02-17;57,00;9,50;180,50;161,50;0,00;19,00
2019-02-24;47,00;0,00;203,67;109,67;0,00;9,00
2019-03-03;71,00;0,00;154,91;151,68;0,00;18,00
2019-03-10;37,00;20,18;134,55;127,82;0,00;28,00
2019-03-17;38,00;9,50;190,00;142,50;0,00;28,00
2019-03-24;47,00;9,40;147,27;81,47;0,00;19,00
2019-03-31;28,00;0,00;161,78;99,56;9,33;9,00
2019-04-07;35,00;15,91;184,55;114,55;0,00;26,00
2019-04-14;40,00;0,00;227,69;187,69;0,00;10,00
2019-04-21;62,00;9,79;137,05;146,84;32,63;21,00
2019-04-28;18,00;9,00;126,00;75,00;9,00;27,00
2019-05-05;54,00;0,00;142,94;117,53;25,41;27,00
2019-05-12;64,00;0,00;64,00;166,40;9,60;28,00
2019-05-19;27,00;9,00;102,00;78,00;0,00;9,00
2019-05-26;49,00;9,80;120,87;130,67;9,80;30,00
2019-06-02;19,00;9,50;129,83;129,83;38,00;9,00
2019-06-09;37,00;0,00;117,17;89,42;27,75;28,00
2019-06-16;38,00;0,00;158,33;66,50;57,00;28,00
2019-06-23;20,00;10,00;166,67;63,33;10,00;20,00
2019-06-30;58,00;9,67;125,67;67,67;38,67;19,00
2019-07-07;68,00;9,71;259,05;158,67;0,00;39,00
2019-07-14;63,00;9,45;126,00;94,50;9,45;32,00
2019-07-21;68,00;0,00;242,86;103,62;22,67;34,00
2019-07-28;68,00;22,67;197,52;103,62;22,67;68,00
2019-08-04;93,00;0,00;208,45;157,14;0,00;21,00
2019-08-11;19,00;0,00;183,67;164,67;28,50;48,00
2019-08-18;74,00;19,30;205,91;157,65;19,30;18,00
2019-08-25;65,00;0,00;113,75;188,50;19,50;19,00
2019-09-01;9,00;0,00;201,00;66,00;24,00;0,00
2019-09-08;37,00;0,00;126,42;89,42;27,75;18,00
2019-09-15;46,00;0,00;95,29;134,71;9,86;18,00
2019-09-22;45,00;0,00;154,29;173,57;35,36;18,00
2019-09-29;55,00;0,00;226,47;113,24;19,41;28,00
2019-10-06;74,00;0,00;225,22;131,91;9,65;46,00
2019-10-13;55,00;0,00;232,94;113,24;9,71;37,00
2019-10-20;44,00;25,14;147,71;88,00;34,57;35,00
2019-10-27;88,00;26,07;162,96;172,74;0,00;26,00
2019-11-03;77,00;16,04;182,88;121,92;9,63;9,00
2019-11-10;70,00;0,00;149,55;114,55;0,00;26,00
2019-11-17;43,00;15,36;159,71;135,14;9,21;35,00
2019-11-24;59,00;0,00;173,72;85,22;16,39;8,00
2019-12-01;35,00;0,00;114,55;89,09;9,55;26,00
2019-12-08;52,00;35,75;143,00;159,25;9,75;9,00
2019-12-15;26,00;0,00;182,00;126,75;26,00;18,00
2019-12-22;52,00;0,00;182,00;107,25;9,75;21,00
2019-12-29;61,00;0,00;266,47;163,74;32,11;31,00
2020-01-05;76,00;15,83;186,83;110,83;15,83;34,00
2020-01-12;73,00;0,00;130,13;187,26;41,26;25,00
2020-01-19;75,00;0,00;215,63;100,00;50,00;17,00
2020-01-26;41,00;0,00;214,46;138,77;50,46;25,00
2020-02-02;42,00;16,15;255,23;109,85;25,85;42,00
2020-02-09;67,00;0,00;236,10;175,48;15,95;17,00
2020-02-16;17,00;10,20;180,20;190,40;37,40;34,00
2020-02-23;56,00;0,00;149,33;102,67;9,33;8,00
2020-03-01;56,00;0,00;180,44;93,33;31,11;24,00
2020-03-08;69,00;0,00;144,27;97,23;6,27;39,00
2020-03-15;39,00;32,50;71,50;48,75;6,50;24,00
2020-03-22;15,00;0,00;36,00;42,00;6,00;8,00
2020-03-29;54,00;6,35;69,88;60,35;6,35;8,00
2020-04-05;67,00;9,57;15,95;57,43;15,95;8,00
2020-04-12;65,00;0,00;40,24;86,67;0,00;16,00
2020-04-19;47,00;6,27;62,67;53,27;6,27;8,00
2020-04-26;29,00;16,11;22,56;35,44;0,00;7,00
2020-05-03;15,00;21,00;51,00;36,00;15,00;16,00
2020-05-10;38,00;0,00;38,00;15,83;6,33;23,00
2020-05-17;51,00;9,56;76,50;25,50;0,00;42,00
2020-05-24;40,00;15,38;30,77;30,77;9,23;24,00
2020-05-31;63,00;6,30;37,80;47,25;0,00;39,00
2020-06-07;23,00;6,57;62,43;55,86;16,43;23,00
2020-06-14;31,00;6,20;93,00;46,50;0,00;16,00
2020-06-21;42,00;16,15;77,54;35,54;9,69;17,00
2020-06-28;25,00;0,00;112,50;50,00;0,00;25,00
2020-07-05;26,00;0,00;78,00;61,75;0,00;0,00
2020-07-12;35,00;9,55;44,55;50,91;9,55;0,00
2020-07-19;36,00;19,64;45,82;65,45;0,00;0,00
2020-07-26;18,00;18,00;60,00;42,00;18,00;0,00
2020-08-02;27,00;0,00;141,75;47,25;20,25;18,00
2020-08-09;17,00;10,20;180,20;27,20;0,00;17,00
2020-08-16;16,00;0,00;51,20;57,60;9,60;8,00
2020-08-23;58,00;16,11;99,89;58,00;0,00;8,00
2020-08-30;74,00;0,00;67,57;16,09;9,65;16,00
2020-09-06;33,00;0,00;52,80;59,40;9,90;0,00
2020-09-13;49,00;9,80;32,67;84,93;16,33;8,00
2020-09-20;33,00;9,90;69,30;102,30;0,00;16,00
