Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-12-22;18,00;2,00;50,00;2,00;3,00
2019-12-29;23,00;2,00;34,00;1,00;3,00
2020-01-05;25,00;2,00;40,00;3,00;6,00
2020-01-12;24,00;3,00;45,00;2,00;3,00
2020-01-19;24,00;2,00;41,00;2,00;5,00
2020-01-26;22,00;2,00;32,00;1,00;2,00
2020-02-02;23,00;3,00;38,00;2,00;2,00
2020-02-09;23,00;4,00;37,00;1,00;1,00
2020-02-16;24,00;2,00;35,00;2,00;2,00
2020-02-23;20,00;2,00;38,00;2,00;3,00
2020-03-01;18,00;1,00;33,00;2,00;2,00
2020-03-08;24,00;2,00;37,00;1,00;2,00
2020-03-15;21,00;2,00;29,00;0,50;1,00
2020-03-22;16,00;2,00;26,00;2,00;1,00
2020-03-29;16,00;2,00;26,00;1,00;3,00
2020-04-05;19,00;2,00;29,00;5,00;3,00
2020-04-12;13,00;2,00;30,00;2,00;1,00
2020-04-19;15,00;2,00;38,00;1,00;1,00
2020-04-26;15,00;1,00;31,00;1,00;2,00
2020-05-03;14,00;1,00;27,00;3,00;1,00
2020-05-10;11,00;1,00;30,00;2,00;1,00
2020-05-17;16,00;2,00;30,00;1,00;2,00
2020-05-24;13,00;1,00;26,00;1,00;1,00
2020-05-31;14,00;1,00;29,00;0,50;2,00
2020-06-07;17,00;1,00;29,00;0,50;1,00
2020-06-14;17,00;1,00;27,00;1,00;2,00
2020-06-21;18,00;3,00;32,00;1,00;2,00
2020-06-28;13,00;2,00;30,00;2,00;1,00
2020-07-05;15,00;2,00;26,00;2,00;2,00
2020-07-12;15,00;2,00;27,00;0,50;2,00
2020-07-19;18,00;2,00;22,00;2,00;1,00
2020-07-26;17,00;1,00;24,00;1,00;1,00
2020-08-02;20,00;2,00;25,00;1,00;1,00
2020-08-09;18,00;1,00;27,00;1,00;1,00
2020-08-16;18,00;1,00;34,00;0,50;1,00
2020-08-23;19,00;1,00;33,00;2,00;1,00
2020-08-30;18,00;1,00;31,00;1,00;1,00
2020-09-06;18,00;1,00;23,00;1,00;1,00
2020-09-13;20,00;2,00;23,00;0,50;2,00
2020-09-20;14,00;1,00;25,00;1,00;1,00
2020-09-27;13,00;3,00;23,00;1,00;1,00
2020-10-04;18,00;5,00;18,00;8,00;1,00
2020-10-11;20,00;1,00;18,00;0,50;1,00
2020-10-18;13,00;2,00;23,00;0,50;1,00
2020-10-25;18,00;2,00;20,00;2,00;1,00
2020-11-01;11,00;2,00;15,00;1,00;1,00
2020-11-08;15,00;2,00;22,00;2,00;1,00
2020-11-15;15,00;3,00;22,00;0,00;2,00
2020-11-22;14,00;2,00;23,00;2,00;1,00
2020-11-29;17,00;1,00;23,00;2,00;1,00
2020-12-06;16,00;3,00;24,00;1,00;2,00
2020-12-13;15,00;2,00;25,00;1,00;1,00
2020-12-20;16,00;2,00;23,00;2,00;2,00
2020-12-27;21,00;3,00;38,00;1,00;0,50
2021-01-03;19,00;1,00;21,00;1,00;2,00
2021-01-10;18,00;2,00;26,00;1,00;2,00
2021-01-17;18,00;1,00;23,00;1,00;2,00
2021-01-24;17,00;2,00;28,00;1,00;1,00
2021-01-31;15,00;1,00;26,00;1,00;2,00
2021-02-07;14,00;4,00;23,00;2,00;2,00
2021-02-14;18,00;3,00;21,00;2,00;2,00
2021-02-21;12,00;2,00;23,00;1,00;1,00
2021-02-28;14,00;3,00;25,00;2,00;1,00
2021-03-07;22,00;3,00;25,00;1,00;1,00
2021-03-14;17,00;2,00;21,00;0,50;2,00
2021-03-21;19,00;1,00;27,00;1,00;2,00
2021-03-28;13,00;3,00;24,00;0,50;4,00
2021-04-04;16,00;2,00;23,00;4,00;2,00
2021-04-11;19,00;4,00;29,00;2,00;1,00
2021-04-18;19,00;1,00;33,00;2,00;1,00
2021-04-25;20,00;2,00;29,00;1,00;4,00
2021-05-02;22,00;3,00;28,00;2,00;2,00
2021-05-09;17,00;2,00;31,00;2,00;2,00
2021-05-16;22,00;2,00;25,00;1,00;2,00
2021-05-23;16,00;1,00;29,00;3,00;3,00
2021-05-30;21,00;2,00;26,00;2,00;2,00
2021-06-06;19,00;3,00;27,00;3,00;2,00
2021-06-13;20,00;2,00;23,00;1,00;2,00
2021-06-20;24,00;2,00;24,00;2,00;2,00
2021-06-27;22,00;2,00;29,00;0,50;2,00
2021-07-04;23,00;4,00;24,00;1,00;1,00
2021-07-11;23,00;3,00;25,00;2,00;1,00
2021-07-18;20,00;2,00;24,00;1,00;5,00
2021-07-25;24,00;3,00;40,00;2,00;1,00
2021-08-01;16,00;2,00;26,00;1,00;2,00
2021-08-08;24,00;3,00;27,00;1,00;1,00
2021-08-15;21,00;3,00;15,00;1,00;2,00
2021-08-22;21,00;2,00;99,00;1,00;1,00
2021-08-29;19,00;2,00;35,00;0,50;2,00
2021-09-05;15,00;2,00;24,00;2,00;0,50
2021-09-12;14,00;0,00;21,00;1,00;1,00
2021-09-19;17,00;2,00;23,00;1,00;1,00
2021-09-26;13,00;2,00;23,00;1,00;2,00
2021-10-03;15,00;1,00;24,00;1,00;2,00
2021-10-10;17,00;2,00;26,00;2,00;2,00
