Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2019-01-06;52,00;4,00;13,00;3,90;13,00;61,18;9,18;6,50;6,50;45,50;6,50;9,00;9,00;4,00;0,00;17,73;17,73;13,00;0,00;0,00;9,04;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;37,00;8,00;8,00;3,83;24,24;111,00;11,38;0,00;6,17;18,50;6,17;0,00;4,00;0,00;4,00;16,19;4,63;45,09;4,63;0,00;4,35;0,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;32,00;8,00;28,00;3,84;32,00;90,18;23,27;12,80;6,40;38,40;0,00;8,00;0,00;4,00;8,00;11,85;0,00;36,74;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;28,00;0,00;16,00;7,64;7,64;99,56;24,89;14,00;28,00;42,00;7,00;0,00;4,00;4,00;0,00;16,33;23,33;31,50;8,17;0,00;10,77;0,00;4,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;34,00;8,00;34,00;0,00;13,08;114,36;40,18;13,60;20,40;61,20;0,00;8,00;4,00;0,00;4,00;21,10;0,00;34,00;4,69;0,00;4,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;38,00;4,00;13,00;0,00;29,13;128,62;46,77;0,00;38,00;69,67;6,33;4,00;0,00;0,00;4,00;28,79;12,67;28,79;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;46,00;4,00;21,00;3,83;25,56;117,88;40,25;13,14;19,71;32,86;13,14;4,00;0,00;8,00;0,00;21,23;0,00;34,21;4,72;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
2019-02-24;42,00;4,00;0,00;0,00;12,73;99,00;54,00;7,00;35,00;70,00;7,00;0,00;8,00;0,00;0,00;16,33;0,00;25,67;8,17;0,00;0,00;8,84;8,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;26,00;0,00;21,00;0,00;26,00;115,56;17,33;6,50;19,50;84,50;0,00;0,00;9,00;0,00;0,00;13,00;8,27;29,55;4,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;62,00;18,00;18,00;12,92;18,08;135,81;17,71;6,89;41,33;110,22;6,89;13,00;9,00;0,00;4,00;9,36;9,36;30,42;4,68;0,00;4,43;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
