Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;8,00;2,00;26,00;2,00;1,00
2019-01-13;9,00;2,00;21,00;2,00;2,00
2019-01-20;4,00;1,00;22,00;1,00;2,00
2019-01-27;4,00;3,00;21,00;1,00;4,00
2019-02-03;4,00;1,00;15,00;0,00;4,00
2019-02-10;4,00;1,00;12,00;1,00;2,00
2019-02-17;4,00;0,00;13,00;1,00;0,00
2019-02-24;7,00;3,00;15,00;2,00;1,00
2019-03-03;6,00;2,00;10,00;1,00;13,00
2019-03-10;3,00;2,00;13,00;0,00;1,00
2019-03-17;4,00;1,00;21,00;1,00;1,00
2019-03-24;5,00;2,00;13,00;1,00;2,00
2019-03-31;5,00;2,00;22,00;1,00;1,00
2019-04-07;9,00;2,00;14,00;0,00;2,00
2019-04-14;4,00;2,00;15,00;0,00;1,00
2019-04-21;5,00;1,00;15,00;1,00;2,00
2019-04-28;4,00;1,00;13,00;2,00;1,00
2019-05-05;8,00;0,00;12,00;0,00;1,00
2019-05-12;5,00;2,00;19,00;1,00;1,00
2019-05-19;10,00;1,00;17,00;1,00;1,00
2019-05-26;7,00;1,00;17,00;1,00;0,00
2019-06-02;3,00;3,00;16,00;2,00;2,00
2019-06-09;6,00;2,00;16,00;1,00;2,00
2019-06-16;6,00;2,00;11,00;0,00;1,00
2019-06-23;5,00;2,00;16,00;0,00;1,00
2019-06-30;6,00;2,00;15,00;1,00;1,00
2019-07-07;7,00;1,00;17,00;1,00;0,00
2019-07-14;5,00;1,00;15,00;1,00;1,00
2019-07-21;6,00;3,00;24,00;0,00;1,00
2019-07-28;4,00;2,00;15,00;1,00;1,00
2019-08-04;8,00;1,00;17,00;1,00;1,00
2019-08-11;5,00;1,00;18,00;1,00;2,00
2019-08-18;8,00;2,00;14,00;2,00;1,00
2019-08-25;9,00;1,00;19,00;0,00;1,00
2019-09-01;4,00;1,00;20,00;1,00;3,00
2019-09-08;8,00;1,00;15,00;1,00;2,00
2019-09-15;5,00;2,00;34,00;2,00;2,00
2019-09-22;4,00;1,00;36,00;1,00;1,00
2019-09-29;5,00;1,00;24,00;1,00;1,00
2019-10-06;10,00;2,00;100,00;2,00;3,00
2019-10-13;6,00;2,00;23,00;1,00;2,00
2019-10-20;4,00;3,00;16,00;0,00;2,00
2019-10-27;8,00;0,00;16,00;2,00;1,00
2019-11-03;7,00;2,00;20,00;2,00;2,00
2019-11-10;6,00;1,00;25,00;0,00;2,00
