Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-11-17;6,00;2,00;20,00;3,00;1,00
2019-11-24;6,00;1,00;13,00;1,00;3,00
2019-12-01;7,00;2,00;16,00;3,00;1,00
2019-12-08;9,00;2,00;14,00;1,00;2,00
2019-12-15;9,00;3,00;12,00;0,00;1,00
2019-12-22;7,00;2,00;27,00;0,00;4,00
2019-12-29;8,00;2,00;22,00;1,00;3,00
2020-01-05;4,00;0,50;18,00;1,00;3,00
2020-01-12;5,00;2,00;24,00;2,00;2,00
2020-01-19;10,00;1,00;18,00;1,00;2,00
2020-01-26;4,00;2,00;15,00;0,00;2,00
2020-02-02;7,00;3,00;21,00;0,00;1,00
2020-02-09;7,00;0,50;16,00;1,00;0,50
2020-02-16;4,00;2,00;12,00;1,00;1,00
2020-02-23;6,00;0,50;13,00;1,00;3,00
2020-03-01;5,00;0,00;10,00;1,00;1,00
2020-03-08;4,00;1,00;15,00;0,50;4,00
2020-03-15;8,00;1,00;9,00;2,00;1,00
2020-03-22;6,00;0,50;18,00;2,00;1,00
2020-03-29;2,00;1,00;11,00;3,00;2,00
2020-04-05;6,00;1,00;14,00;1,00;1,00
2020-04-12;6,00;3,00;15,00;2,00;1,00
2020-04-19;6,00;1,00;14,00;2,00;1,00
2020-04-26;7,00;1,00;19,00;0,50;2,00
2020-05-03;6,00;2,00;12,00;0,50;1,00
2020-05-10;6,00;0,50;10,00;2,00;0,00
2020-05-17;6,00;1,00;13,00;2,00;1,00
2020-05-24;7,00;1,00;14,00;2,00;2,00
2020-05-31;7,00;1,00;13,00;0,50;1,00
2020-06-07;7,00;3,00;15,00;1,00;0,50
2020-06-14;8,00;0,00;13,00;1,00;0,50
2020-06-21;10,00;3,00;12,00;0,50;1,00
2020-06-28;5,00;4,00;20,00;2,00;1,00
2020-07-05;6,00;2,00;17,00;0,00;1,00
2020-07-12;12,00;1,00;11,00;1,00;0,00
2020-07-19;8,00;3,00;10,00;1,00;3,00
2020-07-26;6,00;2,00;12,00;1,00;2,00
2020-08-02;7,00;0,50;15,00;1,00;2,00
2020-08-09;5,00;3,00;13,00;0,00;1,00
2020-08-16;5,00;1,00;22,00;1,00;1,00
2020-08-23;4,00;1,00;17,00;2,00;0,50
2020-08-30;8,00;2,00;19,00;2,00;2,00
2020-09-06;4,00;2,00;12,00;2,00;0,50
2020-09-13;8,00;2,00;14,00;1,00;1,00
2020-09-20;6,00;1,00;10,00;0,50;1,00
2020-09-27;1,00;2,00;11,00;1,00;0,00
2020-10-04;6,00;5,00;15,00;0,50;0,50
2020-10-11;6,00;1,00;13,00;1,00;0,00
2020-10-18;2,00;1,00;10,00;2,00;0,00
2020-10-25;11,00;2,00;10,00;0,00;1,00
2020-11-01;4,00;1,00;11,00;1,00;0,50
2020-11-08;6,00;1,00;18,00;0,50;1,00
2020-11-15;4,00;1,00;20,00;2,00;1,00
2020-11-22;4,00;0,50;12,00;0,50;1,00
2020-11-29;5,00;1,00;15,00;0,00;0,50
2020-12-06;2,00;0,00;11,00;1,00;1,00
2020-12-13;4,00;1,00;17,00;1,00;1,00
2020-12-20;2,00;2,00;9,00;1,00;1,00
2020-12-27;3,00;1,00;12,00;0,00;2,00
2021-01-03;3,00;1,00;15,00;1,00;0,50
2021-01-10;6,00;1,00;9,00;0,50;1,00
2021-01-17;5,00;1,00;17,00;0,00;1,00
2021-01-24;6,00;0,50;9,00;0,00;0,50
2021-01-31;8,00;0,50;10,00;0,50;0,50
2021-02-07;5,00;0,50;12,00;1,00;0,50
2021-02-14;8,00;2,00;11,00;0,00;2,00
2021-02-21;6,00;2,00;10,00;0,50;1,00
2021-02-28;8,00;2,00;13,00;1,00;0,50
2021-03-07;6,00;1,00;15,00;1,00;0,00
2021-03-14;7,00;1,00;7,00;0,50;1,00
2021-03-21;1,00;2,00;13,00;1,00;1,00
2021-03-28;7,00;0,00;12,00;0,00;2,00
2021-04-04;9,00;0,00;11,00;2,00;1,00
2021-04-11;3,00;2,00;9,00;0,00;0,00
2021-04-18;3,00;1,00;6,00;0,00;1,00
2021-04-25;5,00;1,00;9,00;1,00;0,00
2021-05-02;3,00;2,00;9,00;0,00;1,00
2021-05-09;6,00;3,00;10,00;1,00;0,00
2021-05-16;4,00;1,00;9,00;1,00;1,00
2021-05-23;5,00;1,00;7,00;0,00;1,00
2021-05-30;6,00;0,00;5,00;0,00;1,00
2021-06-06;4,00;1,00;4,00;1,00;0,00
2021-06-13;5,00;1,00;8,00;0,00;1,00
2021-06-20;3,00;2,00;8,00;1,00;2,00
2021-06-27;4,00;1,00;8,00;0,00;0,00
2021-07-04;5,00;1,00;10,00;1,00;0,00
2021-07-11;5,00;0,00;15,00;1,00;1,00
2021-07-18;5,00;1,00;10,00;1,00;1,00
2021-07-25;7,00;1,00;30,00;1,00;0,00
2021-08-01;7,00;0,00;11,00;1,00;1,00
2021-08-08;10,00;1,00;7,00;1,00;1,00
2021-08-15;7,00;1,00;9,00;2,00;1,00
2021-08-22;6,00;2,00;11,00;0,00;0,00
2021-08-29;5,00;0,00;8,00;0,00;1,00
2021-09-05;3,00;1,00;9,00;1,00;2,00
2021-09-12;2,00;1,00;7,00;0,00;2,00
2021-09-19;4,00;1,00;6,00;1,00;1,00
2021-09-26;3,00;2,00;8,00;1,00;1,00
2021-10-03;2,00;1,00;11,00;1,00;2,00
2021-10-10;1,00;3,00;14,00;1,00;1,00
