Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2019-01-06;61,00;0,00;61,00;12,00;0,00
2019-01-13;37,00;25,00;62,00;12,00;12,00
2019-01-20;48,00;12,00;61,00;0,00;0,00
2019-01-27;24,00;12,00;36,00;0,00;0,00
2019-02-03;63,00;25,00;25,00;0,00;13,00
2019-02-10;25,00;13,00;25,00;13,00;25,00
2019-02-17;26,00;13,00;39,00;0,00;0,00
2019-02-24;25,00;0,00;51,00;13,00;0,00
2019-03-03;36,00;24,00;48,00;0,00;0,00
2019-03-10;62,00;12,00;50,00;0,00;12,00
2019-03-17;38,00;0,00;64,00;13,00;0,00
2019-03-24;13,00;0,00;38,00;0,00;13,00
2019-03-31;12,00;0,00;25,00;0,00;0,00
2019-04-07;0,00;0,00;12,00;12,00;12,00
2019-04-14;41,00;14,00;27,00;14,00;14,00
2019-04-21;28,00;14,00;14,00;0,00;0,00
2019-04-28;36,00;0,00;61,00;0,00;0,00
2019-05-05;24,00;12,00;48,00;0,00;0,00
2019-05-12;25,00;12,00;25,00;12,00;0,00
2019-05-19;24,00;0,00;25,00;0,00;12,00
2019-05-26;26,00;0,00;80,00;0,00;13,00
2019-06-02;25,00;0,00;0,00;0,00;0,00
2019-06-09;12,00;0,00;0,00;0,00;0,00
2019-06-16;38,00;25,00;51,00;0,00;0,00
2019-06-23;40,00;27,00;54,00;0,00;0,00
2019-06-30;13,00;0,00;26,00;0,00;13,00
2019-07-07;0,00;0,00;0,00;0,00;0,00
2019-07-14;28,00;0,00;14,00;0,00;0,00
2019-07-21;15,00;15,00;46,00;0,00;0,00
2019-07-28;31,00;15,00;31,00;0,00;0,00
2019-08-04;14,00;14,00;0,00;0,00;0,00
2019-08-11;78,00;13,00;13,00;13,00;0,00
2019-08-18;87,00;12,00;25,00;0,00;0,00
2019-08-25;12,00;0,00;38,00;0,00;0,00
2019-09-01;12,00;0,00;48,00;0,00;0,00
2019-09-08;87,00;0,00;37,00;0,00;12,00
2019-09-15;12,00;0,00;12,00;12,00;25,00
2019-09-22;12,00;12,00;61,00;0,00;0,00
2019-09-29;50,00;0,00;62,00;0,00;0,00
2019-10-06;37,00;0,00;12,00;0,00;0,00
2019-10-13;25,00;25,00;37,00;25,00;0,00
2019-10-20;36,00;0,00;71,00;24,00;0,00
2019-10-27;12,00;0,00;24,00;0,00;0,00
2019-11-03;12,00;0,00;12,00;0,00;0,00
2019-11-10;12,00;12,00;59,00;12,00;12,00
2019-11-17;23,00;0,00;35,00;0,00;0,00
2019-11-24;11,00;11,00;80,00;0,00;0,00
2019-12-01;0,00;12,00;24,00;12,00;0,00
2019-12-08;47,00;23,00;35,00;0,00;0,00
2019-12-15;48,00;24,00;36,00;0,00;12,00
2019-12-22;28,00;14,00;14,00;0,00;0,00
2019-12-29;27,00;0,00;28,00;0,00;0,00
2020-01-05;23,00;0,00;23,00;0,00;0,00
2020-01-12;11,00;0,00;44,00;0,00;11,00
2020-01-19;45,00;23,00;11,00;0,00;0,00
2020-01-26;11,00;0,00;22,00;0,00;22,00
2020-02-02;0,00;23,00;23,00;11,00;0,00
2020-02-09;56,00;11,00;45,00;11,00;0,00
2020-02-16;11,00;0,00;46,00;0,00;0,00
2020-02-23;22,00;0,00;44,00;0,00;0,00
2020-03-01;11,00;22,00;54,00;11,00;0,00
2020-03-08;0,00;10,00;21,00;0,00;0,00
