Semaine;Martinique (LC);Guadeloupe (GP);Saint Martin (ile d Amérique du nord) (MF);Republique Dominicaine (DO);Sainte Lucie (LC);Barbade (BB)
2019-01-06;4,00;16,00;5,00;100,00;48,00;224,00
2019-01-13;10,00;20,00;5,00;93,00;49,00;255,00
2019-01-20;6,00;13,00;2,00;63,00;52,00;348,00
2019-01-27;5,00;18,00;2,00;54,00;53,00;220,00
2019-02-03;7,00;4,00;4,00;74,00;47,00;287,00
2019-02-10;4,00;17,00;1,00;64,00;34,00;144,00
2019-02-17;2,00;17,00;1,00;54,00;35,00;148,00
2019-02-24;9,00;11,00;5,00;48,00;40,00;175,50
2019-03-03;4,00;13,00;4,00;40,00;37,00;156,00
2019-03-10;4,00;10,00;2,00;42,00;37,00;140,00
2019-03-17;10,00;7,00;2,00;54,00;35,00;200,00
2019-03-24;3,00;6,00;5,00;44,00;32,00;258,00
2019-03-31;1,00;7,00;2,00;57,00;17,00;60,00
2019-04-07;2,00;4,00;6,00;61,00;38,00;124,00
2019-04-14;0,00;5,00;1,00;55,00;25,00;27,00
2019-04-21;4,00;7,00;1,00;48,00;42,00;96,00
2019-04-28;5,00;12,00;2,00;44,00;34,00;115,00
2019-05-05;2,00;2,00;5,00;60,00;34,00;120,00
2019-05-12;1,00;2,00;0,00;72,00;24,00;50,00
2019-05-19;2,00;4,00;2,00;57,00;32,00;108,00
2019-05-26;7,00;11,00;1,00;52,00;31,00;196,00
2019-06-02;1,00;5,00;3,00;56,00;29,00;50,00
2019-06-09;4,00;8,00;4,00;70,00;27,00;104,00
2019-06-16;5,00;4,00;6,00;85,00;28,00;130,00
2019-06-23;5,00;7,00;0,00;70,00;20,00;160,00
2019-06-30;1,00;9,00;1,00;59,00;27,00;58,00
2019-07-07;4,00;4,00;2,00;55,00;32,00;104,00
2019-07-14;2,00;4,00;6,00;58,00;24,00;116,00
2019-07-21;0,00;6,00;0,00;71,00;32,00;30,00
2019-07-28;4,00;5,00;7,00;64,00;36,00;104,00
2019-08-04;2,00;2,00;6,00;64,00;31,00;124,00
2019-08-11;4,00;8,00;5,00;55,00;27,00;120,00
2019-08-18;2,00;7,00;5,00;68,00;36,00;124,00
2019-08-25;0,00;2,00;2,00;59,00;29,00;33,00
2019-09-01;5,00;11,00;1,00;79,00;31,00;160,00
2019-09-08;4,00;12,00;1,00;45,00;50,00;96,00
2019-09-15;5,00;9,00;4,00;54,00;18,00;125,00
2019-09-22;2,00;3,00;4,00;79,00;37,00;120,00
2019-09-29;3,00;6,00;5,00;41,00;42,00;90,00
2019-10-06;6,00;9,00;2,00;61,00;30,00;144,00
2019-10-13;5,00;12,00;2,00;57,00;18,00;140,00
2019-10-20;4,00;10,00;0,00;47,00;21,00;104,00
2019-10-27;0,00;5,00;2,00;59,00;27,00;33,00
2019-11-03;7,00;9,00;4,00;45,00;45,00;182,00
2019-11-10;8,00;10,00;4,00;32,00;35,00;208,00
2019-11-17;9,00;10,00;5,00;37,00;20,00;126,00
2019-11-24;3,00;7,00;6,00;43,00;23,00;75,00
2019-12-01;8,00;4,00;3,00;45,00;24,00;208,00
2019-12-08;8,00;9,00;4,00;36,00;28,00;176,00
2019-12-15;5,00;12,00;1,00;43,00;27,00;150,00
2019-12-22;6,00;15,00;4,00;58,00;44,00;240,00
2019-12-29;7,00;11,00;5,00;79,00;63,00;364,00
2020-01-05;6,00;15,00;4,00;84,00;63,00;330,00
2020-01-12;8,00;12,00;4,00;66,00;47,00;392,00
2020-01-19;6,00;9,00;4,00;78,00;48,00;246,00
2020-01-26;7,00;14,00;6,00;68,00;44,00;301,00
2020-02-02;4,00;23,00;9,00;61,00;35,00;136,00
2020-02-09;7,00;10,00;7,00;50,00;46,00;231,00
2020-02-16;6,00;14,00;9,00;56,00;31,00;228,00
2020-02-23;1,00;6,00;1,00;56,00;32,00;58,00
2020-03-01;11,00;14,00;6,00;44,00;31,00;154,00
2020-03-08;3,00;11,00;5,00;54,00;44,00;111,00
2020-03-15;3,00;4,00;5,00;70,00;34,00;96,00
2020-03-22;2,00;5,00;2,00;28,00;16,00;80,00
2020-03-29;3,00;8,00;0,00;23,00;17,00;45,00
2020-04-05;3,00;7,00;6,00;20,00;19,00;48,00
