Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2019-01-06;18,00;144,00;198,00;144,00;135,00;120,60;3,60;63,00;117,00;138,00;54,00;96,00;54,00;99,00;112,50;36,00;50,00;70,00;7,00;9,00;35,00;19,00;4,00;15,00;0,00;2,00;6,00;1,00;1,00;5,00;0,00;2,00
2019-01-13;21,00;141,00;195,00;150,00;165,00;103,25;0,88;61,25;89,25;147,00;48,00;117,00;71,40;96,60;96,60;37,80;49,00;92,00;11,00;10,00;33,00;20,00;7,00;7,00;2,00;5,00;2,00;2,00;3,00;2,00;1,00;1,00
2019-01-20;27,00;141,75;216,00;138,38;158,63;126,00;1,80;73,80;100,80;151,88;37,13;114,75;67,50;94,50;112,50;49,50;49,00;85,00;6,00;15,00;36,00;24,00;5,00;8,00;2,00;7,00;5,00;3,00;0,00;4,00;1,00;0,00
2019-01-27;24,00;138,00;174,00;156,00;135,00;72,00;1,71;65,14;99,43;178,29;61,71;144,00;67,20;120,00;105,60;57,60;45,00;58,00;8,00;10,00;21,00;21,00;3,00;5,00;0,00;6,00;2,00;2,00;0,00;4,00;1,00;0,00
2019-02-03;16,00;147,20;176,00;153,60;131,20;69,33;0,89;64,00;94,22;166,40;41,60;124,80;64,00;144,00;133,33;53,33;61,00;83,00;8,00;9,00;38,00;18,00;7,00;4,00;1,00;3,00;3,00;2,00;1,00;7,00;2,00;3,00
2019-02-10;24,00;129,00;183,00;141,00;132,00;75,43;1,71;90,86;106,29;168,00;58,29;130,29;62,40;129,60;120,00;57,60;45,00;80,00;6,00;11,00;30,00;20,00;3,00;17,00;1,00;9,00;3,00;5,00;1,00;9,00;0,00;2,00
2019-02-17;32,00;128,00;188,80;153,60;99,20;78,22;1,78;72,89;101,33;147,20;73,60;118,40;68,57;132,57;109,71;50,29;51,00;68,00;2,00;12,00;35,00;28,00;4,00;17,00;1,00;6,00;4,00;2,00;3,00;9,00;1,00;0,00
2019-02-24;23,00;157,71;216,86;167,57;121,57;88,46;1,77;76,08;122,08;167,57;69,00;134,71;69,00;124,20;119,60;59,80;48,00;85,00;8,00;6,00;29,00;17,00;6,00;12,00;0,00;3,00;6,00;2,00;1,00;9,00;1,00;1,00
2019-03-03;39,00;182,00;185,25;188,50;123,50;88,64;1,77;69,14;109,91;211,25;87,75;149,50;87,75;141,38;121,88;63,38;37,00;73,00;6,00;13,00;25,00;32,00;8,00;22,00;2,00;7,00;6,00;5,00;2,00;7,00;0,00;0,00
2019-03-10;28,00;161,78;174,22;168,00;115,11;98,00;1,75;82,25;120,75;177,33;77,78;130,67;60,67;121,33;116,67;56,00;58,00;71,00;7,00;10,00;37,00;24,00;5,00;9,00;2,00;3,00;2,00;1,00;2,00;8,00;1,00;1,00
2019-03-17;35,00;165,45;194,09;162,27;136,82;87,50;5,25;63,00;136,50;187,73;66,82;120,91;56,88;109,38;118,13;56,88;49,00;76,00;8,00;17,00;32,00;23,00;5,00;9,00;3,00;6,00;3,00;1,00;1,00;5,00;2,00;2,00
2019-03-24;29,00;151,44;183,67;196,56;138,56;71,65;3,41;66,53;131,35;186,89;54,78;116,00;101,50;140,17;130,50;72,50;39,00;72,00;7,00;12,00;30,00;23,00;6,00;12,00;0,00;3,00;3,00;2,00;2,00;9,00;1,00;1,00
2019-03-31;31,00;148,80;189,10;148,80;186,00;117,11;1,72;87,83;125,72;195,30;62,00;151,90;66,43;119,57;128,43;66,43;55,00;75,00;9,00;10,00;25,00;21,00;5,00;10,00;2,00;4,00;8,00;2,00;0,00;3,00;2,00;2,00
2019-04-07;28,00;186,67;168,00;164,89;189,78;124,25;0,88;71,75;162,75;208,44;87,11;174,22;79,33;130,67;140,00;70,00;49,00;62,00;12,00;12,00;26,00;26,00;13,00;12,00;2,00;5,00;2,00;2,00;5,00;9,00;3,00;1,00
2019-04-14;39,00;325,00;201,50;224,25;191,75;106,36;3,55;65,59;177,27;253,50;58,50;156,00;78,00;165,75;160,88;102,38;56,00;73,00;13,00;17,00;30,00;22,00;8,00;12,00;2,00;5,00;3,00;3,00;1,00;7,00;2,00;0,00
2019-04-21;31,00;173,60;173,60;170,50;176,70;115,39;1,72;65,44;103,33;217,00;58,56;161,89;93,00;119,57;124,00;66,43;52,00;54,00;5,00;16,00;29,00;24,00;10,00;15,00;0,00;3,00;1,00;3,00;1,00;7,00;0,00;1,00
2019-04-28;34,00;145,27;182,36;136,00;207,09;137,70;3,40;71,40;96,90;238,00;71,40;136,00;77,71;174,86;140,86;63,14;44,00;55,00;7,00;13,00;47,00;31,00;6,00;9,00;2,00;1,00;3,00;4,00;2,00;7,00;0,00;1,00
2019-05-05;30,00;159,00;159,00;135,00;180,00;97,06;1,76;93,53;95,29;210,00;56,67;146,67;68,57;128,57;107,14;42,86;53,00;67,00;8,00;24,00;39,00;29,00;4,00;8,00;1,00;8,00;2,00;3,00;2,00;8,00;1,00;1,00
2019-05-12;32,00;163,20;166,40;128,00;176,00;128,00;1,78;90,67;99,56;185,60;60,80;118,40;96,00;137,14;109,71;68,57;58,00;57,00;7,00;9,00;32,00;27,00;8,00;7,00;2,00;8,00;2,00;0,00;2,00;7,00;1,00;0,00
2019-05-19;46,00;177,87;141,07;141,07;156,40;130,92;0,88;56,62;102,62;193,86;72,29;115,00;87,40;147,20;105,80;59,80;48,00;64,00;13,00;15,00;37,00;25,00;5,00;12,00;1,00;7,00;3,00;3,00;2,00;7,00;3,00;3,00
2019-05-26;40,00;169,23;160,00;153,85;172,31;116,52;3,48;83,48;85,22;230,00;70,00;126,67;164,44;133,33;142,22;80,00;41,00;54,00;10,00;15,00;51,00;25,00;14,00;15,00;4,00;4,00;2,00;2,00;1,00;9,00;0,00;1,00
2019-06-02;42,00;174,46;184,15;151,85;161,54;120,75;0,88;85,75;108,50;226,15;45,23;126,00;98,00;294,00;135,33;74,67;53,00;66,00;15,00;11,00;42,00;28,00;8,00;7,00;5,00;3,00;3,00;1,00;3,00;4,00;2,00;1,00
2019-06-09;43,00;190,43;168,93;165,86;172,00;118,68;3,44;55,04;106,64;234,85;79,38;152,15;105,11;186,33;138,56;86,00;49,00;76,00;9,00;14,00;43,00;32,00;6,00;12,00;3,00;6,00;4,00;3,00;3,00;9,00;2,00;0,00
2019-06-16;46,00;184,00;159,47;156,40;153,33;102,22;1,70;44,30;95,41;180,71;55,86;151,14;78,20;138,00;124,20;82,80;52,00;59,00;7,00;6,00;35,00;27,00;8,00;9,00;2,00;3,00;3,00;4,00;4,00;12,00;0,00;0,00
2019-06-23;48,00;144,00;176,00;137,60;188,80;117,33;1,78;78,22;96,00;179,20;41,60;195,20;96,00;153,60;134,40;52,80;48,00;67,00;13,00;14,00;38,00;30,00;11,00;15,00;4,00;4,00;4,00;3,00;3,00;15,00;0,00;2,00
2019-06-30;33,00;155,10;184,80;184,80;168,30;112,89;1,74;48,63;93,79;165,00;56,10;138,60;66,00;132,00;108,43;56,57;47,00;68,00;11,00;17,00;45,00;31,00;17,00;16,00;3,00;7,00;5,00;5,00;0,00;5,00;1,00;2,00
2019-07-07;33,00;191,40;201,30;168,30;211,20;116,37;1,74;71,21;86,84;224,40;59,40;158,40;84,86;202,71;141,43;84,86;63,00;65,00;8,00;16,00;47,00;41,00;12,00;5,00;2,00;5,00;8,00;1,00;3,00;13,00;0,00;2,00
