Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-01-05;58,00;8,00;77,00;87,00;3,00;96,32;6,21;22,79;18,64
2020-01-12;49,00;17,00;78,00;77,00;1,00;89,83;4,08;22,46;19,40
2020-01-19;44,00;20,00;60,00;71,00;5,00;76,48;7,33;24,10;22,00
2020-01-26;51,00;16,00;76,00;74,00;6,00;91,59;1,04;30,18;29,14
2020-02-02;39,00;24,00;42,00;63,00;7,00;60,55;7,18;33,87;37,97
2020-02-09;40,00;21,00;35,00;59,00;6,00;77,95;5,13;30,77;36,92
2020-02-16;37,00;23,00;53,00;54,00;5,00;61,67;4,11;39,06;29,81
2020-02-23;34,00;27,00;29,00;44,00;4,00;55,64;3,09;40,18;30,91
2020-03-01;30,00;4,00;49,00;56,00;3,00;48,62;7,24;38,28;49,66
2020-03-08;41,00;8,00;40,00;100,00;6,00;24,18;11,56;41,00;69,38
2020-03-15;14,00;9,00;15,00;41,00;2,00;16,00;4,00;31,00;25,00
2020-03-22;16,00;4,00;21,00;24,00;1,00;21,33;3,20;18,13;25,60
2020-03-29;12,00;13,00;17,00;30,00;2,00;17,00;6,00;18,00;38,00
2020-04-05;13,00;8,00;19,00;30,00;1,00;15,00;3,00;15,00;14,00
2020-04-12;14,00;4,00;16,00;23,00;1,00;18,00;1,00;10,00;9,00
2020-04-19;18,00;5,00;13,00;21,00;2,00;23,29;2,12;10,59;9,53
2020-04-26;10,00;7,00;18,00;33,00;1,00;12,00;2,00;12,00;9,00
2020-05-03;9,00;2,00;19,00;30,00;1,00;15,75;0,00;13,50;10,13
2020-05-10;10,00;9,00;11,00;32,00;2,00;22,00;5,00;8,00;9,00
2020-05-17;11,00;4,00;14,00;33,00;0,50;19,00;4,00;15,00;8,00
2020-05-24;12,00;2,00;11,00;33,00;0,00;19,00;2,00;11,00;8,00
2020-05-31;19,00;9,00;18,00;36,00;1,00;21,00;2,00;12,00;7,00
2020-06-07;19,00;7,00;23,00;43,00;0,50;23,00;1,00;15,00;7,00
2020-06-14;45,00;7,00;22,00;34,00;1,00;24,55;4,09;18,41;9,20
2020-06-21;41,00;11,00;16,00;28,00;1,00;24,60;3,08;13,33;7,18
2020-06-28;20,00;4,00;32,00;39,00;0,50;39,00;1,00;15,00;6,00
2020-07-05;27,00;2,00;24,00;33,00;3,00;30,12;4,15;19,73;8,31
2020-07-12;35,00;10,00;24,00;32,00;4,00;29,85;7,21;13,38;6,18
2020-07-19;32,00;4,00;30,00;30,00;0,00;33,00;1,00;16,00;6,00
2020-07-26;32,00;14,00;35,00;31,00;1,00;36,13;4,13;14,45;8,26
2020-08-02;34,00;10,00;27,00;31,00;1,00;52,55;7,21;22,67;8,24
2020-08-09;31,00;6,00;42,00;28,00;1,00;51,67;2,07;15,50;8,27
2020-08-16;26,00;2,00;21,00;22,00;2,00;44,72;4,16;18,72;6,24
2020-08-23;27,00;21,00;18,00;24,00;1,00;37,38;6,23;12,46;6,23
2020-08-30;18,00;11,00;14,00;15,00;0,00;35,00;5,00;11,00;7,00
2020-09-06;17,00;10,00;14,00;15,00;1,00;32,94;4,25;9,56;7,44
2020-09-13;14,00;8,00;16,00;21,00;1,00;19,00;2,00;13,00;6,00
2020-09-20;12,00;10,00;15,00;18,00;1,00;21,82;0,00;13,09;7,64
2020-09-27;12,00;6,00;19,00;16,00;0,00;24,00;1,00;11,00;8,00
2020-10-04;13,00;4,00;24,00;15,00;1,00;23,83;3,25;11,92;7,58
2020-10-11;14,00;6,00;15,00;13,00;1,00;24,77;3,23;11,85;8,62
2020-10-18;13,00;2,00;10,00;15,00;2,00;16,25;3,25;11,92;8,67
2020-10-25;13,00;6,00;7,00;14,00;1,00;12,00;3,00;10,00;7,00
2020-11-01;8,00;5,00;4,00;17,00;1,00;21,00;2,00;10,00;5,00
2020-11-08;9,00;10,00;12,00;16,00;1,00;14,00;1,00;11,00;9,00
2020-11-15;9,00;8,00;9,00;16,00;2,00;18,00;2,25;9,00;9,00
2020-11-22;9,00;4,00;11,00;16,00;3,00;18,00;0,00;9,00;7,00
2020-11-29;9,00;8,00;9,00;14,00;3,00;16,00;2,00;6,00;5,00
2020-12-06;8,00;2,00;9,00;13,00;1,00;12,00;2,00;6,00;6,00
2020-12-13;9,00;2,00;7,00;14,00;1,00;15,00;0,00;9,00;7,00
2020-12-20;13,00;8,00;5,00;21,00;1,00;15,17;2,17;8,67;7,58
2020-12-27;8,00;2,00;16,00;29,00;1,00;24,00;3,00;12,00;8,00
2021-01-03;13,00;6,00;35,00;21,00;1,00;22,00;2,00;12,00;7,00
2021-01-10;10,00;8,00;14,00;14,00;1,00;27,00;1,00;16,00;7,00
2021-01-17;10,00;2,00;14,00;21,00;2,00;22,22;5,56;13,33;8,89
2021-01-24;11,00;8,00;14,00;20,00;0,50;24,00;0,00;10,00;8,00
2021-01-31;11,00;8,00;9,00;16,00;1,00;20,00;3,00;12,00;8,00
2021-02-07;9,00;2,00;11,00;15,00;1,00;22,00;3,00;11,00;9,00
2021-02-14;14,00;2,00;24,00;22,00;2,00;24,77;3,23;12,92;7,54
2021-02-21;18,00;6,00;14,00;20,00;2,00;26,47;3,18;10,59;7,41
2021-02-28;12,00;4,00;16,00;21,00;1,00;29,00;2,00;10,00;8,00
2021-03-07;14,00;8,00;14,00;19,00;1,00;28,00;2,15;12,92;8,62
2021-03-14;9,00;0,00;7,00;17,00;0,50;22,00;1,00;8,00;7,00
2021-03-21;10,00;8,00;30,00;19,00;1,00;28,00;2,00;11,00;8,00
2021-03-28;13,00;4,00;8,00;18,00;1,00;29,00;0,00;9,00;8,00
2021-04-04;16,00;8,00;20,00;20,00;2,00;35,00;2,00;9,00;10,00
2021-04-11;12,00;10,00;16,00;22,00;2,00;41,00;0,00;8,00;9,00
2021-04-18;16,00;10,00;10,00;21,00;0,00;44,80;0,00;7,47;8,53
2021-04-25;13,00;8,00;21,00;23,00;1,00;41,00;2,00;10,00;7,00
2021-05-02;16,00;4,00;9,00;28,00;1,00;40,00;2,00;9,00;9,00
2021-05-09;23,00;6,00;17,00;27,00;2,00;56,45;1,05;14,64;8,36
2021-05-16;20,00;10,00;14,00;34,00;1,00;53,00;1,00;15,00;10,00
2021-05-23;28,00;24,00;19,00;36,00;2,00;61,19;1,04;12,44;13,48
2021-05-30;18,00;4,00;24,00;31,00;1,00;74,12;2,12;12,71;11,65
2021-06-06;30,00;8,00;23,00;32,00;4,00;80,69;1,03;15,52;11,38
2021-06-13;23,00;10,00;26,00;29,00;2,00;75,27;3,14;14,64;12,55
2021-06-20;24,00;10,00;28,00;35,00;1,00;78,26;3,13;19,83;11,48
2021-06-27;38,00;10,00;21,00;34,00;3,00;73,95;4,11;17,46;13,35
2021-07-04;28,00;4,00;34,00;36,00;2,00;103,70;4,15;17,63;11,41
2021-07-11;28,00;11,00;43,00;38,00;1,00;82,00;3,00;17,00;10,00
2021-07-18;41,00;7,00;47,00;34,00;2,00;69,38;2,10;16,82;11,56
2021-07-25;32,00;22,00;27,00;51,00;3,00;68,13;3,10;23,74;10,32
2021-08-01;42,00;9,00;24,00;42,00;1,00;67,61;4,10;26,63;11,27
2021-08-08;39,00;7,00;27,00;46,00;2,00;92,37;0,00;26,68;10,26
2021-08-15;34,00;13,00;36,00;40,00;2,00;86,55;11,33;22,67;10,30
2021-08-22;37,00;14,00;45,00;37,00;3,00;85,63;3,17;20,09;9,51
2021-08-29;26,00;7,00;23,00;42,00;2,00;70,72;2,08;18,72;9,36
2021-09-05;27,00;24,00;13,00;48,00;3,00;48,81;5,19;21,81;10,38
2021-09-12;27,00;16,00;21,00;45,00;4,00;49,85;1,04;18,69;10,38
2021-09-19;29,00;9,00;46,00;39,00;3,00;49,71;2,07;22,79;10,36
2021-09-26;34,00;14,00;28,00;33,00;2,00;40,18;1,03;17,52;9,27
2021-10-03;21,00;10,00;22,00;36,00;4,00;34,65;2,10;13,65;8,40
2021-10-10;28,00;6,00;25,00;41,00;3,00;38,37;4,15;10,37;8,30
2021-10-17;22,00;6,00;23,00;43,00;2,00;32,00;5,00;11,00;8,00
2021-10-24;23,00;7,00;23,00;32,00;3,00;29,27;2,09;12,55;8,36
2021-10-31;25,00;16,00;18,00;32,00;4,00;39,58;1,04;9,38;8,33
