Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-11-07;26,00;6,00;23,00;27,00;3,00;28,08;1,04;10,40;8,32
2021-11-14;21,00;13,00;12,00;28,00;2,00;28,00;1,00;7,00;8,00
2021-11-21;17,00;7,00;10,00;28,00;0,50;28,69;3,19;7,44;8,50
2021-11-28;11,00;8,00;11,00;20,00;0,00;16,00;1,00;7,00;7,00
2021-12-05;12,00;9,00;3,00;23,00;2,00;19,00;2,00;7,00;9,00
2021-12-12;9,00;7,00;12,00;25,00;2,00;17,00;2,00;6,00;9,00
2021-12-19;13,00;5,00;10,00;27,00;1,00;19,00;1,00;11,00;13,00
2021-12-26;21,00;9,00;25,00;49,00;1,00;25,20;1,05;13,65;16,80
2022-01-02;16,00;5,00;30,00;47,00;2,00;35,20;5,33;13,87;11,73
2022-01-09;21,00;2,00;18,00;33,00;3,00;22,05;3,15;15,75;10,50
