Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-01-05;23,00;48,00;21,00;10,00;6,00;95,83;34,50;53,67;15,33
2020-01-12;28,00;47,00;31,00;10,00;4,00;108,00;48,00;48,00;16,00
2020-01-19;23,00;39,00;21,00;13,00;8,00;103,50;38,33;53,67;15,33
2020-01-26;30,00;43,00;19,00;14,00;9,00;86,25;33,75;45,00;15,00
2020-02-02;37,00;41,00;28,00;13,00;6,00;96,20;29,60;55,50;14,80
2020-02-09;31,00;49,00;26,00;12,00;5,00;100,75;31,00;54,25;15,50
2020-02-16;31,00;36,00;29,00;10,00;11,00;100,75;38,75;54,25;15,50
2020-02-23;24,00;47,00;22,00;8,00;7,00;60,00;36,00;56,00;16,00
2020-03-01;22,00;38,00;11,00;8,00;7,00;55,00;22,00;40,33;11,00
2020-03-08;20,00;29,00;9,00;6,00;4,00;24,00;16,00;44,00;12,00
2020-03-15;9,00;13,00;5,00;2,00;2,00;18,00;13,50;27,00;9,00
2020-03-22;8,00;9,00;1,00;2,00;2,00;16,00;4,00;24,00;8,00
2020-03-29;10,00;16,00;4,00;2,00;1,00;13,33;10,00;13,33;6,67
2020-04-05;9,00;11,00;3,00;3,00;1,00;18,00;9,00;18,00;9,00
2020-04-12;9,00;13,00;11,00;2,00;2,00;18,00;18,00;18,00;9,00
2020-04-19;10,00;7,00;11,00;2,00;1,00;16,67;16,67;13,33;6,67
2020-04-26;10,00;12,00;16,00;2,00;3,00;20,00;20,00;13,33;6,67
2020-05-03;13,00;14,00;12,00;4,00;1,00;19,50;22,75;22,75;6,50
2020-05-10;20,00;11,00;6,00;5,00;1,00;32,00;40,00;20,00;8,00
2020-05-17;25,00;28,00;18,00;4,00;3,00;50,00;50,00;20,83;12,50
2020-05-24;33,00;19,00;22,00;4,00;2,00;58,67;36,67;22,00;11,00
2020-05-31;37,00;51,00;31,00;7,00;3,00;85,10;48,10;22,20;11,10
2020-06-07;37,00;66,00;24,00;9,00;4,00;107,30;55,50;25,90;14,80
2020-06-14;51,00;84,00;39,00;9,00;5,00;149,08;62,77;31,38;15,69
2020-06-21;52,00;92,00;31,00;8,00;4,00;185,71;59,43;44,57;18,57
2020-06-28;54,00;100,00;30,00;9,00;4,00;212,14;65,57;42,43;15,43
2020-07-05;63,00;82,00;37,00;10,00;3,00;244,59;74,12;48,18;14,82
2020-07-12;63,00;92,00;69,00;12,00;4,00;244,59;77,82;59,29;14,82
2020-07-19;56,00;83,00;52,00;10,00;4,00;283,73;78,40;63,47;14,93
2020-07-26;63,00;94,00;46,00;13,00;5,00;289,06;77,82;74,12;14,82
2020-08-02;71,00;80,00;42,00;9,00;3,00;336,32;82,21;82,21;14,95
2020-08-09;61,00;79,00;31,00;10,00;4,00;373,63;45,75;72,44;15,25
2020-08-16;48,00;61,00;23,00;9,00;3,00;299,08;55,38;66,46;14,77
2020-08-23;44,00;60,00;30,00;7,00;4,00;200,00;56,00;76,00;16,00
2020-08-30;34,00;57,00;21,00;10,00;3,00;151,11;71,78;64,22;15,11
