Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-09-06;38,00;68,00;27,00;9,00;4,00;117,80;83,60;64,60;15,20
2020-09-13;29,00;40,00;24,00;8,00;5,00;108,75;47,13;58,00;14,50
2020-09-20;21,00;40,00;36,00;6,00;3,00;91,00;35,00;38,50;14,00
2020-09-27;25,00;33,00;34,00;7,00;2,00;71,43;25,00;35,71;14,29
2020-10-04;22,00;21,00;23,00;7,00;2,00;80,67;40,33;36,67;14,67
2020-10-11;23,00;24,00;24,00;6,00;3,00;61,33;23,00;42,17;15,33
2020-10-18;21,00;16,00;5,00;5,00;3,00;42,00;17,50;31,50;14,00
2020-10-25;11,00;24,00;15,00;3,00;1,00;33,00;22,00;22,00;11,00
2020-11-01;9,00;14,00;1,00;2,00;2,00;31,50;13,50;27,00;13,50
2020-11-08;10,00;27,00;7,00;2,00;2,00;20,00;13,33;23,33;13,33
2020-11-15;7,00;17,00;3,00;2,00;2,00;28,00;14,00;21,00;10,50
2020-11-22;10,00;19,00;8,00;2,00;1,00;23,33;16,67;13,33;10,00
2020-11-29;12,00;22,00;11,00;2,00;2,00;32,00;12,00;20,00;16,00
2020-12-06;12,00;23,00;16,00;2,00;3,00;36,00;20,00;28,00;16,00
2020-12-13;12,00;23,00;11,00;2,00;3,00;28,00;20,00;20,00;12,00
2020-12-20;12,00;26,00;11,00;3,00;1,00;20,00;8,00;20,00;16,00
2020-12-27;16,00;27,00;9,00;4,00;3,00;44,00;16,00;20,00;16,00
2021-01-03;16,00;17,00;10,00;2,00;1,00;32,00;16,00;20,00;16,00
2021-01-10;15,00;23,00;10,00;3,00;4,00;18,75;18,75;18,75;15,00
2021-01-17;15,00;24,00;8,00;1,00;1,00;26,25;15,00;18,75;15,00
2021-01-24;14,00;28,00;11,00;1,00;1,00;35,00;17,50;21,00;14,00
2021-01-31;16,00;27,00;17,00;2,00;4,00;48,00;20,00;20,00;16,00
2021-02-07;21,00;28,00;10,00;3,00;2,00;45,50;24,50;17,50;14,00
2021-02-14;27,00;27,00;10,00;2,00;2,00;42,43;42,43;23,14;15,43
2021-02-21;25,00;22,00;13,00;2,00;3,00;42,86;32,14;25,00;14,29
2021-02-28;26,00;26,00;16,00;2,00;5,00;29,71;33,43;26,00;14,86
2021-03-07;23,00;35,00;13,00;4,00;3,00;34,50;30,67;26,83;15,33
2021-03-14;24,00;33,00;15,00;3,00;2,00;40,00;28,00;32,00;16,00
2021-03-21;20,00;26,00;20,00;2,00;3,00;36,00;52,00;32,00;20,00
2021-03-28;19,00;26,00;19,00;2,00;4,00;41,80;41,80;30,40;19,00
2021-04-04;14,00;45,00;19,00;2,00;0,50;42,00;49,00;28,00;17,50
2021-04-11;19,00;44,00;16,00;4,00;4,00;53,20;60,80;34,20;19,00
2021-04-18;22,00;41,00;27,00;2,00;3,00;58,67;58,67;33,00;25,67
2021-04-25;34,00;32,00;19,00;2,00;2,00;83,11;49,11;37,78;22,67
2021-05-02;37,00;30,00;19,00;4,00;2,00;103,60;55,50;37,00;22,20
2021-05-09;44,00;45,00;32,00;6,00;4,00;99,00;55,00;47,67;25,67
2021-05-16;43,00;50,00;27,00;5,00;4,00;129,00;50,82;50,82;23,45
2021-05-23;40,00;52,00;19,00;8,00;5,00;127,27;54,55;58,18;21,82
2021-05-30;33,00;48,00;30,00;8,00;6,00;168,67;58,67;58,67;22,00
2021-06-06;45,00;62,00;36,00;7,00;4,00;176,25;52,50;63,75;22,50
2021-06-13;38,00;70,00;35,00;10,00;7,00;197,60;45,60;53,20;22,80
2021-06-20;35,00;66,00;23,00;9,00;8,00;229,44;58,33;54,44;19,44
2021-06-27;38,00;62,00;30,00;7,00;6,00;205,20;41,80;60,80;22,80
2021-07-04;45,00;74,00;38,00;12,00;4,00;255,00;71,25;52,50;22,50
2021-07-11;47,00;68,00;41,00;9,00;4,00;224,15;75,92;72,31;21,69
2021-07-18;47,00;78,00;33,00;8,00;9,00;270,25;78,33;74,42;23,50
2021-07-25;54,00;77,00;38,00;12,00;8,00;262,29;81,00;81,00;19,29
2021-08-01;54,00;68,00;39,00;11,00;7,00;308,57;77,14;81,00;19,29
2021-08-08;59,00;64,00;27,00;10,00;7,00;368,75;92,19;81,13;18,44
2021-08-15;54,00;78,00;57,00;13,00;7,00;304,71;84,86;81,00;19,29
2021-08-22;49,00;43,00;28,00;10,00;6,00;237,46;79,15;75,38;18,85
2021-08-29;35,00;77,00;38,00;9,00;3,00;198,33;77,78;62,22;19,44
2021-09-05;33,00;43,00;31,00;9,00;6,00;146,67;47,67;55,00;18,33
2021-09-12;32,00;36,00;25,00;8,00;3,00;144,00;60,00;56,00;20,00
2021-09-19;29,00;45,00;14,00;9,00;7,00;119,63;47,13;47,13;18,13
2021-09-26;25,00;29,00;34,00;10,00;5,00;121,43;25,00;42,86;17,86
2021-10-03;20,00;28,00;10,00;9,00;7,00;100,00;40,00;36,00;16,00
2021-10-10;18,00;28,00;19,00;6,00;4,00;86,40;25,20;32,40;14,40
2021-10-17;22,00;24,00;13,00;5,00;4,00;80,67;29,33;29,33;14,67
2021-10-24;19,00;32,00;16,00;5,00;5,00;95,00;22,80;26,60;15,20
2021-10-31;17,00;16,00;15,00;5,00;6,00;80,75;25,50;25,50;12,75
2021-11-07;17,00;31,00;8,00;4,00;3,00;68,00;27,20;20,40;10,20
2021-11-14;13,00;17,00;8,00;3,00;2,00;69,33;21,67;26,00;13,00
2021-11-21;14,00;16,00;9,00;4,00;3,00;52,50;14,00;17,50;10,50
2021-11-28;13,00;11,00;6,00;2,00;6,00;65,00;21,67;17,33;13,00
2021-12-05;10,00;15,00;13,00;3,00;3,00;50,00;16,67;13,33;10,00
2021-12-12;11,00;15,00;11,00;2,00;2,00;55,00;11,00;11,00;11,00
2021-12-19;11,00;14,00;7,00;3,00;1,00;44,00;14,67;11,00;7,33
2021-12-26;16,00;23,00;13,00;5,00;3,00;76,00;24,00;20,00;12,00
2022-01-02;14,00;26,00;7,00;6,00;3,00;52,50;24,50;24,50;10,50
2022-01-09;16,00;23,00;8,00;7,00;2,00;44,00;24,00;32,00;12,00
