Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2019-07-07;68,00;22,00;17,00;31,00;42,00;10,00;41,00;30,00;1,00
2019-07-14;78,00;18,00;18,00;33,00;69,00;13,00;43,00;30,00;1,00
2019-07-21;49,00;14,00;15,00;33,00;54,00;13,00;24,00;36,00;2,00
2019-07-28;63,00;17,00;19,00;34,00;62,00;17,00;39,00;31,00;1,00
2019-08-04;65,00;14,00;18,00;38,00;68,00;13,00;35,00;31,00;1,00
2019-08-11;61,00;6,00;13,00;39,00;63,00;16,00;34,00;34,00;1,00
2019-08-18;51,00;12,00;13,00;35,00;61,00;16,00;27,00;31,00;1,00
2019-08-25;65,00;20,00;15,00;31,00;53,00;17,00;25,00;31,00;1,00
2019-09-01;59,00;13,00;17,00;31,00;48,00;17,00;38,00;30,00;1,00
2019-09-08;76,00;12,00;16,00;26,00;49,00;16,00;43,00;31,00;1,00
2019-09-15;51,00;12,00;15,00;26,00;55,00;12,00;48,00;40,00;1,00
2019-09-22;97,00;22,00;18,00;32,00;54,00;13,00;36,00;35,00;1,00
2019-09-29;67,00;26,00;20,00;29,00;59,00;13,00;39,00;33,00;1,00
2019-10-06;70,00;14,00;17,00;23,00;62,00;13,00;51,00;32,00;1,00
2019-10-13;62,00;25,00;14,00;22,00;65,00;19,00;37,00;31,00;1,00
2019-10-20;49,00;14,00;12,00;21,00;68,00;17,00;40,00;31,00;1,00
2019-10-27;61,00;16,00;13,00;18,00;61,00;19,00;28,00;28,00;1,00
2019-11-03;56,00;13,00;12,00;28,00;54,00;14,00;33,00;29,00;1,00
2019-11-10;59,00;9,00;14,00;27,00;55,00;18,00;27,00;26,00;2,00
2019-11-17;53,00;13,00;13,00;36,00;57,00;20,00;27,00;22,00;1,00
2019-11-24;60,00;7,00;10,00;28,00;58,00;15,00;30,00;22,00;1,00
2019-12-01;39,00;6,00;12,00;23,00;52,00;14,00;28,00;20,00;1,00
2019-12-08;60,00;15,00;12,00;20,00;54,00;10,00;23,00;17,00;1,00
2019-12-15;55,00;15,00;15,00;18,00;53,00;11,00;31,00;21,00;2,00
2019-12-22;77,00;24,00;18,00;25,00;87,00;15,00;36,00;34,00;2,00
2019-12-29;74,00;12,00;19,00;22,00;69,00;17,00;33,00;50,00;2,00
2020-01-05;58,00;16,00;17,00;26,00;54,00;16,00;45,00;43,00;2,00
2020-01-12;66,00;18,00;23,00;31,00;55,00;22,00;39,00;44,00;2,00
2020-01-19;75,00;20,00;17,00;24,00;48,00;23,00;34,00;38,00;2,00
2020-01-26;45,00;17,00;17,00;23,00;45,00;22,00;28,00;35,00;1,00
2020-02-02;55,00;17,00;12,00;33,00;45,00;13,00;27,00;37,00;2,00
2020-02-09;42,00;17,00;13,00;29,00;49,00;12,00;20,00;35,00;2,00
2020-02-16;56,00;24,00;13,00;33,00;58,00;13,00;34,00;39,00;2,00
2020-02-23;67,00;14,00;13,00;31,00;70,00;6,00;33,00;30,00;2,00
2020-03-01;60,00;21,00;15,00;31,00;62,00;9,00;32,00;31,00;1,00
2020-03-08;97,00;13,00;22,00;40,00;100,00;8,00;49,00;48,00;2,00
2020-03-15;14,00;5,00;6,00;7,00;10,00;3,00;9,00;10,00;1,00
2020-03-22;14,00;2,00;6,00;10,00;11,00;4,00;7,00;7,00;1,00
2020-03-29;12,00;4,00;5,00;12,00;13,00;6,00;11,00;11,00;1,00
2020-04-05;15,00;3,00;6,00;10,00;13,00;5,00;11,00;13,00;1,00
2020-04-12;18,00;8,00;7,00;9,00;18,00;4,00;7,00;12,00;1,00
2020-04-19;14,00;5,00;5,00;7,00;16,00;5,00;11,00;11,00;1,00
2020-04-26;8,00;2,00;6,00;9,00;15,00;3,00;7,00;12,00;1,00
2020-05-03;14,00;5,00;7,00;6,00;16,00;3,00;13,00;9,00;1,00
2020-05-10;15,00;7,00;7,00;6,00;16,00;4,00;13,00;10,00;1,00
2020-05-17;13,00;5,00;5,00;7,00;19,00;3,00;13,00;11,00;1,00
2020-05-24;17,00;3,00;6,00;9,00;16,00;4,00;11,00;11,00;1,00
2020-05-31;15,00;3,00;7,00;9,00;20,00;4,00;16,00;11,00;1,00
2020-06-07;16,00;6,00;7,00;7,00;22,00;3,00;16,00;11,00;1,00
2020-06-14;19,00;8,00;9,00;7,00;24,00;3,00;13,00;11,00;2,00
2020-06-21;29,00;9,00;8,00;9,00;31,00;6,00;16,00;16,00;1,00
2020-06-28;36,00;7,00;9,00;11,00;27,00;6,00;20,00;17,00;1,00
2020-07-05;21,00;8,00;13,00;6,00;30,00;3,00;21,00;15,00;1,00
2020-07-12;45,00;6,00;10,00;13,00;45,00;8,00;27,00;15,00;1,00
2020-07-19;42,00;7,00;13,00;6,00;34,00;5,00;25,00;20,00;1,00
2020-07-26;27,00;10,00;11,00;9,00;35,00;5,00;17,00;14,00;1,00
2020-08-02;23,00;6,00;8,00;10,00;39,00;5,00;17,00;13,00;1,00
2020-08-09;42,00;10,00;8,00;10,00;39,00;5,00;14,00;14,00;1,00
2020-08-16;38,00;7,00;8,00;12,00;34,00;3,00;13,00;11,00;1,00
2020-08-23;37,00;15,00;7,00;10,00;35,00;5,00;19,00;10,00;1,00
2020-08-30;36,00;2,00;5,00;9,00;32,00;3,00;15,00;10,00;1,00
2020-09-06;42,00;7,00;6,00;11,00;33,00;5,00;20,00;9,00;1,00
2020-09-13;19,00;1,00;6,00;6,00;36,00;3,00;10,00;9,00;1,00
2020-09-20;27,00;3,00;4,00;8,00;37,00;2,00;10,00;9,00;1,00
2020-09-27;18,00;7,00;4,00;7,00;40,00;3,00;7,00;8,00;1,00
2020-10-04;25,00;7,00;5,00;10,00;48,00;4,00;10,00;8,00;1,00
2020-10-11;19,00;6,00;4,00;8,00;43,00;2,00;9,00;6,00;1,00
2020-10-18;19,00;1,00;4,00;6,00;48,00;2,00;7,00;5,00;1,00
2020-10-25;8,00;3,00;3,00;6,00;37,00;3,00;8,00;6,00;1,00
2020-11-01;12,00;5,00;2,00;3,00;33,00;2,00;6,00;5,00;1,00
2020-11-08;4,00;3,00;3,00;8,00;13,00;2,00;7,00;5,00;1,00
2020-11-15;12,00;5,00;2,00;4,00;15,00;2,00;10,00;8,00;1,00
2020-11-22;11,00;6,00;4,00;5,00;16,00;4,00;5,00;7,00;1,00
2020-11-29;11,00;2,00;3,00;9,00;13,00;4,00;9,00;6,00;1,00
2020-12-06;9,00;4,00;1,00;7,00;14,00;3,00;7,00;7,00;1,00
2020-12-13;12,00;7,00;2,00;4,00;13,00;3,00;7,00;7,00;1,00
2020-12-20;18,00;1,00;4,00;7,00;16,00;4,00;5,00;7,00;1,00
2020-12-27;11,00;0,00;5,00;10,00;18,00;5,00;8,00;10,00;1,00
2021-01-03;10,00;2,00;3,00;5,00;16,00;5,00;10,00;8,00;1,00
2021-01-10;13,00;5,00;3,00;5,00;11,00;4,00;11,00;8,00;1,00
2021-01-17;10,00;2,00;4,00;7,00;15,00;3,00;5,00;8,00;1,00
2021-01-24;11,00;0,00;3,00;7,00;9,00;3,00;12,00;9,00;1,00
2021-01-31;10,00;4,00;3,00;5,00;8,00;4,00;5,00;8,00;1,00
2021-02-07;14,00;4,00;4,00;5,00;8,00;4,00;5,00;8,00;1,00
2021-02-14;13,00;3,00;2,00;7,00;11,00;3,00;6,00;7,00;1,00
2021-02-21;14,00;2,00;3,00;7,00;14,00;3,00;9,00;10,00;1,00
2021-02-28;11,00;3,00;4,00;7,00;12,00;2,00;5,00;8,00;1,00
2021-03-07;13,00;3,00;3,00;6,00;14,00;3,00;9,00;8,00;1,00
2021-03-14;17,00;3,00;4,00;5,00;13,00;2,00;7,00;9,00;1,00
2021-03-21;10,00;6,00;2,00;3,00;8,00;2,00;6,00;7,00;1,00
2021-03-28;8,00;1,00;2,00;6,00;9,00;2,00;6,00;5,00;1,00
2021-04-04;11,00;0,00;3,00;6,00;12,00;2,00;8,00;6,00;1,00
2021-04-11;14,00;1,00;3,00;6,00;14,00;4,00;8,00;6,00;1,00
2021-04-18;12,00;3,00;2,00;5,00;15,00;3,00;6,00;7,00;1,00
2021-04-25;16,00;10,00;4,00;10,00;19,00;5,00;10,00;7,00;1,00
2021-05-02;17,00;6,00;7,00;9,00;26,00;4,00;10,00;7,00;1,00
2021-05-09;22,00;8,00;8,00;9,00;24,00;4,00;11,00;9,00;1,00
2021-05-16;51,00;9,00;11,00;15,00;40,00;7,00;24,00;10,00;1,00
2021-05-23;36,00;7,00;10,00;17,00;31,00;5,00;15,00;10,00;1,00
2021-05-30;22,00;5,00;8,00;14,00;35,00;6,00;18,00;9,00;1,00
2021-06-06;30,00;7,00;9,00;16,00;34,00;6,00;12,00;9,00;1,00
2021-06-13;29,00;9,00;10,00;17,00;50,00;6,00;26,00;11,00;1,00
2021-06-20;44,00;7,00;11,00;22,00;59,00;7,00;20,00;11,00;1,00
2021-06-27;42,00;12,00;11,00;13,00;55,00;8,00;21,00;13,00;1,00
2021-07-04;47,00;12,00;13,00;16,00;60,00;6,00;26,00;10,00;1,00
2021-07-11;48,00;12,00;11,00;21,00;61,00;4,00;17,00;9,00;2,00
2021-07-18;37,00;19,00;11,00;18,00;56,00;6,00;24,00;9,00;1,00
2021-07-25;53,00;8,00;12,00;18,00;53,00;8,00;31,00;12,00;1,00
2021-08-01;50,00;17,00;11,00;16,00;56,00;6,00;23,00;13,00;1,00
2021-08-08;40,00;13,00;12,00;18,00;60,00;7,00;27,00;14,00;1,00
2021-08-15;47,00;14,00;8,00;23,00;61,00;7,00;24,00;17,00;1,00
2021-08-22;54,00;12,00;9,00;14,00;58,00;9,00;22,00;12,00;1,00
2021-08-29;45,00;14,00;11,00;25,00;45,00;11,00;28,00;15,00;1,00
2021-09-05;46,00;16,00;11,00;20,00;50,00;12,00;29,00;17,00;1,00
2021-09-12;62,00;10,00;10,00;24,00;52,00;11,00;33,00;15,00;1,00
2021-09-19;54,00;17,00;12,00;19,00;56,00;10,00;26,00;17,00;1,00
2021-09-26;53,00;10,00;12,00;24,00;60,00;11,00;32,00;19,00;1,00
2021-10-03;55,00;14,00;12,00;19,00;61,00;13,00;30,00;19,00;1,00
2021-10-10;55,00;28,00;13,00;28,00;68,00;12,00;36,00;17,00;1,00
2021-10-17;62,00;18,00;13,00;26,00;77,00;11,00;41,00;16,00;1,00
2021-10-24;46,00;13,00;11,00;21,00;82,00;18,00;24,00;18,00;1,00
2021-10-31;78,00;14,00;11,00;20,00;74,00;23,00;27,00;19,00;1,00
2021-11-07;59,00;10,00;10,00;25,00;68,00;18,00;24,00;21,00;1,00
2021-11-14;53,00;11,00;10,00;21,00;65,00;11,00;28,00;16,00;1,00
2021-11-21;50,00;9,00;6,00;22,00;65,00;12,00;17,00;13,00;1,00
2021-11-28;40,00;7,00;7,00;21,00;56,00;9,00;17,00;11,00;1,00
2021-12-05;41,00;5,00;7,00;16,00;56,00;10,00;20,00;9,00;1,00
2021-12-12;46,00;12,00;8,00;12,00;60,00;10,00;20,00;8,00;1,00
2021-12-19;54,00;8,00;10,00;11,00;69,00;9,00;26,00;6,00;1,00
2021-12-26;86,00;15,00;12,00;17,00;77,00;11,00;41,00;16,00;1,00
2022-01-02;55,00;13,00;11,00;21,00;47,00;10,00;42,00;18,00;1,00
2022-01-09;47,00;6,00;9,00;24,00;45,00;6,00;34,00;19,00;1,00
