Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-01-05;100,00;62,00;61,00;43,00;13,00;40,54;100,00;270,27;121,62
2020-01-12;99,00;40,00;64,00;49,00;15,00;45,49;107,03;254,19;120,41
2020-01-19;89,00;60,00;64,00;51,00;14,00;43,15;97,09;242,73;124,06
2020-01-26;80,00;59,00;60,00;43,00;18,00;42,67;93,33;208,00;98,67
2020-02-02;87,00;52,00;61,00;34,00;13,00;26,36;76,45;200,36;100,18
2020-02-09;83,00;44,00;35,00;30,00;14,00;37,48;66,94;171,35;99,06
2020-02-16;93,00;40,00;83,00;40,00;9,00;26,57;61,11;178,03;111,60
2020-02-23;66,00;57,00;42,00;34,00;17,00;21,12;42,24;137,28;92,40
2020-03-01;46,00;47,00;25,00;25,00;14,00;21,65;59,53;121,76;83,88
2020-03-08;40,00;14,00;32,00;22,00;10,00;2,67;29,33;93,33;82,67
2020-03-15;10,00;18,00;8,00;9,00;3,00;10,00;7,50;45,00;37,50
2020-03-22;14,00;11,00;16,00;10,00;3,00;5,60;14,00;44,80;36,40
2020-03-29;17,00;0,00;8,00;8,00;6,00;7,29;12,14;36,43;29,14
2020-04-05;15,00;11,00;4,00;8,00;3,00;7,50;12,50;65,00;35,00
2020-04-12;12,00;3,00;9,00;11,00;4,00;4,80;9,60;52,80;33,60
2020-04-19;11,00;20,00;12,00;10,00;4,00;5,50;8,25;60,50;33,00
2020-04-26;11,00;19,00;4,00;11,00;3,00;5,50;13,75;46,75;35,75
2020-05-03;12,00;17,00;4,00;8,00;2,00;6,00;6,00;69,00;45,00
2020-05-10;11,00;17,00;8,00;17,00;4,00;2,75;16,50;55,00;46,75
2020-05-17;12,00;17,00;9,00;12,00;6,00;9,00;30,00;72,00;45,00
2020-05-24;22,00;7,00;17,00;18,00;7,00;13,75;30,25;74,25;41,25
2020-05-31;37,00;29,00;20,00;19,00;9,00;18,50;37,00;63,43;47,57
2020-06-07;38,00;19,00;12,00;23,00;6,00;21,71;27,14;65,14;54,29
2020-06-14;38,00;23,00;32,00;27,00;4,00;32,57;29,86;73,29;54,29
2020-06-21;45,00;31,00;31,00;19,00;8,00;42,35;23,82;105,88;58,24
2020-06-28;49,00;24,00;34,00;24,00;7,00;49,00;40,83;106,17;49,00
2020-07-05;49,00;39,00;13,00;33,00;17,00;51,72;57,17;81,67;54,44
2020-07-12;50,00;23,00;55,00;27,00;14,00;55,26;65,79;94,74;50,00
2020-07-19;37,00;28,00;41,00;28,00;9,00;42,29;47,57;111,00;50,21
2020-07-26;49,00;19,00;38,00;31,00;18,00;49,00;51,72;100,72;49,00
2020-08-02;50,00;26,00;27,00;22,00;15,00;39,47;50,00;92,11;55,26
2020-08-09;38,00;45,00;22,00;24,00;18,00;48,86;38,00;105,86;54,29
2020-08-16;38,00;21,00;17,00;18,00;15,00;38,00;32,57;95,00;54,29
2020-08-23;40,00;14,00;9,00;20,00;11,00;24,00;61,33;101,33;50,67
2020-08-30;44,00;18,00;13,00;17,00;12,00;13,75;35,75;93,50;52,25
2020-09-06;29,00;7,00;30,00;21,00;10,00;13,18;36,91;76,45;55,36
2020-09-13;32,00;11,00;21,00;18,00;9,00;8,00;32,00;69,33;53,33
2020-09-20;28,00;11,00;29,00;15,00;5,00;2,80;30,80;75,60;53,20
2020-09-27;19,00;14,00;31,00;13,00;7,00;8,14;13,57;70,57;57,00
2020-10-04;18,00;4,00;31,00;12,00;5,00;10,29;15,43;66,86;56,57
2020-10-11;23,00;4,00;27,00;9,00;3,00;2,56;15,33;66,44;53,67
2020-10-18;25,00;11,00;22,00;10,00;3,00;2,78;8,33;66,67;63,89
2020-10-25;11,00;0,00;13,00;6,00;1,00;2,75;8,25;63,25;55,00
2020-11-01;12,00;14,00;24,00;5,00;1,00;3,00;27,00;45,00;51,00
2020-11-08;14,00;7,00;13,00;10,00;4,00;5,60;22,40;61,60;61,60
2020-11-15;19,00;4,00;22,00;12,00;6,00;2,71;27,14;76,00;51,57
2020-11-22;17,00;21,00;25,00;5,00;5,00;7,29;4,86;55,86;46,14
2020-11-29;16,00;21,00;0,00;8,00;2,00;2,67;16,00;61,33;56,00
2020-12-06;24,00;11,00;0,00;8,00;10,00;5,33;16,00;61,33;58,67
2020-12-13;26,00;11,00;17,00;7,00;4,00;10,40;7,80;54,60;57,20
2020-12-20;23,00;19,00;10,00;6,00;4,00;5,11;10,22;48,56;63,89
2020-12-27;44,00;15,00;15,00;14,00;4,00;2,75;22,00;82,50;82,50
2021-01-03;56,00;7,00;22,00;10,00;1,00;2,67;26,67;64,00;90,67
2021-01-10;29,00;32,00;13,00;10,00;5,00;5,27;21,09;60,64;89,64
2021-01-17;32,00;25,00;26,00;13,00;5,00;8,00;21,33;58,67;77,33
2021-01-24;18,00;11,00;26,00;12,00;3,00;10,29;18,00;43,71;69,43
2021-01-31;25,00;25,00;8,00;11,00;3,00;8,33;16,67;41,67;77,78
2021-02-07;25,00;29,00;13,00;12,00;2,00;11,11;5,56;47,22;77,78
2021-02-14;27,00;19,00;9,00;9,00;9,00;10,80;21,60;48,60;99,90
2021-02-21;33,00;15,00;22,00;14,00;4,00;11,00;24,75;71,50;101,75
2021-02-28;28,00;7,00;26,00;9,00;8,00;11,20;28,00;64,40;106,40
2021-03-07;35,00;7,00;8,00;10,00;9,00;10,77;18,85;61,92;115,77
2021-03-14;36,00;10,00;20,00;10,00;6,00;8,31;22,15;69,23;127,38
2021-03-21;27,00;15,00;13,00;12,00;3,00;13,50;32,40;51,30;108,00
2021-03-28;26,00;12,00;19,00;9,00;9,00;13,00;20,80;36,40;106,60
2021-04-04;29,00;7,00;37,00;10,00;6,00;18,45;26,36;52,73;118,64
2021-04-11;25,00;40,00;17,00;10,00;5,00;16,67;25,00;44,44;113,89
2021-04-18;47,00;34,00;22,00;11,00;6,00;15,67;18,28;39,17;112,28
2021-04-25;45,00;33,00;13,00;14,00;6,00;21,18;15,88;47,65;103,24
2021-05-02;57,00;21,00;22,00;20,00;10,00;27,14;38,00;48,86;108,57
2021-05-09;70,00;40,00;44,00;22,00;12,00;29,62;35,00;51,15;110,38
2021-05-16;70,00;50,00;4,00;34,00;13,00;48,46;51,15;48,46;113,08
2021-05-23;70,00;49,00;36,00;43,00;17,00;35,00;45,77;53,85;102,31
2021-05-30;71,00;64,00;67,00;49,00;13,00;47,33;63,11;60,48;110,44
2021-06-06;59,00;53,00;40,00;50,00;22,00;50,95;80,45;45,59;112,64
2021-06-13;73,00;50,00;58,00;55,00;17,00;73,00;70,30;48,67;108,15
2021-06-20;84,00;60,00;75,00;60,00;24,00;56,90;78,58;65,03;108,39
2021-06-27;81,00;77,00;66,00;46,00;22,00;59,40;97,20;48,60;108,00
2021-07-04;79,00;83,00;28,00;53,00;23,00;55,30;81,63;71,10;107,97
2021-07-11;64,00;52,00;42,00;50,00;29,00;58,67;61,33;93,33;106,67
2021-07-18;75,00;90,00;57,00;39,00;20,00;45,54;58,93;77,68;99,11
2021-07-25;76,00;58,00;71,00;48,00;24,00;36,69;94,34;68,14;96,97
2021-08-01;73,00;50,00;80,00;47,00;36,00;56,78;105,44;105,44;81,11
2021-08-08;80,00;69,00;66,00;51,00;19,00;45,33;117,33;101,33;74,67
2021-08-15;87,00;70,00;10,00;47,00;28,00;44,82;89,64;87,00;76,45
2021-08-22;74,00;85,00;64,00;38,00;19,00;34,36;95,14;81,93;66,07
2021-08-29;67,00;68,00;48,00;49,00;18,00;21,44;56,28;91,12;72,36
2021-09-05;55,00;58,00;44,00;42,00;9,00;13,10;68,10;91,67;70,71
2021-09-12;62,00;74,00;48,00;40,00;16,00;13,48;51,22;91,65;64,70
2021-09-19;55,00;26,00;34,00;43,00;13,00;10,48;65,48;102,14;70,71
2021-09-26;48,00;42,00;52,00;37,00;20,00;10,67;56,00;90,67;69,33
2021-10-03;39,00;39,00;28,00;32,00;7,00;7,80;36,40;80,60;62,40
2021-10-10;37,00;39,00;20,00;37,00;12,00;7,93;42,29;76,64;63,43
2021-10-17;49,00;33,00;26,00;34,00;5,00;10,89;46,28;65,33;62,61
2021-10-24;42,00;28,00;26,00;26,00;7,00;7,88;34,13;63,00;65,63
2021-10-31;53,00;22,00;25,00;23,00;13,00;7,95;26,50;60,95;66,25
2021-11-07;53,00;33,00;15,00;20,00;9,00;5,30;26,50;66,25;63,60
2021-11-14;33,00;30,00;6,00;17,00;4,00;12,69;15,23;50,77;66,00
2021-11-21;35,00;21,00;9,00;13,00;5,00;2,69;24,23;40,38;59,23
2021-11-28;18,00;23,00;12,00;14,00;2,00;5,14;18,00;28,29;56,57
2021-12-05;22,00;24,00;9,00;13,00;3,00;5,50;30,25;30,25;60,50
2021-12-12;29,00;41,00;6,00;17,00;2,00;5,27;31,64;29,00;63,27
2021-12-19;34,00;16,00;11,00;16,00;7,00;2,62;26,15;18,31;60,15
2021-12-26;34,00;32,00;16,00;33,00;8,00;5,23;34,00;70,62;75,85
2022-01-02;53,00;41,00;23,00;35,00;5,00;10,60;53,00;103,35;103,35
2022-01-09;52,00;59,00;15,00;30,00;4,00;16,42;73,89;114,95;106,74
