Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-11-15;27,00;31,00;31,00;13,00;28,00;18,00;16,71;34,71;46,29
2020-11-22;34,00;38,00;33,00;17,00;31,00;20,92;15,69;40,54;36,62
2020-11-29;32,00;35,00;32,00;13,00;33,00;23,04;15,36;38,40;37,12
2020-12-06;34,00;37,00;25,00;15,00;33,00;19,62;18,31;45,77;34,00
2020-12-13;42,00;34,00;41,00;15,00;37,00;18,38;19,69;49,88;32,81
2020-12-20;35,00;31,00;31,00;16,00;32,00;20,74;20,74;66,11;35,00
2020-12-27;42,00;33,00;32,00;18,00;31,00;22,91;17,82;36,91;34,36
2021-01-03;44,00;43,00;32,00;16,00;32,00;27,18;18,12;40,12;34,94
2021-01-10;42,00;31,00;31,00;16,00;29,00;22,31;18,38;32,81;36,75
2021-01-17;42,00;42,00;36,00;16,00;28,00;18,38;19,69;30,19;35,44
2021-01-24;34,00;21,00;34,00;17,00;27,00;22,23;19,62;31,38;37,92
2021-01-31;36,00;26,00;29,00;14,00;28,00;23,14;11,57;25,71;34,71
2021-02-07;33,00;28,00;27,00;16,00;32,00;25,08;15,84;27,72;36,96
2021-02-14;39,00;31,00;34,00;16,00;33,00;22,10;19,50;28,60;37,70
2021-02-21;37,00;32,00;41,00;17,00;35,00;20,41;16,59;39,55;37,00
2021-02-28;38,00;31,00;37,00;20,00;42,00;22,28;19,66;32,76;41,93
2021-03-07;42,00;29,00;43,00;21,00;38,00;22,31;18,38;36,75;42,00
2021-03-14;38,00;25,00;37,00;19,00;37,00;24,90;20,97;34,07;44,55
2021-03-21;37,00;22,00;50,00;17,00;43,00;23,79;18,50;42,29;43,61
2021-03-28;32,00;26,00;48,00;15,00;40,00;28,00;22,67;36,00;48,00
2021-04-04;34,00;28,00;38,00;16,00;36,00;34,00;20,92;36,62;44,46
2021-04-11;34,00;44,00;54,00;19,00;41,00;34,00;24,85;34,00;43,15
2021-04-18;41,00;47,00;44,00;21,00;44,00;35,71;22,48;35,71;50,26
2021-04-25;43,00;54,00;41,00;23,00;43,00;35,18;22,15;35,18;43,00
2021-05-02;53,00;53,00;48,00;29,00;52,00;42,66;31,02;50,41;45,24
2021-05-09;58,00;63,00;56,00;39,00;58,00;46,14;40,86;52,73;44,82
2021-05-16;64,00;67,00;65,00;40,00;67,00;57,47;37,88;53,55;48,33
2021-05-23;59,00;59,00;71,00;40,00;63,00;57,69;43,27;51,13;48,51
2021-05-30;73,00;83,00;79,00;43,00;72,00;66,48;41,71;62,57;46,93
2021-06-06;76,00;96,00;74,00;45,00;82,00;68,14;51,10;47,17;47,17
2021-06-13;77,00;89,00;75,00;43,00;83,00;77,00;44,37;48,29;48,29
2021-06-20;78,00;100,00;80,00;44,00;97,00;75,36;51,56;67,42;51,56
2021-06-27;80,00;94,00;67,00;40,00;95,00;67,10;58,06;60,65;49,03
2021-07-04;82,00;89,00;80,00;41,00;86,00;80,70;65,08;71,59;48,16
2021-07-11;76,00;90,00;85,00;43,00;85,00;70,76;77,31;76,00;48,48
2021-07-18;80,00;94,00;85,00;42,00;89,00;72,13;69,51;76,07;51,15
2021-07-25;76,00;84,00;66,00;43,00;88,00;73,38;65,52;76,00;47,17
2021-08-01;75,00;69,00;69,00;43,00;96,00;69,74;53,95;92,11;44,74
2021-08-08;72,00;62,00;67,00;40,00;91,00;66,76;65,45;69,38;43,20
2021-08-15;62,00;63,00;58,00;35,00;86,00;56,72;58,04;73,87;42,21
2021-08-22;61,00;50,00;60,00;37,00;79,00;53,04;46,41;80,89;43,76
2021-08-29;59,00;60,00;61,00;39,00;75,00;55,07;47,20;64,24;45,89
2021-09-05;58,00;52,00;52,00;37,00;73,00;48,77;51,41;61,95;40,86
2021-09-12;57,00;50,00;57,00;37,00;68,00;41,45;40,16;76,43;37,57
2021-09-19;61,00;45,00;57,00;39,00;70,00;40,23;46,72;71,38;37,64
2021-09-26;58,00;61,00;55,00;32,00;71,00;43,82;39,96;59,29;36,09
2021-10-03;53,00;41,00;64,00;42,00;76,00;40,07;42,66;89,20;36,20
2021-10-10;52,00;51,00;65,00;45,00;70,00;40,30;53,30;84,50;40,30
2021-10-17;54,00;53,00;57,00;41,00;64,00;41,14;48,86;75,86;34,71
2021-10-24;48,00;54,00;46,00;34,00;60,00;41,51;41,51;64,86;37,62
2021-10-31;50,00;44,00;45,00;37,00;61,00;40,79;35,53;67,11;36,84
2021-11-07;49,00;57,00;41,00;33,00;67,00;38,68;39,97;68,34;38,68
2021-11-14;48,00;48,00;41,00;30,00;64,00;37,62;37,62;64,86;37,62
2021-11-21;44,00;37,00;37,00;26,00;60,00;33,65;34,94;67,29;37,53
2021-11-28;47,00;43,00;62,00;29,00;71,00;35,25;40,47;107,06;47,00
2021-12-05;44,00;45,00;43,00;28,00;62,00;37,33;38,67;89,33;40,00
2021-12-12;49,00;50,00;41,00;33,00;64,00;38,68;47,71;95,42;39,97
2021-12-19;48,00;54,00;52,00;36,00;50,00;41,51;54,49;76,54;38,92
2021-12-26;59,00;54,00;56,00;45,00;65,00;41,96;51,13;73,42;44,58
2022-01-02;53,00;61,00;48,00;44,00;72,00;41,37;50,41;91,78;42,66
2022-01-09;53,00;59,00;55,00;45,00;61,00;34,45;50,35;96,73;39,75
