Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;42,00;840,00;7,00;14,00;14,00;20,00;12,00;36,00;8,00;3,00;1,00;3,00;1,00
2019-01-13;42,00;840,00;7,00;14,00;28,00;20,00;16,00;44,00;8,00;5,00;3,00;8,00;1,00
2019-01-20;44,00;865,33;7,33;14,67;29,33;17,00;17,00;37,00;8,00;3,00;4,00;8,00;2,00
2019-01-27;37,00;715,33;6,17;12,33;24,67;18,00;17,00;44,00;9,00;2,00;5,00;5,00;2,00
2019-02-03;45,00;855,00;7,50;15,00;15,00;24,00;13,00;41,00;5,00;4,00;4,00;4,00;0,50
2019-02-10;46,00;644,00;5,75;11,50;11,50;22,00;19,00;35,00;8,00;5,00;3,00;9,00;3,00
2019-02-17;41,00;847,33;6,83;13,67;27,33;21,00;13,00;44,00;6,00;4,00;1,00;10,00;2,00
2019-02-24;44,00;880,00;7,33;14,67;14,67;20,00;15,00;38,00;8,00;5,00;2,00;6,00;2,00
2019-03-03;49,00;820,75;6,13;12,25;12,25;23,00;12,00;40,00;9,00;10,00;3,00;10,00;1,00
2019-03-10;60,00;828,00;6,00;12,00;12,00;22,00;25,00;50,00;13,00;4,00;2,00;6,00;1,00
2019-03-17;54,00;877,50;13,50;13,50;27,00;23,00;19,00;36,00;5,00;6,00;3,00;11,00;0,50
2019-03-24;53,00;861,25;6,63;13,25;13,25;15,00;19,00;37,00;9,00;7,00;1,00;10,00;2,00
2019-03-31;53,00;821,50;6,63;13,25;26,50;19,00;24,00;45,00;9,00;7,00;6,00;7,00;2,00
2019-04-07;50,00;750,00;6,25;12,50;12,50;18,00;14,00;38,00;8,00;6,00;1,00;10,00;2,00
2019-04-14;54,00;1350,00;6,75;27,00;13,50;22,00;11,00;43,00;9,00;4,00;3,00;8,00;2,00
2019-04-21;49,00;747,25;6,13;12,25;12,25;18,00;17,00;38,00;8,00;5,00;2,00;12,00;2,00
2019-04-28;60,00;744,00;6,00;12,00;24,00;21,00;16,00;48,00;7,00;3,00;4,00;11,00;3,00
2019-05-05;65,00;845,00;6,50;13,00;26,00;20,00;15,00;42,00;10,00;7,00;3,00;6,00;4,00
2019-05-12;58,00;800,40;5,80;11,60;23,20;28,00;21,00;41,00;9,00;5,00;6,00;14,00;3,00
2019-05-19;70,00;966,00;14,00;28,00;42,00;24,00;23,00;41,00;10,00;4,00;2,00;10,00;4,00
2019-05-26;67,00;924,60;6,70;26,80;26,80;27,00;16,00;51,00;9,00;11,00;3,00;8,00;1,00
2019-06-02;73,00;863,83;6,08;12,17;24,33;29,00;21,00;53,00;9,00;6,00;4,00;6,00;0,50
2019-06-09;70,00;966,00;7,00;14,00;28,00;26,00;20,00;55,00;6,00;3,00;4,00;12,00;1,00
2019-06-16;69,00;1021,20;6,90;13,80;27,60;27,00;17,00;46,00;8,00;4,00;5,00;9,00;3,00
2019-06-23;66,00;1042,80;6,60;13,20;26,40;31,00;25,00;53,00;6,00;7,00;3,00;10,00;2,00
2019-06-30;64,00;883,20;6,40;12,80;38,40;29,00;16,00;54,00;9,00;5,00;5,00;8,00;2,00
2019-07-07;63,00;882,00;6,30;25,20;25,20;23,00;16,00;45,00;10,00;5,00;2,00;9,00;2,00
