Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;39,00;78,00;4,88;9,75;4,88;2,00;3,00;5,00;0,00;23,40;0,00;3,90;1,95;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-01-13;27,00;54,00;9,00;9,00;9,00;3,00;11,00;6,00;0,00;1,93;1,93;3,86;0,00;0,00;1,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-01-20;32,00;48,00;4,00;8,00;4,00;1,00;1,00;4,00;0,00;1,78;3,56;0,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;25,00;66,67;4,17;8,33;8,33;0,00;6,00;0,00;1,00;3,57;7,14;3,57;1,79;1,00;0,00;7,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;24,00;64,00;8,00;8,00;8,00;2,00;15,00;5,00;0,00;4,00;2,00;0,00;0,00;2,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00
2019-02-10;28,00;93,33;4,67;9,33;4,67;5,00;9,00;6,00;0,00;1,75;1,75;3,50;0,00;0,00;5,00;3,00;3,00;0,00;0,00;0,00;2,00
2019-02-17;28,00;112,00;28,00;9,33;9,33;6,00;5,00;6,00;3,00;2,00;0,00;0,00;2,00;2,00;2,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-02-24;17,00;76,50;4,25;8,50;8,50;1,00;11,00;5,00;0,00;1,70;0,00;3,40;0,00;3,00;5,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-03-03;29,00;96,67;9,67;9,67;19,33;6,00;8,00;5,00;0,00;3,63;3,63;1,81;1,81;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-03-10;32,00;88,00;4,00;8,00;8,00;5,00;16,00;5,00;0,00;3,56;0,00;1,78;0,00;5,00;5,00;3,00;5,00;0,00;0,00;0,00;0,00
2019-03-17;42,00;100,80;8,40;16,80;8,40;2,00;5,00;14,00;0,00;1,91;0,00;3,82;0,00;3,00;2,00;2,00;0,00;0,00;2,00;2,00;0,00
2019-03-24;47,00;94,00;0,00;4,70;9,40;6,00;13,00;8,00;0,00;1,96;0,00;1,96;1,96;0,00;2,00;3,00;2,00;2,00;0,00;2,00;0,00
2019-03-31;63,00;90,00;18,00;18,00;9,00;0,00;17,00;9,00;1,00;3,71;3,71;0,00;0,00;4,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00
2019-04-07;44,00;114,40;8,80;8,80;8,80;1,00;18,00;9,00;0,00;7,33;1,83;1,83;0,00;1,00;1,00;3,00;8,00;0,00;0,00;4,00;0,00
2019-04-14;65,00;222,86;9,29;27,86;18,57;9,00;11,00;14,00;0,00;7,65;0,00;1,91;1,91;3,00;6,00;2,00;13,00;0,00;0,00;0,00;0,00
2019-04-21;53,00;106,00;8,83;17,67;17,67;0,00;11,00;9,00;1,00;3,79;7,57;0,00;1,89;0,00;2,00;1,00;5,00;1,00;0,00;0,00;0,00
2019-04-28;44,00;105,60;8,80;8,80;17,60;6,00;12,00;8,00;0,00;3,67;0,00;3,67;0,00;3,00;3,00;3,00;6,00;1,00;1,00;1,00;0,00
