Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;53,00;57,82;14,45;14,45;9,64;13,00;20,00;15,00;28,00;10,00;13,00;20,00;10,00;3,00;10,00;0,00;10,00;8,00;13,00;13,00;3,00;0,00;3,00;0,00;0,00;0,00;3,00;0,00
2019-01-13;38,00;23,75;28,50;4,75;14,25;5,00;20,00;8,00;10,00;3,00;8,00;5,00;0,00;5,00;5,00;0,00;5,00;0,00;18,00;3,00;0,00;0,00;3,00;3,00;3,00;0,00;0,00;0,00
2019-01-20;53,00;28,91;14,45;14,45;9,64;5,00;18,00;15,00;8,00;5,00;5,00;18,00;0,00;5,00;13,00;3,00;0,00;3,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;70,00;23,33;4,67;14,00;14,00;8,00;8,00;10,00;13,00;3,00;10,00;15,00;8,00;2,00;3,00;0,00;8,00;0,00;3,00;5,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;48,00;14,40;14,40;9,60;4,80;13,00;13,00;8,00;5,00;0,00;5,00;10,00;5,00;3,00;13,00;3,00;5,00;3,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;36,00;9,00;22,50;9,00;4,50;3,00;10,00;8,00;5,00;8,00;11,00;3,00;5,00;5,00;13,00;0,00;0,00;0,00;8,00;8,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;60,00;18,46;32,31;9,23;9,23;3,00;0,00;0,00;13,00;3,00;3,00;5,00;0,00;0,00;0,00;5,00;0,00;3,00;0,00;13,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;27,00;27,00;18,00;9,00;4,50;3,00;29,00;13,00;5,00;3,00;13,00;3,00;11,00;0,00;5,00;0,00;8,00;3,00;5,00;16,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;67,00;38,29;14,36;28,71;9,57;0,00;21,00;10,00;13,00;3,00;8,00;5,00;10,00;5,00;13,00;0,00;3,00;0,00;15,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;64,00;13,71;36,57;13,71;9,14;0,00;28,00;8,00;8,00;0,00;8,00;15,00;0,00;10,00;3,00;3,00;0,00;3,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2019-03-17;45,00;22,50;18,00;13,50;9,00;0,00;8,00;11,00;5,00;0,00;3,00;0,00;5,00;3,00;0,00;3,00;0,00;0,00;8,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;47,00;14,10;28,20;14,10;9,40;13,00;13,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;3,00;10,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-03-31;42,00;9,33;4,67;9,33;0,00;5,00;11,00;11,00;0,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
