Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;16,00;147,20;3,20;16,00;28,80;8,00;12,00;5,00;4,00;5,00;8,00;1,00;2,00
2019-01-13;26,00;136,50;3,25;22,75;19,50;8,00;8,00;8,00;7,00;5,00;3,00;3,00;2,00
2019-01-20;29,00;151,44;3,22;22,56;25,78;9,00;13,00;10,00;3,00;7,00;6,00;1,00;3,00
2019-01-27;15,00;138,00;1,50;24,00;18,00;8,00;7,00;3,00;5,00;3,00;3,00;2,00;2,00
2019-02-03;16,00;160,00;3,20;22,40;22,40;9,00;12,00;1,00;3,00;3,00;2,00;5,00;2,00
2019-02-10;20,00;156,67;3,33;30,00;23,33;15,00;14,00;3,00;3,00;1,00;3,00;3,00;0,00
2019-02-17;24,00;168,00;0,00;24,00;27,43;12,00;10,00;4,00;3,00;5,00;2,00;3,00;3,00
2019-02-24;19,00;158,33;1,58;34,83;28,50;11,00;12,00;7,00;3,00;7,00;7,00;5,00;3,00
2019-03-03;20,00;166,67;1,67;30,00;23,33;10,00;16,00;0,00;2,00;6,00;6,00;3,00;6,00
2019-03-10;25,00;159,38;3,13;28,13;31,25;12,00;13,00;3,00;3,00;4,00;3,00;3,00;2,00
2019-03-17;25,00;150,00;6,25;18,75;21,88;14,00;8,00;1,00;3,00;6,00;7,00;4,00;4,00
2019-03-24;27,00;189,00;3,38;27,00;23,63;18,00;9,00;1,00;1,00;6,00;2,00;3,00;3,00
2019-03-31;34,00;163,82;3,09;30,91;34,00;23,00;13,00;5,00;3,00;8,00;3,00;5,00;7,00
2019-04-07;46,00;200,43;3,29;39,43;55,86;13,00;15,00;8,00;6,00;10,00;4,00;5,00;4,00
2019-04-14;50,00;290,63;6,25;62,50;56,25;20,00;10,00;5,00;3,00;9,00;4,00;8,00;14,00
2019-04-21;39,00;185,25;3,25;55,25;45,50;14,00;18,00;7,00;2,00;7,00;2,00;6,00;6,00
2019-04-28;41,00;148,23;3,15;47,31;18,92;13,00;13,00;6,00;4,00;7,00;3,00;2,00;2,00
2019-05-05;33,00;125,40;3,30;29,70;19,80;12,00;14,00;3,00;6,00;6,00;6,00;4,00;5,00
2019-05-12;34,00;148,36;3,09;34,00;24,73;20,00;10,00;7,00;8,00;6,00;8,00;3,00;2,00
2019-05-19;30,00;170,00;3,33;33,33;40,00;14,00;19,00;8,00;5,00;3,00;5,00;8,00;3,00
2019-05-26;60,00;151,58;0,00;53,68;44,21;11,00;16,00;8,00;5,00;5,00;5,00;3,00;7,00
2019-06-02;33,00;181,50;0,00;26,40;33,00;19,00;21,00;3,00;7,00;3,00;8,00;3,00;7,00
2019-06-09;50,00;137,50;3,13;28,13;28,13;13,00;10,00;12,00;7,00;8,00;5,00;5,00;5,00
2019-06-16;48,00;147,20;6,40;32,00;35,20;21,00;8,00;11,00;4,00;8,00;9,00;6,00;6,00
2019-06-23;41,00;141,92;3,15;25,23;31,54;19,00;12,00;7,00;8,00;10,00;4,00;3,00;4,00
2019-06-30;42,00;151,85;3,23;22,62;38,77;22,00;12,00;6,00;6,00;9,00;7,00;4,00;1,00
2019-07-07;52,00;149,50;3,25;35,75;35,75;16,00;12,00;4,00;7,00;9,00;4,00;2,00;3,00
2019-07-14;56,00;171,29;3,29;36,24;39,53;17,00;14,00;6,00;6,00;16,00;6,00;7,00;2,00
2019-07-21;63,00;166,95;1,58;44,10;25,20;21,00;16,00;3,00;8,00;10,00;6,00;5,00;5,00
2019-07-28;56,00;171,29;3,29;39,53;36,24;24,00;17,00;6,00;3,00;6,00;4,00;5,00;7,00
2019-08-04;45,00;147,86;3,21;35,36;38,57;20,00;15,00;9,00;7,00;14,00;5,00;3,00;2,00
2019-08-11;46,00;151,14;3,29;32,86;26,29;18,00;17,00;9,00;4,00;8,00;5,00;5,00;1,00
2019-08-18;42,00;151,85;3,23;35,54;29,08;17,00;11,00;12,00;3,00;7,00;6,00;2,00;4,00
2019-08-25;41,00;154,54;3,15;34,69;31,54;16,00;15,00;11,00;8,00;5,00;3,00;4,00;5,00
2019-09-01;42,00;177,69;3,23;45,23;32,31;16,00;16,00;5,00;2,00;10,00;5,00;4,00;5,00
2019-09-08;41,00;170,31;0,00;44,15;41,00;11,00;16,00;6,00;9,00;6,00;3,00;4,00;7,00
2019-09-15;36,00;189,82;3,27;58,91;26,18;12,00;10,00;6,00;9,00;5,00;3,00;2,00;3,00
2019-09-22;37,00;185,00;1,54;46,25;33,92;19,00;7,00;4,00;3,00;7,00;2,00;0,00;8,00
2019-09-29;40,00;210,00;3,33;36,67;36,67;19,00;9,00;5,00;3,00;7,00;2,00;3,00;3,00
2019-10-06;31,00;195,30;3,10;43,40;34,10;15,00;13,00;4,00;3,00;3,00;3,00;2,00;7,00
2019-10-13;19,00;190,00;3,17;41,17;34,83;10,00;11,00;5,00;5,00;3,00;2,00;3,00;6,00
2019-10-20;20,00;196,67;3,33;33,33;33,33;10,00;10,00;3,00;3,00;6,00;4,00;2,00;4,00
2019-10-27;17,00;187,00;1,70;34,00;23,80;8,00;8,00;6,00;2,00;2,00;6,00;3,00;6,00
2019-11-03;15,00;147,00;3,00;42,00;36,00;8,00;5,00;5,00;2,00;6,00;2,00;2,00;4,00
2019-11-10;18,00;141,00;3,00;45,00;33,00;7,00;9,00;6,00;3,00;2,00;6,00;1,00;3,00
2019-11-17;13,00;146,25;3,25;48,75;26,00;4,00;9,00;6,00;1,00;0,00;3,00;1,00;6,00
2019-11-24;17,00;163,20;3,40;57,80;30,60;9,00;6,00;4,00;5,00;3,00;2,00;1,00;2,00
2019-12-01;14,00;175,00;3,50;52,50;45,50;4,00;7,00;2,00;4,00;3,00;2,00;2,00;3,00
2019-12-08;15,00;138,00;6,00;48,00;27,00;9,00;9,00;6,00;4,00;6,00;1,00;2,00;2,00
2019-12-15;25,00;171,88;3,13;37,50;31,25;10,00;9,00;2,00;3,00;4,00;3,00;1,00;1,00
2019-12-22;27,00;177,00;3,00;39,00;27,00;14,00;9,00;3,00;6,00;4,00;1,00;3,00;4,00
2019-12-29;15,00;138,00;3,00;30,00;24,00;9,00;10,00;5,00;6,00;4,00;5,00;4,00;3,00
2020-01-05;16,00;160,00;6,40;28,80;32,00;8,00;13,00;5,00;4,00;5,00;5,00;2,00;5,00
2020-01-12;17,00;156,40;3,40;20,40;27,20;13,00;6,00;6,00;5,00;8,00;2,00;2,00;2,00
2020-01-19;27,00;151,88;3,38;27,00;27,00;7,00;7,00;2,00;5,00;7,00;4,00;3,00;2,00
2020-01-26;21,00;120,00;0,00;24,00;21,00;6,00;9,00;5,00;2,00;3,00;2,00;2,00;3,00
2020-02-02;31,00;124,00;3,10;21,70;21,70;13,00;10,00;5,00;6,00;3,00;3,00;0,00;5,00
2020-02-09;35,00;152,73;3,18;25,45;25,45;12,00;9,00;5,00;0,00;5,00;2,00;2,00;4,00
2020-02-16;26,00;169,00;3,25;26,00;26,00;12,00;14,00;5,00;2,00;7,00;2,00;3,00;8,00
2020-02-23;23,00;157,71;3,29;29,57;29,57;13,00;7,00;1,00;4,00;0,00;3,00;3,00;3,00
2020-03-01;21,00;123,00;3,00;30,00;21,00;11,00;9,00;4,00;1,00;4,00;3,00;2,00;5,00
2020-03-08;20,00;110,00;3,33;16,67;16,67;6,00;5,00;1,00;1,00;4,00;2,00;2,00;1,00
2020-03-15;11,00;102,67;1,83;7,33;14,67;4,00;6,00;2,00;1,00;1,00;0,00;2,00;1,00
2020-03-22;6,00;48,00;1,50;9,00;3,00;6,00;3,00;0,00;1,00;4,00;0,00;1,00;0,00
2020-03-29;2,00;24,00;1,00;2,00;4,00;2,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00
2020-04-05;3,00;36,00;1,50;6,00;6,00;3,00;4,00;0,00;2,00;1,00;0,00;0,00;0,00
2020-04-12;6,00;48,00;1,50;3,00;6,00;3,00;2,00;4,00;2,00;0,00;1,00;0,00;1,00
2020-04-19;4,00;44,00;0,00;8,00;4,00;6,00;0,00;4,00;1,00;1,00;1,00;1,00;1,00
2020-04-26;6,00;36,00;0,00;3,00;6,00;4,00;6,00;0,00;2,00;1,00;1,00;1,00;1,00
2020-05-03;7,00;42,00;3,50;7,00;3,50;2,00;1,00;4,00;0,00;1,00;1,00;0,00;1,00
2020-05-10;10,00;43,33;1,67;6,67;3,33;5,00;4,00;3,00;1,00;0,00;4,00;1,00;1,00
2020-05-17;12,00;30,00;0,00;12,00;3,00;5,00;4,00;2,00;0,00;4,00;2,00;2,00;0,00
2020-05-24;10,00;46,67;3,33;10,00;6,67;8,00;7,00;0,00;2,00;2,00;1,00;0,00;1,00
2020-05-31;26,00;45,50;1,63;9,75;19,50;7,00;3,00;6,00;1,00;2,00;1,00;1,00;2,00
2020-06-07;23,00;62,43;1,64;16,43;19,71;21,00;10,00;3,00;4,00;4,00;3,00;1,00;3,00
2020-06-14;32,00;86,40;3,20;22,40;19,20;16,00;12,00;4,00;4,00;4,00;4,00;4,00;5,00
2020-06-21;47,00;65,80;1,57;15,67;18,80;21,00;4,00;3,00;1,00;7,00;6,00;5,00;2,00
2020-06-28;43,00;86,00;1,65;19,85;16,54;15,00;13,00;3,00;2,00;12,00;4,00;2,00;2,00
2020-07-05;78,00;91,00;3,25;26,00;26,00;21,00;14,00;3,00;2,00;15,00;4,00;5,00;2,00
2020-07-12;89,00;69,93;1,59;25,43;25,43;25,00;11,00;3,00;4,00;15,00;20,00;5,00;2,00
2020-07-19;100,00;90,32;3,23;22,58;29,03;35,00;13,00;5,00;3,00;8,00;15,00;7,00;5,00
2020-07-26;77,00;70,58;1,60;19,25;32,08;29,00;14,00;5,00;2,00;13,00;4,00;5,00;5,00
2020-08-02;68,00;84,19;1,62;25,90;25,90;31,00;11,00;2,00;4,00;11,00;2,00;2,00;6,00
2020-08-09;59,00;75,39;3,28;19,67;26,22;18,00;14,00;2,00;5,00;10,00;4,00;3,00;2,00
2020-08-16;35,00;76,36;3,18;19,09;25,45;9,00;8,00;5,00;4,00;4,00;4,00;2,00;2,00
2020-08-23;22,00;72,29;1,57;12,57;9,43;9,00;5,00;2,00;2,00;5,00;1,00;1,00;4,00
2020-08-30;28,00;59,11;3,11;18,67;18,67;5,00;8,00;2,00;2,00;1,00;2,00;3,00;1,00
2020-09-06;18,00;72,00;3,60;21,60;18,00;9,00;8,00;3,00;4,00;0,00;2,00;2,00;2,00
2020-09-13;12,00;57,00;1,50;15,00;18,00;16,00;2,00;3,00;0,00;5,00;2,00;0,00;2,00
2020-09-20;13,00;55,25;0,00;29,25;16,25;3,00;3,00;1,00;1,00;3,00;2,00;1,00;0,00
2020-09-27;9,00;51,00;3,00;21,00;18,00;1,00;2,00;2,00;1,00;1,00;2,00;1,00;1,00
2020-10-04;10,00;56,67;3,33;26,67;13,33;2,00;3,00;1,00;2,00;3,00;1,00;0,00;2,00
2020-10-11;6,00;42,00;3,00;21,00;15,00;4,00;1,00;1,00;1,00;2,00;1,00;2,00;2,00
2020-10-18;5,00;32,50;1,25;12,50;12,50;5,00;2,00;2,00;1,00;0,00;2,00;1,00;2,00
2020-10-25;24,00;51,43;1,71;6,86;10,29;4,00;2,00;1,00;0,00;0,00;2,00;0,00;0,00
2020-11-01;6,00;39,00;0,00;6,00;6,00;7,00;1,00;2,00;1,00;1,00;0,00;0,00;1,00
2020-11-08;5,00;22,50;1,25;5,00;7,50;5,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00
2020-11-15;6,00;30,00;1,50;3,00;3,00;4,00;2,00;2,00;1,00;2,00;0,00;0,00;1,00
2020-11-22;5,00;35,00;1,25;5,00;5,00;2,00;3,00;2,00;1,00;2,00;2,00;1,00;1,00
2020-11-29;4,00;52,00;2,00;8,00;12,00;1,00;0,00;2,00;2,00;1,00;1,00;1,00;2,00
2020-12-06;7,00;59,50;1,75;10,50;14,00;5,00;2,00;1,00;1,00;1,00;1,00;0,00;0,00
2020-12-13;5,00;30,00;1,25;7,50;10,00;6,00;2,00;1,00;2,00;1,00;2,00;1,00;1,00
