Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;48,00;24,73;7,27;24,73;5,82;19,00;8,00;18,00;1,00;4,00;4,00;5,00;3,00;3,00;1,00;1,00;1,00;0,50;0,50;0,50;1,00
2019-01-13;46,00;21,56;7,19;25,88;7,19;19,00;7,00;20,00;1,00;4,00;4,00;4,00;3,00;4,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00
2019-01-20;45,00;24,68;7,26;26,13;7,26;21,00;7,00;19,00;1,00;3,00;2,00;4,00;2,00;3,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-01-27;37,00;25,16;8,88;23,68;5,92;17,00;8,00;21,00;2,00;4,00;3,00;5,00;3,00;3,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-02-03;36,00;25,92;10,08;24,48;7,20;18,00;9,00;22,00;2,00;3,00;4,00;5,00;4,00;4,00;1,00;1,00;2,00;2,00;1,00;1,00;1,00
2019-02-10;36,00;27,36;10,08;31,68;8,64;21,00;9,00;22,00;2,00;4,00;6,00;6,00;3,00;4,00;1,00;2,00;3,00;2,00;1,00;1,00;1,00
2019-02-17;37,00;32,73;12,81;31,31;9,96;22,00;9,00;22,00;2,00;5,00;6,00;5,00;5,00;5,00;1,00;2,00;3,00;2,00;1,00;1,00;2,00
2019-02-24;38,00;32,15;11,69;29,23;10,23;22,00;9,00;22,00;2,00;6,00;6,00;5,00;4,00;6,00;1,00;2,00;3,00;3,00;1,00;1,00;1,00
2019-03-03;36,00;28,80;11,52;27,36;10,08;21,00;11,00;23,00;1,00;5,00;6,00;5,00;4,00;4,00;2,00;1,00;2,00;2,00;0,50;1,00;1,00
2019-03-10;41,00;25,45;9,90;26,86;9,90;22,00;10,00;23,00;2,00;4,00;4,00;5,00;5,00;5,00;1,00;2,00;2,00;2,00;0,50;1,00;1,00
2019-03-17;36,00;30,24;11,52;27,36;8,64;20,00;9,00;22,00;2,00;5,00;6,00;5,00;5,00;6,00;1,00;2,00;3,00;2,00;0,50;1,00;1,00
2019-03-24;41,00;29,29;14,64;26,36;10,25;22,00;10,00;23,00;2,00;5,00;6,00;6,00;5,00;7,00;1,00;2,00;3,00;1,00;0,50;1,00;1,00
2019-03-31;55,00;36,18;14,47;30,39;11,58;24,00;11,00;23,00;2,00;6,00;5,00;7,00;5,00;6,00;2,00;2,00;3,00;3,00;1,00;1,00;1,00
2019-04-07;60,00;32,86;20,00;31,43;14,29;29,00;12,00;26,00;2,00;7,00;6,00;9,00;7,00;6,00;2,00;3,00;3,00;4,00;1,00;1,00;2,00
2019-04-14;68,00;40,51;23,15;40,51;20,26;30,00;12,00;30,00;3,00;7,00;7,00;8,00;8,00;8,00;2,00;4,00;4,00;5,00;1,00;1,00;2,00
2019-04-21;65,00;41,89;21,67;36,11;18,78;31,00;14,00;31,00;2,00;7,00;6,00;10,00;7,00;9,00;2,00;3,00;4,00;5,00;1,00;1,00;2,00
2019-04-28;61,00;40,67;21,79;37,76;15,98;28,00;13,00;27,00;2,00;7,00;7,00;10,00;8,00;9,00;2,00;3,00;5,00;4,00;1,00;1,00;1,00
2019-05-05;59,00;35,98;17,27;30,22;12,95;26,00;12,00;28,00;1,00;6,00;6,00;9,00;6,00;7,00;2,00;2,00;3,00;3,00;1,00;0,50;1,00
2019-05-12;60,00;36,59;16,10;29,27;14,63;27,00;16,00;28,00;2,00;7,00;5,00;11,00;5,00;6,00;2,00;2,00;3,00;4,00;1,00;1,00;1,00
2019-05-19;58,00;37,70;20,30;31,90;20,30;27,00;16,00;26,00;1,00;7,00;5,00;10,00;7,00;8,00;2,00;2,00;4,00;4,00;1,00;1,00;1,00
