Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;34,00;36,00;3,00;0,00;0,00;3,00;0,00;0,00;26,00;0,00;15,24;52,76;0,00;0,00;0,00;8,00;3,00;0,00;3,00;3,00;0,00
2019-01-13;39,00;54,00;5,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;2,29;29,82;0,00;0,00;2,00;34,00;0,00;0,00;7,00;5,00;0,00
2019-01-20;67,00;57,00;5,00;0,00;5,00;2,00;0,00;0,00;2,00;2,31;16,17;33,50;0,00;0,00;0,00;43,00;0,00;0,00;2,00;2,00;0,00
2019-01-27;57,00;57,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,63;26,76;0,00;0,00;0,00;14,00;2,00;0,00;5,00;2,00;5,00
2019-02-03;29,00;34,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,28;26,68;0,00;0,00;2,00;19,00;5,00;0,00;2,00;0,00;0,00
2019-02-10;54,00;59,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;14,94;28,72;0,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00
2019-02-17;42,00;34,00;7,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;17,50;19,83;0,00;0,00;2,00;17,00;0,00;0,00;5,00;0,00;0,00
2019-02-24;30,00;37,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;2,31;6,92;17,31;0,00;0,00;2,00;17,00;2,00;2,00;5,00;0,00;2,00
2019-03-03;57,00;60,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,80;15,12;0,00;0,00;3,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;55,00;58,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,48;22,92;0,00;0,00;5,00;15,00;3,00;0,00;3,00;0,00;0,00
2019-03-17;33,00;31,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,76;27,31;0,00;0,00;0,00;10,00;5,00;0,00;0,00;0,00;3,00
2019-03-24;33,00;44,00;8,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;17,07;37,55;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;56,00;51,00;5,00;3,00;0,00;5,00;0,00;0,00;0,00;4,67;17,50;74,67;0,00;0,00;0,00;40,00;0,00;0,00;0,00;5,00;3,00
2019-04-07;60,00;52,00;5,00;0,00;5,00;0,00;2,00;0,00;2,00;4,62;19,62;60,00;0,00;0,00;0,00;52,00;0,00;2,00;2,00;2,00;0,00
