Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;8,00;0,00;15,00;31,00;8,00;76,80;0,00;0,00;51,20;8,00;34,00;82,00;0,00;0,00;0,00;248,00;8,00;8,00;50,67;0,00;16,00
2019-01-13;31,00;8,00;23,00;23,00;0,00;54,62;0,00;7,38;16,24;0,00;38,29;60,18;0,00;0,00;6,20;167,40;31,00;0,00;100,15;14,31;7,15
2019-01-20;30,00;0,00;37,00;22,00;7,00;15,00;0,00;7,50;15,00;15,00;22,50;30,00;0,00;0,00;0,00;162,00;6,00;30,00;55,00;0,00;15,00
2019-01-27;7,00;0,00;7,00;7,00;7,00;43,40;0,00;7,00;14,00;0,00;28,00;42,00;0,00;0,00;0,00;175,00;0,00;14,00;86,33;0,00;14,00
2019-02-03;15,00;0,00;0,00;15,00;0,00;35,45;0,00;0,00;0,00;7,50;22,50;46,88;0,00;0,00;0,00;115,00;20,00;15,00;55,00;0,00;7,50
2019-02-10;8,00;0,00;8,00;23,00;0,00;43,20;0,00;0,00;8,00;0,00;42,00;42,00;0,00;0,00;0,00;152,00;0,00;0,00;42,67;0,00;0,00
2019-02-17;23,00;0,00;39,00;23,00;0,00;15,81;0,00;0,00;23,00;7,08;51,31;53,08;7,08;0,00;0,00;207,00;17,25;6,90;0,00;6,90;16,10
2019-02-24;23,00;8,00;0,00;8,00;0,00;30,19;0,00;15,81;15,81;0,00;55,58;55,58;0,00;0,00;0,00;172,50;5,75;0,00;66,70;6,90;0,00
2019-03-03;46,00;23,00;15,00;8,00;0,00;30,19;0,00;0,00;15,81;0,00;29,44;68,08;0,00;0,00;0,00;218,50;5,75;14,53;14,53;7,26;31,47
2019-03-10;15,00;0,00;15,00;15,00;0,00;39,00;0,00;0,00;0,00;7,50;22,50;37,50;0,00;5,00;0,00;155,00;0,00;0,00;70,00;0,00;22,50
2019-03-17;15,00;0,00;0,00;0,00;0,00;63,00;0,00;0,00;7,50;0,00;37,50;37,50;7,50;0,00;0,00;95,00;0,00;0,00;32,50;0,00;0,00
2019-03-24;8,00;0,00;16,00;16,00;0,00;33,60;0,00;0,00;8,00;0,00;16,00;92,00;0,00;8,00;0,00;248,00;24,00;0,00;34,67;0,00;18,67
2019-03-31;23,00;8,00;0,00;31,00;0,00;7,19;7,19;7,19;7,19;0,00;23,00;118,54;0,00;0,00;0,00;126,50;5,75;23,00;23,00;6,90;16,10
2019-04-07;30,00;0,00;30,00;23,00;0,00;60,00;0,00;0,00;7,14;0,00;15,00;76,88;0,00;0,00;0,00;150,00;6,00;64,62;36,92;0,00;20,77
2019-04-14;40,00;24,00;32,00;16,00;0,00;24,29;0,00;0,00;8,57;0,00;30,91;47,27;16,36;0,00;0,00;137,14;0,00;16,47;40,00;23,53;16,47
2019-04-21;8,00;0,00;24,00;24,00;8,00;102,67;0,00;8,00;8,00;26,00;60,00;94,00;8,00;0,00;0,00;272,00;24,00;8,00;53,33;0,00;34,67
2019-04-28;22,00;7,00;0,00;15,00;0,00;56,38;0,00;0,00;22,00;7,33;51,33;88,00;7,33;5,50;0,00;242,00;38,50;31,78;39,11;14,67;7,33
2019-05-05;60,00;7,00;0,00;7,00;0,00;38,05;0,00;0,00;7,32;0,00;52,50;52,50;0,00;0,00;0,00;234,00;24,00;28,80;52,80;0,00;38,40
2019-05-12;23,00;0,00;15,00;30,00;0,00;60,38;0,00;0,00;23,00;30,67;0,00;70,92;0,00;0,00;0,00;132,25;5,75;23,00;13,80;6,90;23,00
2019-05-19;60,00;7,00;45,00;67,00;15,00;21,95;0,00;7,32;14,63;15,00;22,50;15,00;7,50;6,00;0,00;222,00;6,00;60,00;31,20;0,00;7,20
2019-05-26;45,00;0,00;15,00;23,00;0,00;82,74;0,00;0,00;30,48;15,00;37,50;61,88;0,00;0,00;0,00;180,00;16,88;45,00;97,11;0,00;14,21
2019-06-02;21,00;0,00;43,00;14,00;0,00;54,60;0,00;7,00;35,00;0,00;59,18;80,18;7,64;0,00;0,00;215,25;10,50;28,00;35,00;0,00;14,00
2019-06-09;7,00;0,00;15,00;36,00;7,00;42,00;0,00;0,00;7,00;0,00;75,25;96,25;0,00;7,00;0,00;287,00;35,00;14,00;100,33;0,00;14,00
2019-06-16;66,00;7,00;59,00;37,00;0,00;35,87;0,00;0,00;14,35;0,00;58,67;73,33;0,00;0,00;0,00;286,00;44,00;21,21;94,29;0,00;21,21
2019-06-23;30,00;8,00;23,00;30,00;8,00;37,14;0,00;0,00;14,29;0,00;37,50;37,50;0,00;0,00;0,00;258,00;48,00;20,77;94,62;13,85;6,92
2019-06-30;60,00;23,00;60,00;8,00;0,00;37,14;0,00;0,00;22,86;15,00;67,50;60,00;0,00;0,00;0,00;283,64;43,64;52,80;204,00;7,20;7,20
2019-07-07;89,00;7,00;37,00;30,00;7,00;73,21;7,18;0,00;21,53;14,83;185,42;133,50;7,42;0,00;5,56;378,25;44,50;60,14;240,54;21,65;52,92
2019-07-14;79,00;0,00;63,00;39,00;8,00;119,96;0,00;0,00;71,69;15,05;79,00;71,48;0,00;5,64;0,00;400,64;22,57;102,94;150,82;7,18;38,30
2019-07-21;68,00;0,00;43,00;43,00;9,00;144,68;0,00;8,68;17,36;25,73;84,54;42,27;9,19;5,67;0,00;504,33;39,67;49,24;218,07;32,83;25,79
2019-07-28;100,00;0,00;42,00;92,00;0,00;124,64;8,70;8,70;42,03;7,41;133,33;74,07;0,00;0,00;0,00;555,56;22,22;83,33;176,19;33,33;50,00
2019-08-04;68,00;8,00;42,00;59,00;0,00;76,68;0,00;8,68;33,28;16,54;117,62;91,89;9,19;0,00;0,00;328,67;5,67;51,00;165,14;9,71;9,71
2019-08-11;47,00;8,00;62,00;54,00;16,00;126,31;0,00;0,00;7,34;0,00;47,00;94,00;0,00;0,00;0,00;176,25;47,00;61,10;37,60;16,45;0,00
2019-08-18;40,00;8,00;40,00;24,00;0,00;55,71;0,00;0,00;8,57;0,00;30,91;30,91;0,00;0,00;0,00;74,29;17,14;23,53;87,06;30,59;0,00
2019-08-25;31,00;0,00;31,00;39,00;0,00;16,24;0,00;0,00;31,00;7,29;52,88;23,71;0,00;6,20;0,00;136,40;18,60;54,85;62,00;0,00;23,85
2019-09-01;44,00;0,00;15,00;15,00;0,00;44,00;0,00;0,00;7,33;0,00;44,00;51,33;0,00;0,00;0,00;115,50;22,00;29,33;53,78;0,00;14,67
2019-09-08;37,00;15,00;15,00;7,00;0,00;28,46;0,00;0,00;7,12;7,40;51,80;22,20;0,00;0,00;0,00;86,33;6,17;43,94;50,88;0,00;13,88
