Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;52,00;23,00;34,00;24,00;25,00;22,43;15,29;15,29;12,24;29,00;15,00;8,00;18,00;2,00;12,00;15,00;11,00;5,10;10,20;7,14;10,20;14,00;7,00;20,00;13,00;3,00;6,00;8,00
2019-01-13;52,00;25,00;44,00;28,00;28,00;27,53;17,33;16,31;10,20;27,00;13,00;8,00;19,00;1,00;11,00;16,00;13,00;8,16;12,24;10,20;11,22;11,00;8,00;22,00;15,00;2,00;5,00;8,00
2019-01-20;46,00;22,00;35,00;24,00;24,00;23,51;18,40;16,36;11,24;22,00;16,00;9,00;17,00;2,00;23,00;17,00;10,00;7,16;13,29;7,16;12,27;14,00;7,00;29,00;17,00;4,00;11,00;11,00
2019-01-27;49,00;25,00;37,00;39,00;27,00;28,00;21,00;18,00;14,00;29,00;21,00;9,00;20,00;8,00;15,00;18,00;13,00;9,00;13,00;9,00;14,00;6,00;8,00;26,00;17,00;2,00;10,00;8,00
2019-02-03;49,00;25,00;38,00;31,00;27,00;31,00;22,00;18,00;11,00;27,00;17,00;10,00;21,00;10,00;15,00;19,00;14,00;5,00;13,00;7,00;12,00;3,00;7,00;26,00;14,00;3,00;9,00;9,00
2019-02-10;52,00;24,00;31,00;27,00;28,00;27,00;23,00;20,00;10,00;28,00;16,00;6,00;19,00;7,00;19,00;29,00;16,00;6,00;14,00;7,00;13,00;4,00;8,00;26,00;14,00;2,00;7,00;8,00
2019-02-17;51,00;27,00;37,00;27,00;26,00;31,00;18,00;18,00;12,00;25,00;16,00;13,00;18,00;8,00;15,00;37,00;14,00;7,00;15,00;8,00;15,00;3,00;7,00;27,00;13,00;2,00;8,00;7,00
2019-02-24;51,00;25,00;40,00;26,00;31,00;31,62;26,52;18,36;10,20;26,00;20,00;12,00;19,00;7,00;16,00;23,00;15,00;7,14;13,26;7,14;12,24;3,00;5,00;24,00;11,00;2,00;8,00;7,00
2019-03-03;53,00;25,00;31,00;20,00;28,00;28,00;20,00;20,00;8,00;23,00;16,00;7,00;13,00;5,00;14,00;18,00;13,00;4,00;12,00;8,00;11,00;3,00;6,00;24,00;10,00;1,00;7,00;5,00
2019-03-10;54,00;26,00;38,00;22,00;28,00;29,00;17,00;16,00;8,00;23,00;14,00;7,00;16,00;6,00;11,00;15,00;10,00;6,00;11,00;9,00;11,00;3,00;4,00;13,00;8,00;1,00;6,00;4,00
2019-03-17;39,00;19,00;28,00;14,00;23,00;21,00;14,00;13,00;7,00;16,00;11,00;6,00;11,00;5,00;9,00;10,00;6,00;3,00;10,00;6,00;8,00;2,00;4,00;10,00;8,00;1,00;7,00;3,00
2019-03-24;41,00;16,00;22,00;16,00;16,00;13,33;10,25;10,25;6,15;10,00;12,00;5,00;9,00;2,00;7,00;7,00;8,00;4,10;7,18;6,15;9,23;1,00;4,00;8,00;3,00;1,00;2,00;2,00
2019-03-31;40,00;19,00;15,00;13,00;16,00;13,00;11,00;9,00;6,00;11,00;10,00;4,00;7,00;1,00;6,00;7,00;6,00;2,00;6,00;4,00;4,00;6,00;2,00;8,00;3,00;1,00;3,00;2,00
2019-04-07;37,00;18,00;17,00;12,00;16,00;14,00;8,00;7,00;6,00;10,00;7,00;3,00;5,00;1,00;5,00;6,00;6,00;2,00;7,00;5,00;4,00;5,00;2,00;6,00;2,00;0,50;1,00;1,00
2019-04-14;39,00;14,00;12,00;10,00;17,00;9,00;6,00;7,00;4,00;9,00;8,00;3,00;3,00;1,00;4,00;6,00;6,00;1,00;3,00;4,00;3,00;3,00;1,00;7,00;2,00;0,50;0,50;0,50
2019-04-21;44,00;14,00;11,00;8,00;14,00;8,00;3,00;3,00;4,00;8,00;5,00;2,00;3,00;0,50;2,00;3,00;5,00;2,00;3,00;4,00;2,00;2,00;2,00;7,00;2,00;0,50;0,50;1,00
2019-04-28;36,00;11,00;4,00;4,00;9,00;4,00;2,00;1,00;1,00;4,00;4,00;2,00;3,00;0,50;2,00;2,00;4,00;1,00;2,00;1,00;3,00;3,00;2,00;5,00;1,00;1,00;0,50;1,00
2019-05-05;27,00;3,00;4,00;3,00;7,00;4,15;1,04;1,04;0,52;4,00;5,00;1,00;3,00;0,50;1,00;2,00;5,00;1,00;1,00;2,00;3,00;2,00;1,00;6,00;2,00;0,50;0,50;1,00
2019-05-12;22,00;2,00;4,00;3,00;4,00;3,00;1,00;1,00;1,00;4,00;2,00;2,00;3,00;0,00;1,00;1,00;4,00;2,00;1,00;1,00;2,00;1,00;1,00;5,00;2,00;0,50;1,00;0,50
2019-05-19;27,00;2,00;5,00;4,00;4,00;4,00;1,00;2,00;1,00;5,00;3,00;1,00;3,00;1,00;2,00;1,00;3,00;1,00;1,00;1,00;2,00;2,00;1,00;5,00;1,00;0,50;1,00;0,50
2019-05-26;35,00;3,00;4,00;3,00;4,00;2,00;2,00;2,00;1,00;7,00;4,00;1,00;2,00;0,00;2,00;2,00;5,00;1,00;2,00;1,00;2,00;1,00;1,00;7,00;2,00;0,50;0,50;1,00
2019-06-02;33,00;2,00;8,00;3,00;4,00;3,00;2,00;1,00;1,00;5,00;5,00;2,00;3,00;0,00;1,00;2,00;7,00;1,00;2,00;1,00;3,00;1,00;2,00;5,00;2,00;0,00;0,50;1,00
2019-06-09;38,00;3,00;5,00;4,00;9,00;3,08;2,05;2,05;2,05;7,00;7,00;2,00;3,00;0,50;1,00;3,00;12,00;1,03;1,03;2,05;2,05;2,00;2,00;7,00;3,00;0,00;1,00;0,50
2019-06-16;38,00;4,00;5,00;5,00;6,00;4,11;1,03;2,05;1,03;6,00;7,00;4,00;6,00;0,50;2,00;4,00;9,00;2,05;2,05;2,05;2,05;3,00;1,00;7,00;2,00;0,50;0,50;0,50
2019-06-23;44,00;3,00;6,00;8,00;9,00;5,00;3,00;3,00;1,00;7,00;6,00;2,00;7,00;0,50;3,00;4,00;8,00;3,00;1,00;2,00;3,00;3,00;2,00;9,00;4,00;1,00;1,00;0,50
2019-06-30;49,00;3,00;9,00;9,00;12,00;7,00;4,00;4,00;2,00;9,00;15,00;4,00;5,00;0,50;3,00;5,00;9,00;2,00;4,00;2,00;5,00;5,00;2,00;8,00;3,00;1,00;1,00;1,00
2019-07-07;52,00;3,00;11,00;7,00;15,00;8,00;6,00;5,00;3,00;12,00;21,00;4,00;10,00;0,00;5,00;5,00;8,00;4,00;3,00;1,00;5,00;4,00;4,00;10,00;4,00;1,00;1,00;1,00
2019-07-14;56,00;9,00;12,00;10,00;17,00;8,00;6,00;6,00;2,00;13,00;12,00;3,00;9,00;0,50;3,00;5,00;10,00;3,00;3,00;2,00;6,00;4,00;4,00;10,00;4,00;1,00;1,00;1,00
