Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;32,00;52,00;24,00;12,00;0,00;4,00;0,00;24,00;4,00
2019-01-13;24,00;52,00;32,00;48,00;8,00;4,00;8,00;16,00;0,00
2019-01-20;27,00;46,00;19,00;57,00;0,00;7,71;15,43;19,29;3,86
2019-01-27;23,00;46,00;15,00;38,00;0,00;0,00;3,83;40,89;15,33
2019-02-03;35,00;28,00;8,00;35,00;4,00;7,78;0,00;27,22;3,89
2019-02-10;16,00;40,00;16,00;28,00;4,00;0,00;0,00;45,33;4,00
2019-02-17;16,00;28,00;8,00;36,00;4,00;16,00;0,00;21,33;8,00
2019-02-24;40,00;44,00;28,00;36,00;0,00;3,87;0,00;27,10;3,87
2019-03-03;28,00;48,00;12,00;28,00;4,00;0,00;8,00;16,00;4,00
2019-03-10;19,00;31,00;19,00;12,00;4,00;7,60;7,60;15,20;3,80
2019-03-17;12,00;35,00;4,00;12,00;0,00;0,00;4,00;28,00;0,00
2019-03-24;40,00;36,00;16,00;28,00;4,00;3,87;3,87;19,35;7,74
2019-03-31;40,00;12,00;16,00;24,00;0,00;3,87;3,87;19,35;7,74
2019-04-07;16,00;31,00;16,00;0,00;0,00;4,00;0,00;36,00;8,00
2019-04-14;37,00;8,00;4,00;21,00;0,00;3,83;3,83;20,41;20,41
2019-04-21;12,00;37,00;4,00;16,00;0,00;7,20;7,20;19,20;3,60
2019-04-28;15,00;31,00;4,00;23,00;0,00;3,75;3,75;26,25;7,50
2019-05-05;15,00;35,00;23,00;42,00;8,00;3,75;3,75;22,50;7,50
2019-05-12;39,00;12,00;4,00;39,00;0,00;0,00;0,00;27,30;3,90
2019-05-19;35,00;19,00;19,00;15,00;0,00;0,00;11,67;23,33;11,67
2019-05-26;31,00;35,00;8,00;23,00;4,00;0,00;7,75;7,75;7,75
2019-06-02;22,00;22,00;18,00;29,00;0,00;3,88;10,35;22,00;7,76
2019-06-09;22,00;45,00;34,00;11,00;4,00;11,65;7,76;18,12;0,00
2019-06-16;15,00;11,00;15,00;38,00;4,00;0,00;11,25;25,00;3,75
2019-06-23;12,00;20,00;19,00;27,00;4,00;0,00;4,00;16,00;4,00
2019-06-30;54,00;31,00;8,00;39,00;4,00;0,00;11,57;19,29;11,57
2019-07-07;19,00;19,00;0,00;42,00;4,00;0,00;3,80;26,60;11,40
2019-07-14;20,00;16,00;12,00;44,00;4,00;0,00;11,25;23,75;3,75
2019-07-21;18,00;44,00;26,00;74,00;4,00;3,86;3,86;38,57;3,86
2019-07-28;26,00;30,00;13,00;39,00;4,00;0,00;3,90;33,80;9,10
2019-08-04;44,00;48,00;31,00;35,00;0,00;3,88;3,88;34,94;25,88
2019-08-11;24,00;48,00;8,00;36,00;12,00;3,79;7,58;27,79;0,00
2019-08-18;54,00;17,00;12,00;16,00;4,00;0,00;3,95;25,02;0,00
2019-08-25;36,00;56,00;4,00;40,00;0,00;0,00;0,00;47,57;7,71
2019-09-01;8,00;27,00;30,00;38,00;4,00;4,00;8,00;26,67;12,00
2019-09-08;11,00;23,00;11,00;27,00;0,00;3,67;7,33;31,78;11,00
2019-09-15;27,00;38,00;30,00;34,00;4,00;0,00;7,71;23,14;7,71
2019-09-22;22,00;30,00;19,00;33,00;4,00;0,00;3,88;11,65;3,88
2019-09-29;30,00;11,00;18,00;29,00;7,00;7,83;7,83;11,74;7,83
2019-10-06;18,00;41,00;22,00;29,00;4,00;7,71;3,86;36,00;7,71
