Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;75,00;5,51;5,51;1,10;8,82;3,00;0,00;7,00;0,00;1,00;4,00;0,00;3,00;0,00;3,00;0,00;4,00;0,00;9,00;4,00;10,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-13;86,00;6,62;1,10;1,10;9,92;3,00;3,00;0,00;1,00;0,00;3,00;0,00;1,00;0,00;6,00;1,00;4,00;0,00;6,00;3,00;6,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-01-20;72,00;3,32;8,86;1,11;6,65;4,00;0,00;6,00;1,00;1,00;3,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;4,00;1,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-01-27;67,00;1,10;3,30;3,30;3,30;6,00;1,00;0,00;1,00;1,00;3,00;1,00;1,00;0,00;3,00;1,00;3,00;0,00;6,00;7,00;6,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-02-03;50,00;3,33;4,44;0,00;4,44;4,00;0,00;0,00;0,00;1,00;4,00;0,00;1,00;0,00;11,00;3,00;1,00;0,00;11,00;3,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;66,00;4,40;9,90;3,30;4,40;1,00;0,00;1,00;0,00;1,00;3,00;1,00;0,00;1,00;18,00;3,00;0,00;0,00;8,00;7,00;3,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;67,00;0,00;13,18;1,10;1,10;1,00;0,00;1,00;1,00;0,00;6,00;0,00;1,00;0,00;4,00;0,00;0,00;0,00;8,00;4,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;61,00;3,27;6,54;0,00;3,27;3,00;1,00;3,00;3,00;1,00;6,00;0,00;1,00;0,00;6,00;3,00;0,00;0,00;4,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;66,00;4,40;9,90;1,10;5,50;4,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;1,00;7,00;6,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-03-10;43,00;1,10;6,62;0,00;5,51;1,00;3,00;0,00;0,00;1,00;1,00;0,00;3,00;0,00;7,00;0,00;1,00;0,00;1,00;6,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;69,00;0,00;4,38;0,00;1,10;0,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;1,00;1,00;6,00;1,00;4,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;52,00;3,32;5,53;1,11;3,32;0,00;0,00;1,00;0,00;1,00;4,00;1,00;1,00;0,00;9,00;0,00;3,00;1,00;7,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;45,00;3,29;7,68;0,00;1,10;0,00;0,00;0,00;0,00;0,00;3,00;0,00;1,00;0,00;7,00;0,00;1,00;0,00;3,00;1,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;56,00;0,00;7,69;1,10;0,00;0,00;0,00;0,00;0,00;0,00;6,00;1,00;0,00;0,00;3,00;0,00;0,00;0,00;6,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;31,00;3,32;3,32;1,11;0,00;1,00;0,00;1,00;1,00;1,00;1,00;1,00;3,00;0,00;4,00;1,00;4,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;30,00;0,00;7,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;40,00;4,32;8,65;0,00;3,24;1,00;1,00;4,00;0,00;0,00;3,00;1,00;1,00;0,00;3,00;0,00;0,00;0,00;3,00;3,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-05-05;32,00;3,31;3,31;1,10;1,10;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;42,00;1,11;7,74;1,11;1,11;0,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;3,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;45,00;1,10;4,39;1,10;4,39;3,00;2,00;2,00;2,00;0,00;2,00;2,00;2,00;2,00;3,00;0,00;2,00;0,00;9,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;54,00;0,00;7,71;3,31;6,61;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;5,00;2,00;0,00;0,00;3,00;3,00;2,00;2,00;0,00;3,00;0,00;0,00;2,00;0,00
2019-06-02;63,00;1,11;8,84;3,32;4,42;3,00;1,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;7,00;0,00;4,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;51,00;1,11;7,76;0,00;4,43;3,00;1,00;1,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-06-16;53,00;4,42;4,42;0,00;1,10;3,00;0,00;0,00;0,00;3,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
