Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-04-26;11,00;10,00;5,00;4,00;2,00;3,30;12,10;3,30;12,10
2020-05-03;9,00;10,00;7,00;4,00;1,00;3,00;21,00;5,00;12,00
2020-05-10;15,00;19,00;3,00;4,00;2,00;5,77;25,38;6,92;15,00
2020-05-17;14,00;15,00;6,00;5,00;2,00;6,46;26,92;7,54;15,08
2020-05-24;16,00;15,00;13,00;6,00;1,00;4,27;33,07;4,27;13,87
2020-05-31;23,00;32,00;8,00;8,00;2,00;7,67;36,14;6,57;15,33
2020-06-07;23,00;37,00;5,00;8,00;2,00;8,76;29,57;5,48;17,52
2020-06-14;25,00;30,00;5,00;7,00;2,00;7,61;40,22;6,52;17,39
2020-06-21;26,00;45,00;12,00;7,00;3,00;9,75;36,83;5,42;17,33
2020-06-28;30,00;39,00;5,00;10,00;3,00;11,11;43,33;6,67;14,44
2020-07-05;29,00;31,00;10,00;9,00;4,00;9,67;48,33;7,52;13,96
2020-07-12;27,00;29,00;10,00;8,00;3,00;7,56;39,96;5,40;14,04
2020-07-19;25,00;31,00;6,00;8,00;4,00;9,38;46,88;6,25;14,58
2020-07-26;23,00;16,00;4,00;8,00;4,00;10,95;26,29;6,57;14,24
2020-08-02;24,00;21,00;6,00;8,00;4,00;8,73;33,82;5,45;15,27
2020-08-09;22,00;23,00;10,00;6,00;3,00;10,48;30,38;6,29;13,62
2020-08-16;25,00;24,00;3,00;9,00;3,00;5,43;27,17;5,43;14,13
2020-08-23;18,00;27,00;5,00;6,00;2,00;5,29;25,41;6,35;12,71
2020-08-30;20,00;28,00;15,00;6,00;5,00;7,37;18,95;5,26;13,68
2020-09-06;24,00;19,00;7,00;5,00;4,00;8,73;26,18;4,36;13,09
2020-09-13;16,00;21,00;7,00;4,00;4,00;6,40;29,87;6,40;12,80
2020-09-20;20,00;26,00;7,00;5,00;2,00;5,56;23,33;5,56;15,56
2020-09-27;18,00;23,00;6,00;4,00;2,00;5,63;22,50;5,63;15,75
2020-10-04;24,00;15,00;4,00;5,00;2,00;5,22;21,91;8,35;15,65
2020-10-11;21,00;22,00;9,00;5,00;2,00;4,20;23,10;7,35;15,75
2020-10-18;20,00;17,00;5,00;5,00;2,00;4,21;28,42;6,32;16,84
2020-10-25;15,00;33,00;3,00;4,00;2,00;6,43;26,79;4,29;16,07
2020-11-01;15,00;21,00;3,00;4,00;4,00;3,21;24,64;7,50;12,86
2020-11-08;14,00;24,00;7,00;5,00;2,00;3,23;31,23;7,54;17,23
2020-11-15;17,00;32,00;12,00;6,00;2,00;5,31;24,44;4,25;15,94
2020-11-22;19,00;32,00;8,00;4,00;2,00;6,33;25,33;6,33;14,78
2020-11-29;25,00;34,00;3,00;5,00;4,00;6,52;23,91;6,52;14,13
2020-12-06;26,00;26,00;3,00;4,00;4,00;4,33;23,83;6,50;14,08
2020-12-13;24,00;23,00;11,00;5,00;3,00;6,55;24,00;6,55;13,09
2020-12-20;23,00;27,00;3,00;5,00;1,00;5,48;18,62;6,57;15,33
2020-12-27;29,00;26,00;11,00;5,00;1,00;7,52;31,15;6,44;17,19
2021-01-03;26,00;25,00;6,00;7,00;2,00;6,50;23,83;6,50;16,25
2021-01-10;26,00;22,00;7,00;5,00;3,00;4,33;26,00;5,42;16,25
2021-01-17;25,00;20,00;7,00;4,00;1,00;5,21;19,79;6,25;14,58
2021-01-24;18,00;9,00;9,00;5,00;3,00;5,29;14,82;5,29;14,82
2021-01-31;16,00;21,00;2,00;4,00;2,00;6,40;19,20;3,20;13,87
2021-02-07;16,00;16,00;3,00;6,00;2,00;6,40;20,27;5,33;14,93
2021-02-14;23,00;19,00;7,00;5,00;1,00;5,48;26,29;4,38;16,43
2021-02-21;20,00;22,00;12,00;6,00;2,00;5,56;20,00;4,44;20,00
2021-02-28;21,00;26,00;4,00;6,00;2,00;6,63;30,95;4,42;21,00
2021-03-07;25,00;19,00;3,00;6,00;2,00;5,21;27,08;4,17;20,83
2021-03-14;20,00;19,00;2,00;5,00;2,00;5,26;27,37;6,32;21,05
2021-03-21;24,00;23,00;6,00;5,00;1,00;4,36;28,36;3,27;22,91
2021-03-28;20,00;20,00;6,00;6,00;1,00;6,32;22,11;4,21;21,05
2021-04-04;21,00;27,00;4,00;6,00;3,00;6,30;18,90;3,15;21,00
2021-04-11;21,00;31,00;7,00;5,00;3,00;6,63;24,32;2,21;21,00
2021-04-18;25,00;20,00;7,00;5,00;2,00;7,29;25,00;2,08;20,83
2021-04-25;25,00;21,00;5,00;5,00;3,00;7,29;25,00;2,08;18,75
2021-05-02;31,00;33,00;5,00;5,00;3,00;7,75;28,79;3,32;21,04
2021-05-09;30,00;43,00;6,00;8,00;2,00;9,64;50,36;3,21;21,43
2021-05-16;33,00;56,00;12,00;10,00;3,00;9,58;55,35;3,19;22,35
2021-05-23;40,00;58,00;12,00;12,00;3,00;10,81;55,14;3,24;23,78
2021-05-30;44,00;58,00;10,00;11,00;3,00;11,00;66,00;4,40;24,20
2021-06-06;47,00;69,00;26,00;12,00;4,00;15,30;63,40;4,37;24,05
2021-06-13;70,00;100,00;10,00;15,00;4,00;17,23;93,69;4,31;23,69
2021-06-20;52,00;71,00;17,00;15,00;5,00;12,73;80,65;2,12;23,35
2021-06-27;50,00;85,00;2,00;14,00;6,00;14,13;71,74;5,43;22,83
2021-07-04;51,00;77,00;12,00;14,00;4,00;19,13;62,69;4,25;23,38
2021-07-11;41,00;65,00;11,00;13,00;4,00;11,87;62,58;3,24;23,74
2021-07-18;39,00;60,00;11,00;11,00;5,00;15,17;69,33;4,33;21,67
2021-07-25;38,00;78,00;19,00;12,00;6,00;13,03;71,66;5,43;18,46
2021-08-01;37,00;56,00;15,00;9,00;5,00;18,50;68,56;5,44;19,59
2021-08-08;35,00;61,00;14,00;12,00;6,00;10,94;59,06;5,47;18,59
2021-08-15;32,00;46,00;15,00;9,00;4,00;14,34;66,21;4,41;17,66
2021-08-22;36,00;61,00;15,00;7,00;4,00;12,00;69,82;4,36;16,36
2021-08-29;36,00;38,00;13,00;10,00;2,00;15,88;58,24;4,24;15,88
2021-09-05;36,00;54,00;8,00;11,00;5,00;15,27;66,55;5,45;16,36
2021-09-12;37,00;51,00;10,00;9,00;4,00;8,46;82,46;5,29;17,97
2021-09-19;39,00;52,00;9,00;10,00;4,00;9,75;66,08;6,50;17,33
2021-09-26;33,00;44,00;10,00;10,00;5,00;11,71;74,52;5,32;18,10
2021-10-03;31,00;48,00;8,00;9,00;2,00;8,55;54,52;6,41;14,97
2021-10-10;30,00;48,00;8,00;8,00;4,00;8,57;62,14;4,29;13,93
2021-10-17;30,00;44,00;4,00;7,00;3,00;8,57;65,36;4,29;15,00
2021-10-24;30,00;45,00;9,00;7,00;4,00;11,79;49,29;4,29;13,93
2021-10-31;30,00;33,00;5,00;7,00;4,00;10,71;50,36;4,29;13,93
2021-11-07;32,00;53,00;13,00;9,00;5,00;8,53;43,73;4,27;16,00
2021-11-14;31,00;37,00;9,00;7,00;2,00;7,75;43,18;5,54;15,50
2021-11-21;26,00;33,00;7,00;6,00;4,00;11,92;35,75;4,33;15,17
2021-11-28;21,00;29,00;9,00;7,00;3,00;9,45;38,85;4,20;13,65
2021-12-05;20,00;27,00;7,00;7,00;4,00;8,42;41,05;3,16;12,63
2021-12-12;23,00;37,00;9,00;7,00;2,00;10,45;61,68;5,23;12,55
