Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-04-19;8,00;11,00;15,00;4,00;2,00;2,67;61,33;1,33;5,33
2020-04-26;6,00;14,00;16,00;6,00;4,00;3,00;90,00;3,00;12,00
2020-05-03;7,00;8,00;14,00;11,00;3,00;2,33;100,33;2,33;11,67
2020-05-10;10,00;8,00;16,00;12,00;5,00;3,33;140,00;3,33;20,00
2020-05-17;15,00;24,00;23,00;15,00;9,00;7,50;115,00;2,50;22,50
2020-05-24;21,00;20,00;33,00;17,00;16,00;7,88;128,63;2,63;23,63
2020-05-31;37,00;39,00;36,00;18,00;18,00;14,23;153,69;5,69;25,62
2020-06-07;27,00;51,00;35,00;18,00;18,00;13,50;151,20;5,40;29,70
2020-06-14;40,00;68,00;38,00;16,00;28,00;20,00;208,57;5,71;34,29
2020-06-21;45,00;66,00;49,00;19,00;36,00;22,50;202,50;14,06;30,94
2020-06-28;50,00;77,00;57,00;21,00;45,00;27,78;211,11;16,67;33,33
2020-07-05;54,00;77,00;45,00;20,00;47,00;29,70;237,60;13,50;29,70
2020-07-12;59,00;100,00;40,00;20,00;44,00;25,29;280,95;19,67;30,90
2020-07-19;53,00;84,00;54,00;19,00;44,00;25,11;237,11;19,53;27,89
2020-07-26;57,00;81,00;60,00;23,00;54,00;24,43;228,00;21,71;27,14
2020-08-02;69,00;82,00;46,00;25,00;59,00;24,84;237,36;19,32;24,84
2020-08-09;61,00;63,00;36,00;21,00;49,00;30,50;199,64;16,64;24,95
2020-08-16;49,00;53,00;34,00;19,00;43,00;27,22;152,44;16,33;21,78
2020-08-23;26,00;38,00;19,00;17,00;29,00;15,60;114,40;13,00;18,20
2020-08-30;22,00;35,00;28,00;17,00;23,00;11,00;90,75;11,00;22,00
2020-09-06;19,00;26,00;35,00;17,00;19,00;8,14;97,71;10,86;16,29
2020-09-13;16,00;34,00;29,00;10,00;9,00;8,00;88,00;8,00;13,33
2020-09-20;8,00;9,00;8,00;8,00;9,00;2,67;53,33;5,33;13,33
2020-09-27;7,00;12,00;10,00;8,00;9,00;2,33;35,00;2,33;11,67
2020-10-04;5,00;12,00;13,00;5,00;11,00;2,50;35,00;2,50;10,00
2020-10-11;5,00;14,00;8,00;8,00;6,00;1,25;30,00;2,50;10,00
2020-10-18;5,00;4,00;9,00;5,00;3,00;1,25;25,00;2,50;7,50
2020-10-25;4,00;6,00;4,00;3,00;2,00;1,00;18,00;2,00;4,00
2020-11-01;2,00;5,00;8,00;1,00;3,00;2,00;18,00;1,00;4,00
2020-11-08;4,00;4,00;9,00;2,00;3,00;2,00;28,00;4,00;8,00
2020-11-15;3,00;2,00;1,00;1,00;3,00;1,50;27,00;3,00;6,00
2020-11-22;2,00;6,00;2,00;1,00;4,00;1,00;18,00;2,00;4,00
2020-11-29;3,00;5,00;2,00;2,00;3,00;1,50;24,00;3,00;6,00
2020-12-06;3,00;3,00;4,00;2,00;3,00;1,50;27,00;1,50;6,00
2020-12-13;3,00;9,00;1,00;2,00;2,00;0,00;30,00;3,00;6,00
2020-12-20;3,00;6,00;6,00;2,00;3,00;3,00;30,00;1,50;6,00
2020-12-27;5,00;14,00;7,00;4,00;4,00;1,25;37,50;2,50;5,00
2021-01-03;8,00;7,00;8,00;3,00;3,00;1,33;42,67;2,67;8,00
2021-01-10;9,00;11,00;7,00;2,00;2,00;1,50;45,00;3,00;9,00
2021-01-17;7,00;9,00;9,00;4,00;1,00;2,33;32,67;2,33;7,00
2021-01-24;7,00;10,00;8,00;5,00;3,00;3,50;45,50;3,50;10,50
2021-01-31;10,00;15,00;10,00;3,00;3,00;2,50;37,50;2,50;7,50
2021-02-07;9,00;8,00;6,00;3,00;6,00;3,00;27,00;3,00;9,00
2021-02-14;10,00;15,00;8,00;3,00;6,00;2,50;47,50;2,50;7,50
2021-02-21;14,00;17,00;10,00;4,00;4,00;2,80;84,00;5,60;11,20
2021-02-28;14,00;17,00;7,00;5,00;9,00;2,80;75,60;5,60;11,20
2021-03-07;15,00;30,00;15,00;5,00;10,00;1,50;93,00;3,00;12,00
2021-03-14;12,00;22,00;11,00;5,00;13,00;2,40;50,40;4,80;9,60
2021-03-21;16,00;19,00;19,00;3,00;19,00;2,67;85,33;5,33;13,33
2021-03-28;13,00;20,00;27,00;4,00;20,00;2,60;83,20;5,20;13,00
2021-04-04;13,00;27,00;17,00;5,00;10,00;2,60;80,60;5,20;13,00
2021-04-11;13,00;26,00;27,00;5,00;9,00;5,20;91,00;5,20;13,00
2021-04-18;16,00;29,00;31,00;4,00;11,00;8,00;120,00;5,33;13,33
2021-04-25;26,00;39,00;26,00;6,00;13,00;5,20;122,20;7,80;15,60
2021-05-02;37,00;40,00;24,00;10,00;17,00;5,29;134,79;7,93;13,21
2021-05-09;42,00;47,00;25,00;11,00;22,00;8,40;131,60;8,40;16,80
2021-05-16;37,00;38,00;26,00;18,00;28,00;11,38;116,69;8,54;19,92
2021-05-23;33,00;30,00;47,00;17,00;23,00;13,75;137,50;11,00;22,00
2021-05-30;34,00;42,00;33,00;19,00;31,00;17,00;161,50;11,33;19,83
2021-06-06;44,00;43,00;40,00;17,00;38,00;16,50;173,25;13,75;19,25
2021-06-13;38,00;51,00;36,00;19,00;34,00;19,00;138,43;10,86;21,71
2021-06-20;38,00;52,00;45,00;21,00;39,00;16,29;165,57;13,57;21,71
2021-06-27;40,00;50,00;39,00;14,00;37,00;18,67;149,33;13,33;24,00
2021-07-04;50,00;70,00;50,00;19,00;50,00;25,00;183,33;11,11;22,22
2021-07-11;52,00;88,00;55,00;20,00;37,00;16,42;235,37;16,42;19,16
2021-07-18;58,00;75,00;39,00;19,00;45,00;19,33;243,05;16,57;22,10
2021-07-25;55,00;47,00;42,00;21,00;51,00;22,00;250,25;13,75;19,25
2021-08-01;60,00;62,00;44,00;19,00;53,00;24,55;199,09;13,64;16,36
2021-08-08;60,00;58,00;31,00;23,00;59,00;32,73;223,64;13,64;16,36
2021-08-15;48,00;35,00;32,00;21,00;54,00;25,41;172,24;11,29;14,12
2021-08-22;36,00;23,00;22,00;16,00;33,00;13,85;141,23;8,31;13,85
2021-08-29;27,00;23,00;22,00;16,00;22,00;10,80;108,00;8,10;13,50
2021-09-05;21,00;22,00;18,00;12,00;17,00;12,00;96,00;9,00;12,00
2021-09-12;19,00;25,00;20,00;10,00;13,00;8,14;78,71;5,43;10,86
2021-09-19;13,00;10,00;14,00;8,00;11,00;2,60;54,60;2,60;10,40
2021-09-26;8,00;12,00;19,00;8,00;13,00;5,33;42,67;5,33;10,67
2021-10-03;6,00;14,00;14,00;8,00;10,00;6,00;36,00;3,00;9,00
2021-10-10;5,00;10,00;9,00;6,00;6,00;2,50;25,00;2,50;5,00
2021-10-17;6,00;9,00;8,00;7,00;8,00;3,00;39,00;3,00;6,00
2021-10-24;5,00;9,00;5,00;6,00;5,00;2,50;25,00;2,50;5,00
2021-10-31;5,00;13,00;6,00;5,00;5,00;2,50;22,50;2,50;5,00
2021-11-07;4,00;17,00;5,00;4,00;4,00;2,00;28,00;4,00;8,00
2021-11-14;3,00;9,00;5,00;3,00;4,00;1,50;24,00;3,00;6,00
2021-11-21;3,00;4,00;3,00;2,00;4,00;3,00;24,00;3,00;6,00
2021-11-28;3,00;6,00;0,00;3,00;5,00;3,00;24,00;1,50;3,00
2021-12-05;3,00;10,00;5,00;3,00;3,00;1,50;21,00;1,50;3,00
2021-12-12;3,00;10,00;5,00;4,00;3,00;1,50;24,00;3,00;3,00
