Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-02-09;30,00;43,00;31,00;10,00;5,00;97,50;26,25;45,00;15,00
2020-02-16;32,00;42,00;33,00;9,00;10,00;88,89;32,00;46,22;14,22
2020-02-23;20,00;26,00;14,00;10,00;6,00;50,00;23,33;40,00;10,00
2020-03-01;19,00;24,00;11,00;7,00;5,00;53,20;19,00;41,80;11,40
2020-03-08;16,00;22,00;8,00;5,00;3,00;20,00;12,00;36,00;12,00
2020-03-15;7,00;11,00;3,00;1,00;3,00;14,00;7,00;21,00;7,00
2020-03-22;7,00;9,00;3,00;2,00;2,00;10,50;7,00;21,00;7,00
2020-03-29;11,00;14,00;5,00;2,00;1,00;11,00;11,00;14,67;3,67
2020-04-05;8,00;10,00;4,00;2,00;1,00;16,00;8,00;20,00;8,00
2020-04-12;9,00;11,00;6,00;2,00;2,00;18,00;13,50;18,00;9,00
2020-04-19;11,00;5,00;4,00;1,00;2,00;14,67;14,67;14,67;7,33
2020-04-26;9,00;14,00;8,00;3,00;2,00;27,00;27,00;22,50;9,00
2020-05-03;10,00;14,00;8,00;3,00;2,00;20,00;23,33;16,67;6,67
2020-05-10;17,00;13,00;7,00;5,00;1,00;23,80;27,20;17,00;10,20
2020-05-17;25,00;18,00;25,00;4,00;2,00;42,86;35,71;17,86;10,71
2020-05-24;30,00;25,00;14,00;4,00;2,00;56,25;45,00;15,00;11,25
2020-05-31;35,00;41,00;23,00;7,00;2,00;84,00;45,50;24,50;10,50
2020-06-07;39,00;45,00;27,00;8,00;3,00;102,82;46,09;24,82;14,18
2020-06-14;41,00;72,00;33,00;7,00;4,00;137,91;59,64;29,82;14,91
2020-06-21;42,00;67,00;31,00;8,00;4,00;194,73;53,45;42,00;15,27
2020-06-28;47,00;95,00;37,00;11,00;3,00;195,23;68,69;39,77;14,46
2020-07-05;57,00;84,00;49,00;11,00;3,00;228,00;83,60;45,60;15,20
2020-07-12;60,00;100,00;36,00;10,00;5,00;236,25;82,50;60,00;15,00
2020-07-19;52,00;80,00;50,00;10,00;4,00;263,71;63,14;66,86;14,86
2020-07-26;56,00;64,00;42,00;9,00;5,00;272,53;85,87;74,67;14,93
2020-08-02;66,00;65,00;22,00;13,00;3,00;297,00;58,67;73,33;14,67
2020-08-09;62,00;69,00;28,00;10,00;6,00;328,24;43,76;62,00;14,59
2020-08-16;45,00;63,00;31,00;11,00;3,00;288,75;56,25;67,50;15,00
2020-08-23;38,00;48,00;29,00;7,00;4,00;186,20;49,40;68,40;15,20
2020-08-30;36,00;37,00;17,00;7,00;4,00;136,80;54,00;54,00;14,40
2020-09-06;33,00;64,00;29,00;10,00;3,00;106,33;73,33;51,33;14,67
2020-09-13;26,00;43,00;23,00;8,00;5,00;104,00;52,00;52,00;14,86
2020-09-20;20,00;36,00;23,00;4,00;2,00;92,00;36,00;44,00;16,00
2020-09-27;19,00;29,00;21,00;5,00;3,00;72,20;34,20;34,20;19,00
2020-10-04;24,00;28,00;17,00;6,00;4,00;72,00;24,00;34,29;13,71
2020-10-11;19,00;17,00;18,00;4,00;6,00;60,80;15,20;34,20;15,20
2020-10-18;21,00;22,00;9,00;4,00;3,00;42,00;14,00;31,50;14,00
2020-10-25;11,00;17,00;6,00;2,00;2,00;33,00;22,00;22,00;11,00
2020-11-01;6,00;12,00;5,00;2,00;2,00;21,00;15,00;15,00;9,00
2020-11-08;8,00;16,00;11,00;2,00;1,00;28,00;20,00;28,00;12,00
2020-11-15;8,00;22,00;4,00;2,00;2,00;28,00;20,00;20,00;12,00
2020-11-22;12,00;17,00;13,00;2,00;1,00;28,00;16,00;20,00;12,00
2020-11-29;10,00;12,00;12,00;3,00;3,00;23,33;10,00;16,67;10,00
2020-12-06;9,00;31,00;9,00;2,00;1,00;31,50;18,00;22,50;13,50
2020-12-13;13,00;11,00;9,00;3,00;3,00;26,00;13,00;16,25;9,75
2020-12-20;10,00;11,00;5,00;2,00;2,00;20,00;10,00;16,67;13,33
2020-12-27;16,00;26,00;15,00;2,00;2,00;32,00;16,00;20,00;16,00
2021-01-03;11,00;25,00;12,00;3,00;1,00;25,67;18,33;22,00;14,67
2021-01-10;14,00;20,00;9,00;2,00;3,00;28,00;21,00;14,00;10,50
2021-01-17;13,00;18,00;7,00;1,00;3,00;34,67;21,67;21,67;13,00
2021-01-24;13,00;33,00;9,00;1,00;3,00;32,50;13,00;16,25;9,75
2021-01-31;18,00;21,00;14,00;4,00;3,00;39,60;21,60;14,40;14,40
2021-02-07;18,00;26,00;7,00;4,00;4,00;46,80;18,00;14,40;10,80
2021-02-14;24,00;41,00;9,00;2,00;2,00;34,29;27,43;20,57;13,71
2021-02-21;22,00;39,00;15,00;2,00;2,00;33,00;25,67;25,67;11,00
2021-02-28;20,00;28,00;12,00;3,00;2,00;26,67;26,67;20,00;10,00
2021-03-07;24,00;27,00;10,00;3,00;2,00;27,43;24,00;24,00;13,71
2021-03-14;20,00;27,00;14,00;4,00;4,00;30,00;20,00;23,33;16,67
2021-03-21;19,00;23,00;16,00;2,00;3,00;38,00;38,00;30,40;19,00
2021-03-28;17,00;25,00;10,00;2,00;3,00;34,00;34,00;27,20;17,00
2021-04-04;13,00;32,00;6,00;3,00;1,00;39,00;39,00;26,00;16,25
2021-04-11;19,00;45,00;12,00;3,00;1,00;53,20;45,60;30,40;22,80
2021-04-18;24,00;35,00;23,00;3,00;1,00;48,00;41,14;30,86;20,57
2021-04-25;29,00;31,00;13,00;2,00;2,00;65,25;47,13;36,25;18,13
2021-05-02;37,00;29,00;22,00;3,00;3,00;92,50;51,80;37,00;22,20
2021-05-09;38,00;46,00;21,00;4,00;3,00;95,00;60,80;49,40;22,80
2021-05-16;37,00;44,00;34,00;5,00;4,00;118,40;51,80;51,80;22,20
2021-05-23;38,00;46,00;19,00;8,00;4,00;129,20;45,60;60,80;19,00
2021-05-30;34,00;47,00;25,00;6,00;7,00;162,44;49,11;56,67;22,67
2021-06-06;38,00;70,00;29,00;9,00;4,00;163,40;45,60;57,00;19,00
2021-06-13;33,00;55,00;26,00;8,00;3,00;187,00;36,67;55,00;18,33
2021-06-20;35,00;45,00;37,00;6,00;5,00;185,50;49,00;49,00;17,50
2021-06-27;40,00;52,00;27,00;9,00;4,00;200,00;43,64;58,18;21,82
2021-07-04;38,00;78,00;38,00;13,00;6,00;228,00;60,80;60,80;22,80
2021-07-11;42,00;88,00;32,00;10,00;4,00;225,27;72,55;72,55;22,91
2021-07-18;47,00;79,00;37,00;9,00;8,00;235,00;68,69;68,69;18,08
2021-07-25;50,00;70,00;42,00;11,00;9,00;242,86;78,57;71,43;17,86
2021-08-01;55,00;59,00;32,00;12,00;6,00;267,67;84,33;69,67;18,33
2021-08-08;55,00;62,00;38,00;13,00;5,00;366,67;88,00;77,00;22,00
2021-08-15;47,00;63,00;27,00;11,00;7,00;292,85;75,92;68,69;18,08
2021-08-22;41,00;48,00;27,00;9,00;6,00;208,73;78,27;74,55;18,64
2021-08-29;34,00;67,00;23,00;9,00;3,00;185,11;71,78;56,67;18,89
2021-09-05;31,00;33,00;15,00;9,00;5,00;151,13;46,50;54,25;19,38
2021-09-12;28,00;30,00;29,00;9,00;2,00;122,50;49,00;52,50;17,50
2021-09-19;26,00;37,00;16,00;9,00;6,00;122,57;48,29;44,57;18,57
2021-09-26;25,00;19,00;31,00;9,00;3,00;114,29;32,14;39,29;17,86
2021-10-03;19,00;27,00;10,00;7,00;5,00;91,20;30,40;34,20;15,20
2021-10-10;20,00;30,00;17,00;5,00;4,00;96,00;32,00;32,00;16,00
2021-10-17;20,00;20,00;14,00;6,00;4,00;96,00;24,00;32,00;16,00
2021-10-24;16,00;32,00;18,00;4,00;6,00;104,00;24,00;28,00;16,00
2021-10-31;19,00;19,00;6,00;6,00;5,00;72,20;22,80;19,00;11,40
2021-11-07;15,00;21,00;5,00;5,00;3,00;67,50;18,75;18,75;11,25
2021-11-14;13,00;18,00;6,00;3,00;3,00;69,33;21,67;21,67;13,00
2021-11-21;12,00;11,00;9,00;4,00;3,00;60,00;16,00;20,00;12,00
2021-11-28;13,00;14,00;2,00;3,00;3,00;69,33;17,33;17,33;13,00
2021-12-05;10,00;21,00;7,00;3,00;3,00;50,00;16,67;13,33;10,00
2021-12-12;10,00;17,00;9,00;4,00;2,00;50,00;13,33;13,33;10,00
