Ski;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-27;25,00;32,14;25,00;3,57;5,36;8,00;20,00;13,00;6,00
2019-11-03;29,00;32,63;21,75;5,44;3,63;10,00;18,00;14,00;7,00
2019-11-10;49,00;29,04;27,22;5,44;12,70;14,00;22,00;17,00;7,00
2019-11-17;52,00;25,10;55,59;10,76;12,55;17,00;19,00;14,00;8,00
2019-11-24;41,00;33,87;46,35;7,13;12,48;12,00;22,00;14,00;11,00
2019-12-01;46,00;26,54;56,62;8,85;14,15;17,00;26,00;15,00;13,00
2019-12-08;47,00;28,92;81,35;9,04;16,27;20,00;31,00;14,00;11,00
2019-12-15;58,00;39,88;68,88;14,50;14,50;21,00;33,00;20,00;14,00
2019-12-22;92,00;39,69;144,31;23,45;19,84;39,00;40,00;24,00;21,00
2019-12-29;100,00;67,27;181,82;23,64;21,82;37,00;38,00;28,00;20,00
2020-01-05;80,00;36,36;92,73;14,55;18,18;26,00;39,00;29,00;16,00
2020-01-12;74,00;45,12;93,85;12,63;14,44;20,00;29,00;26,00;16,00
2020-01-19;84,00;49,30;85,83;12,78;16,43;23,00;30,00;22,00;15,00
2020-01-26;72,00;66,60;95,40;12,60;12,60;18,00;33,00;23,00;12,00
2020-02-02;71,00;30,95;111,05;14,56;10,92;20,00;31,00;23,00;12,00
2020-02-09;81,00;34,98;106,77;12,89;14,73;18,00;32,00;23,00;13,00
2020-02-16;76,00;48,86;97,71;12,67;14,48;19,00;41,00;23,00;14,00
2020-02-23;68,00;51,46;90,05;12,86;9,19;16,00;35,00;29,00;10,00
2020-03-01;48,00;46,22;71,11;10,67;10,67;19,00;39,00;16,00;9,00
2020-03-08;74,00;95,66;104,68;12,63;7,22;9,00;63,00;32,00;9,00
2020-03-15;24,00;31,38;11,08;3,69;1,85;2,00;9,00;9,00;6,00
2020-03-22;4,00;6,00;2,00;1,00;2,00;2,00;2,00;2,00;2,00
2020-03-29;4,00;6,00;8,00;2,00;1,00;2,00;4,00;4,00;2,00
2020-04-05;5,00;5,00;5,00;1,67;1,67;2,00;3,00;4,00;2,00
2020-04-12;3,00;3,00;4,50;0,75;1,50;1,00;4,00;5,00;2,00
2020-04-19;3,00;6,00;6,00;1,50;3,00;2,00;2,00;3,00;2,00
2020-04-26;4,00;2,00;4,00;1,00;1,00;1,00;5,00;4,00;2,00
2020-05-03;3,00;9,00;9,00;1,50;1,50;1,00;3,00;5,00;2,00
2020-05-10;3,00;3,00;3,00;1,50;1,50;1,00;3,00;2,00;2,00
2020-05-17;2,00;6,00;12,00;2,00;1,00;1,00;2,00;4,00;2,00
2020-05-24;4,00;6,00;6,00;2,00;2,00;1,00;3,00;4,00;2,00
2020-05-31;6,00;2,00;4,00;1,00;1,00;2,00;4,00;4,00;1,00
2020-06-07;5,00;3,33;6,67;1,67;0,83;3,00;3,00;4,00;2,00
2020-06-14;4,00;4,00;4,00;1,00;1,00;2,00;2,00;2,00;3,00
2020-06-21;5,00;3,33;1,67;1,67;1,67;3,00;3,00;4,00;2,00
2020-06-28;6,00;10,00;12,00;1,00;1,00;2,00;4,00;5,00;3,00
2020-07-05;8,00;6,00;4,00;2,00;4,00;3,00;2,00;3,00;3,00
2020-07-12;7,00;3,50;5,25;1,75;1,75;3,00;3,00;3,00;3,00
2020-07-19;9,00;1,80;12,60;1,80;1,80;3,00;4,00;5,00;2,00
2020-07-26;10,00;2,00;8,00;2,00;2,00;2,00;7,00;4,00;3,00
2020-08-02;9,00;5,40;12,60;0,90;1,80;4,00;3,00;5,00;3,00
2020-08-09;10,00;3,33;5,00;1,67;1,67;5,00;4,00;4,00;3,00
2020-08-16;13,00;11,14;11,14;0,93;3,71;4,00;6,00;6,00;3,00
2020-08-23;11,00;7,33;7,33;1,83;1,83;4,00;9,00;5,00;3,00
2020-08-30;12,00;10,29;5,14;1,71;1,71;4,00;11,00;5,00;3,00
2020-09-06;13,00;13,00;11,14;1,86;1,86;4,00;8,00;6,00;4,00
2020-09-13;13,00;5,57;13,00;1,86;3,71;4,00;7,00;5,00;4,00
2020-09-20;13,00;13,00;16,71;1,86;1,86;4,00;7,00;5,00;4,00
2020-09-27;19,00;13,30;17,10;3,80;3,80;2,00;8,00;4,00;4,00
2020-10-04;18,00;14,40;16,20;3,60;3,60;6,00;9,00;5,00;5,00
2020-10-11;20,00;9,09;18,18;1,82;3,64;7,00;11,00;4,00;4,00
2020-10-18;22,00;11,00;12,83;1,83;3,67;6,00;5,00;5,00;5,00
2020-10-25;10,00;6,67;16,67;1,67;1,67;6,00;5,00;5,00;6,00
2020-11-01;10,00;6,67;23,33;1,67;3,33;3,00;5,00;4,00;5,00
2020-11-08;14,00;12,25;14,00;1,75;5,25;4,00;8,00;5,00;8,00
2020-11-15;17,00;17,00;24,56;1,89;3,78;4,00;4,00;7,00;7,00
2020-11-22;51,00;27,32;47,36;5,46;5,46;7,00;11,00;7,00;8,00
2020-11-29;41,00;24,96;64,17;5,35;8,91;8,00;12,00;9,00;9,00
2020-12-06;34,00;23,26;94,84;5,37;12,53;7,00;11,00;7,00;12,00
2020-12-13;33,00;20,17;69,67;3,67;7,33;6,00;9,00;8,00;13,00
2020-12-20;36,00;10,80;127,80;7,20;10,80;10,00;19,00;7,00;17,00
2020-12-27;69,00;27,24;154,34;7,26;16,34;13,00;17,00;9,00;23,00
2021-01-03;96,00;39,85;132,23;5,43;14,49;11,00;18,00;6,00;16,00
2021-01-10;55,00;27,50;108,17;5,50;11,00;13,00;11,00;7,00;16,00
2021-01-17;70,00;25,79;97,63;3,68;7,37;7,00;14,00;7,00;14,00
2021-01-24;30,00;10,59;84,71;3,53;3,53;8,00;8,00;8,00;15,00
2021-01-31;41,00;14,26;87,35;3,57;3,57;14,00;9,00;7,00;16,00
2021-02-07;49,00;18,15;88,93;5,44;3,63;21,00;12,00;7,00;14,00
2021-02-14;55,00;14,19;138,39;3,55;7,10;17,00;13,00;9,00;16,00
2021-02-21;33,00;7,33;86,17;1,83;5,50;5,00;7,00;4,00;13,00
2021-02-28;22,00;5,50;40,33;1,83;1,83;4,00;5,00;7,00;9,00
2021-03-07;14,00;8,75;33,25;1,75;3,50;2,00;8,00;5,00;9,00
2021-03-14;12,00;8,57;58,29;1,71;3,43;3,00;3,00;3,00;7,00
2021-03-21;10,00;6,00;52,00;2,00;4,00;4,00;3,00;3,00;6,00
2021-03-28;6,00;3,00;39,00;0,75;3,00;3,00;3,00;3,00;5,00
2021-04-04;4,00;4,00;44,00;2,00;2,00;1,00;8,00;2,00;5,00
2021-04-11;3,00;4,50;19,50;0,75;1,50;2,00;4,00;3,00;3,00
2021-04-18;3,00;6,00;15,00;1,50;1,50;3,00;3,00;3,00;4,00
2021-04-25;3,00;4,50;4,50;0,75;1,50;0,50;3,00;2,00;3,00
2021-05-02;4,00;2,00;6,00;1,00;1,00;2,00;2,00;2,00;3,00
2021-05-09;4,00;2,00;10,00;1,00;2,00;2,00;4,00;2,00;3,00
2021-05-16;5,00;3,33;1,67;0,83;0,83;4,00;6,00;3,00;3,00
2021-05-23;5,00;8,33;5,00;1,67;1,67;1,00;6,00;2,00;3,00
2021-05-30;2,00;4,00;8,00;1,00;1,00;0,50;2,00;2,00;3,00
2021-06-06;3,00;1,50;3,00;1,50;1,50;3,00;2,00;3,00;2,00
2021-06-13;3,00;3,00;9,00;1,50;3,00;2,00;6,00;2,00;3,00
2021-06-20;2,00;4,00;2,00;1,00;1,00;2,00;2,00;3,00;3,00
2021-06-27;4,00;6,00;0,00;1,00;1,00;2,00;5,00;2,00;3,00
2021-07-04;4,00;4,00;8,00;2,00;2,00;2,00;2,00;3,00;4,00
2021-07-11;5,00;6,67;6,67;0,83;1,67;3,00;4,00;2,00;3,00
2021-07-18;7,00;5,25;14,00;0,88;1,75;3,00;4,00;2,00;3,00
2021-07-25;9,00;5,40;9,00;1,80;3,60;3,00;6,00;4,00;3,00
2021-08-01;6,00;10,00;6,00;2,00;4,00;2,00;5,00;3,00;3,00
2021-08-08;10,00;13,33;5,00;1,67;1,67;4,00;5,00;3,00;4,00
2021-08-15;11,00;7,33;9,17;0,92;3,67;4,00;10,00;4,00;4,00
2021-08-22;11,00;14,67;9,17;1,83;1,83;4,00;7,00;4,00;4,00
2021-08-29;10,00;20,00;8,00;2,00;2,00;4,00;11,00;5,00;5,00
2021-09-05;11,00;16,50;11,00;1,83;1,83;2,00;10,00;7,00;5,00
2021-09-12;14,00;19,25;10,50;1,75;1,75;2,00;11,00;6,00;5,00
2021-09-19;15,00;16,88;11,25;1,88;3,75;4,00;13,00;8,00;5,00
2021-09-26;15,00;13,13;11,25;1,88;3,75;2,00;13,00;8,00;5,00
2021-10-03;14,00;17,50;10,50;3,50;1,75;3,00;15,00;8,00;5,00
2021-10-10;17,00;18,89;13,22;3,78;1,89;5,00;19,00;10,00;5,00
2021-10-17;16,00;12,44;8,89;3,56;1,78;4,00;14,00;7,00;5,00
2021-10-24;17,00;22,67;11,33;3,78;3,78;6,00;13,00;7,00;5,00
2021-10-31;25,00;23,21;25,00;5,36;5,36;9,00;12,00;8,00;6,00
2021-11-07;25,00;21,43;19,64;3,57;5,36;9,00;13,00;9,00;7,00
2021-11-14;27,00;23,40;18,00;5,40;9,00;11,00;22,00;10,00;7,00
2021-11-21;27,00;14,40;27,00;3,60;10,80;13,00;13,00;8,00;8,00
2021-11-28;37,00;17,62;38,76;8,81;10,57;21,00;17,00;8,00;9,00
2021-12-05;45,00;30,60;72,00;10,80;16,20;19,00;24,00;9,00;9,00
2021-12-12;56,00;25,29;57,81;12,65;10,84;22,00;25,00;13,00;10,00
