Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;50,00;15,00;79,00;86,00;3,00;107,58;3,03;21,21;16,67
2019-01-13;40,00;11,00;43,00;72,00;3,00;97,78;5,93;16,30;16,30
2019-01-20;43,00;19,00;85,00;65,00;4,00;98,29;4,61;15,36;16,89
2019-01-27;29,00;6,00;51,00;72,00;3,00;88,53;4,58;16,79;13,74
2019-02-03;20,00;2,00;66,00;52,00;4,00;75,71;0,00;18,57;12,86
2019-02-10;21,00;9,00;38,00;56,00;4,00;69,00;1,50;18,00;15,00
2019-02-17;22,00;7,00;39,00;51,00;1,00;64,53;1,47;23,47;16,13
2019-02-24;36,00;4,00;55,00;53,00;4,00;81,00;6,00;22,50;13,50
2019-03-03;24,00;4,00;34,00;51,00;1,00;79,50;3,00;21,00;27,00
2019-03-10;33,00;2,00;20,00;46,00;2,00;66,00;0,00;15,00;15,00
2019-03-17;22,00;7,00;21,00;54,00;5,00;85,07;1,47;20,53;16,13
2019-03-24;29,00;9,00;38,00;50,00;3,00;131,26;3,05;41,21;50,37
2019-03-31;34,00;19,00;32,00;36,00;4,00;56,17;7,39;17,74;14,78
2019-04-07;37,00;27,00;37,00;44,00;5,00;65,12;4,44;17,76;11,84
2019-04-14;47,00;14,00;54,00;45,00;3,00;60,65;4,55;13,65;12,13
2019-04-21;40,00;11,00;43,00;45,00;1,00;80,00;4,62;15,38;10,77
2019-04-28;45,00;21,00;66,00;46,00;4,00;81,00;3,00;19,50;19,50
2019-05-05;33,00;2,00;43,00;46,00;5,00;76,50;4,50;19,50;15,00
2019-05-12;34,00;17,00;32,00;51,00;4,00;73,91;2,96;23,65;11,83
2019-05-19;34,00;12,00;41,00;48,00;3,00;78,35;4,43;20,70;10,35
2019-05-26;32,00;12,00;52,00;44,00;2,00;74,67;4,57;24,38;12,19
2019-06-02;49,00;10,00;39,00;53,00;7,00;153,13;9,19;73,50;32,16
2019-06-09;43,00;10,00;48,00;57,00;6,00;91,93;5,93;26,69;14,83
2019-06-16;30,00;19,00;50,00;66,00;5,00;109,50;4,50;27,00;15,00
2019-06-23;34,00;16,00;34,00;49,00;7,00;112,82;4,64;20,09;12,36
2019-06-30;37,00;25,00;41,00;59,00;7,00;116,92;4,44;25,16;13,32
2019-07-07;53,00;20,00;73,00;69,00;3,00;149,91;7,57;36,34;48,46
2019-07-14;50,00;16,00;78,00;62,00;3,00;117,65;4,41;23,53;17,65
2019-07-21;50,00;19,00;48,00;50,00;6,00;131,82;1,52;27,27;21,21
2019-07-28;50,00;23,00;73,00;59,00;7,00;124,24;12,12;36,36;18,18
2019-08-04;51,00;14,00;52,00;72,00;5,00;139,50;6,00;28,50;13,50
2019-08-11;48,00;22,00;40,00;74,00;8,00;136,50;4,50;25,50;13,50
2019-08-18;52,00;18,00;58,00;62,00;8,00;112,91;1,49;22,29;11,89
2019-08-25;49,00;9,00;49,00;53,00;6,00;108,39;5,94;28,21;13,36
2019-09-01;38,00;25,00;33,00;54,00;9,00;95,76;7,60;24,32;15,20
2019-09-08;47,00;15,00;48,00;53,00;4,00;89,45;9,10;25,77;12,13
2019-09-15;34,00;21,00;46,00;56,00;4,00;90,17;8,87;20,70;11,83
2019-09-22;36,00;24,00;31,00;54,00;2,00;81,00;4,50;21,00;12,00
2019-09-29;44,00;12,00;49,00;53,00;7,00;63,07;4,40;19,07;10,27
2019-10-06;32,00;8,00;51,00;55,00;6,00;73,14;6,10;18,29;12,19
2019-10-13;32,00;14,00;53,00;54,00;4,00;77,09;1,45;16,00;13,09
2019-10-20;36,00;12,00;51,00;56,00;3,00;73,50;7,50;19,50;12,00
2019-10-27;37,00;16,00;33,00;53,00;3,00;71,04;7,40;14,80;13,32
2019-11-03;32,00;16,00;64,00;54,00;6,00;68,57;4,57;18,29;10,67
2019-11-10;32,00;8,00;46,00;44,00;4,00;58,18;2,91;11,64;10,18
2019-11-17;30,00;22,00;21,00;52,00;3,00;43,50;3,00;13,50;13,50
2019-11-24;31,00;8,00;34,00;35,00;3,00;42,81;4,43;13,29;11,81
2019-12-01;19,00;12,00;16,00;42,00;3,00;40,92;4,38;11,69;10,23
2019-12-08;20,00;14,00;30,00;42,00;3,00;42,86;5,71;17,14;11,43
2019-12-15;25,00;12,00;33,00;45,00;1,00;41,18;4,41;20,59;27,94
2019-12-22;35,00;15,00;36,00;83,00;3,00;74,57;1,52;25,87;24,35
2019-12-29;55,00;14,00;63,00;88,00;4,00;81,76;7,43;26,76;17,84
2020-01-05;58,00;6,00;58,00;86,00;4,00;94,63;4,58;24,42;19,84
2020-01-12;46,00;11,00;59,00;74,00;2,00;78,65;1,48;22,26;19,29
2020-01-19;48,00;9,00;55,00;65,00;3,00;76,50;7,50;22,50;21,00
2020-01-26;52,00;11,00;46,00;69,00;5,00;93,29;3,06;35,18;27,53
2020-02-02;43,00;21,00;51,00;63,00;3,00;57,83;5,93;38,55;35,59
2020-02-09;35,00;22,00;44,00;63,00;6,00;65,43;4,57;30,43;36,52
2020-02-16;32,00;24,00;38,00;53,00;2,00;56,38;9,14;39,62;25,90
2020-02-23;34,00;17,00;39,00;47,00;6,00;50,26;5,91;35,48;28,09
2020-03-01;32,00;9,00;32,00;53,00;1,00;43,64;7,27;33,45;46,55
2020-03-08;36,00;14,00;51,00;100,00;4,00;27,00;4,50;45,00;66,00
2020-03-15;16,00;5,00;19,00;37,00;3,00;18,91;4,36;33,45;21,82
2020-03-22;19,00;2,00;16,00;26,00;1,00;20,58;1,58;17,42;25,33
2020-03-29;12,00;10,00;10,00;30,00;1,00;16,50;4,50;19,50;36,00
2020-04-05;14,00;4,00;22,00;24,00;0,50;12,44;0,00;12,44;15,56
2020-04-12;12,00;7,00;20,00;30,00;1,00;21,00;1,50;10,50;10,50
2020-04-19;16,00;8,00;15,00;21,00;1,00;20,36;2,91;11,64;8,73
2020-04-26;9,00;10,00;20,00;30,00;0,00;18,00;3,00;10,50;10,50
2020-05-03;11,00;7,00;23,00;24,00;0,50;15,71;0,00;11,00;9,43
2020-05-10;13,00;10,00;18,00;27,00;2,00;17,33;5,78;10,11;8,67
2020-05-17;15,00;9,00;29,00;28,00;0,50;21,00;4,50;15,00;7,50
2020-05-24;13,00;7,00;9,00;28,00;0,50;15,89;2,89;8,67;7,22
2020-05-31;18,00;7,00;17,00;31,00;1,00;19,50;3,00;13,50;6,00
2020-06-07;13,00;11,00;28,00;40,00;1,00;24,38;0,00;16,25;8,13
