Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;76,00;46,00;51,00;34,00;9,00;45,19;90,38;205,41;86,27
2019-01-13;75,00;18,00;34,00;36,00;11,00;40,54;93,24;180,41;79,05
2019-01-20;84,00;50,00;27,00;30,00;9,00;32,78;67,61;155,71;79,90
2019-01-27;73,00;68,00;38,00;32,00;10,00;30,42;68,94;146,00;75,03
2019-02-03;92,00;40,00;36,00;25,00;10,00;30,67;55,20;141,07;75,64
2019-02-10;91,00;49,00;47,00;23,00;10,00;37,23;55,84;126,16;70,32
2019-02-17;94,00;35,00;40,00;25,00;10,00;28,61;42,91;141,00;79,70
2019-02-24;100,00;47,00;21,00;29,00;11,00;32,65;61,22;138,78;71,43
2019-03-03;85,00;35,00;34,00;24,00;20,00;28,33;44,52;125,48;72,86
2019-03-10;67,00;34,00;28,00;30,00;6,00;38,58;69,03;115,73;73,09
2019-03-17;73,00;35,00;22,00;26,00;14,00;26,36;44,61;133,83;68,94
2019-03-24;69,00;29,00;32,00;25,00;16,00;30,44;30,44;121,76;71,03
2019-03-31;68,00;18,00;25,00;23,00;11,00;28,85;35,03;138,06;65,94
2019-04-07;72,00;42,00;49,00;21,00;11,00;30,86;47,31;129,60;55,54
2019-04-14;59,00;40,00;27,00;27,00;14,00;28,48;56,97;118,00;56,97
2019-04-21;68,00;25,00;27,00;29,00;12,00;43,27;65,94;152,48;59,76
2019-04-28;55,00;47,00;30,00;33,00;13,00;26,48;67,22;152,78;52,96
2019-05-05;53,00;34,00;17,00;27,00;10,00;28,54;61,15;150,85;57,08
2019-05-12;45,00;66,00;17,00;34,00;15,00;32,73;53,18;155,45;55,23
2019-05-19;59,00;58,00;17,00;26,00;23,00;28,48;56,97;166,83;52,90
2019-05-26;50,00;65,00;33,00;27,00;17,00;33,33;47,92;166,67;64,58
2019-06-02;51,00;61,00;17,00;26,00;18,00;36,72;57,12;165,24;61,20
2019-06-09;62,00;68,00;45,00;47,00;15,00;47,53;70,27;167,40;64,07
2019-06-16;61,00;68,00;54,00;37,00;21,00;48,80;54,90;178,93;65,07
2019-06-23;61,00;54,00;41,00;39,00;19,00;52,87;56,93;178,93;56,93
2019-06-30;71,00;67,00;40,00;48,00;25,00;58,83;68,97;184,60;52,74
2019-07-07;77,00;53,00;55,00;40,00;30,00;42,55;74,97;172,24;54,71
2019-07-14;81,00;79,00;32,00;43,00;25,00;49,85;76,85;191,08;58,15
2019-07-21;80,00;55,00;34,00;42,00;21,00;47,18;75,90;176,41;55,38
2019-07-28;74,00;47,00;47,00;46,00;22,00;51,39;88,39;168,56;55,50
2019-08-04;73,00;62,00;31,00;45,00;25,00;60,83;68,94;166,28;52,72
2019-08-11;85,00;47,00;32,00;32,00;25,00;53,90;55,98;159,63;49,76
2019-08-18;65,00;68,00;41,00;31,00;22,00;34,53;65,00;148,28;42,66
2019-08-25;65,00;34,00;28,00;35,00;15,00;28,44;50,78;152,34;38,59
2019-09-01;53,00;36,00;30,00;29,00;15,00;20,38;53,00;140,65;46,88
2019-09-08;47,00;33,00;55,00;28,00;16,00;18,39;30,65;145,09;47,00
2019-09-15;48,00;30,00;34,00;29,00;16,00;18,78;45,91;141,91;52,17
2019-09-22;51,00;29,00;27,00;29,00;9,00;20,40;38,76;167,28;40,80
2019-09-29;44,00;34,00;31,00;24,00;12,00;12,00;34,00;132,00;46,00
2019-10-06;44,00;52,00;10,00;17,00;13,00;14,67;33,52;113,14;46,10
2019-10-13;43,00;26,00;17,00;27,00;12,00;12,29;49,14;98,29;40,95
2019-10-20;46,00;32,00;17,00;25,00;7,00;10,45;50,18;94,09;48,09
2019-10-27;46,00;41,00;30,00;20,00;6,00;8,36;41,82;83,64;46,00
2019-11-03;47,00;37,00;32,00;24,00;7,00;14,30;47,00;79,70;51,09
2019-11-10;40,00;34,00;10,00;20,00;10,00;16,84;40,00;82,11;48,42
2019-11-17;46,00;26,00;13,00;18,00;10,00;12,55;43,91;73,18;46,00
2019-11-24;35,00;33,00;20,00;16,00;11,00;12,35;32,94;72,06;49,41
2019-12-01;43,00;25,00;26,00;25,00;5,00;14,33;34,81;63,48;49,14
2019-12-08;41,00;39,00;20,00;21,00;7,00;10,25;34,85;69,70;51,25
2019-12-15;47,00;22,00;47,00;21,00;6,00;12,26;38,83;83,78;53,13
2019-12-22;60,00;18,00;16,00;28,00;14,00;14,48;60,00;122,07;74,48
2019-12-29;77,00;44,00;44,00;33,00;19,00;24,32;62,82;176,29;81,05
2020-01-05;63,00;56,00;35,00;30,00;10,00;26,42;71,13;203,23;87,39
2020-01-12;79,00;36,00;40,00;39,00;13,00;33,26;76,92;199,58;91,47
2020-01-19;64,00;40,00;41,00;43,00;12,00;33,03;68,13;165,16;84,65
2020-01-26;66,00;40,00;44,00;33,00;9,00;26,81;59,81;152,63;70,13
2020-02-02;65,00;32,00;37,00;28,00;9,00;24,38;42,66;142,19;71,09
2020-02-09;61,00;40,00;31,00;25,00;11,00;26,43;38,63;134,20;71,17
2020-02-16;73,00;34,00;35,00;26,00;13,00;20,28;42,58;139,92;77,06
2020-02-23;45,00;31,00;18,00;25,00;11,00;14,32;36,82;106,36;71,59
2020-03-01;37,00;23,00;18,00;19,00;13,00;12,33;43,17;84,28;59,61
2020-03-08;29,00;13,00;9,00;17,00;7,00;2,07;18,64;72,50;58,00
2020-03-15;6,00;13,00;6,00;8,00;2,00;4,00;8,00;34,00;28,00
2020-03-22;8,00;10,00;11,00;9,00;1,00;4,00;8,00;34,00;24,00
2020-03-29;12,00;5,00;12,00;4,00;1,00;4,00;8,00;30,00;24,00
2020-04-05;9,00;0,00;6,00;5,00;2,00;2,25;13,50;45,00;29,25
2020-04-12;9,00;2,00;12,00;6,00;4,00;3,60;3,60;36,00;23,40
2020-04-19;13,00;10,00;15,00;8,00;2,00;3,71;9,29;37,14;22,29
2020-04-26;6,00;21,00;3,00;6,00;4,00;4,00;10,00;40,00;24,00
