Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;40,00;5,00;5,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;9,00;48,00;2,00;0,00;0,00;61,18;0,00;0,00;13,00;5,00;5,00
2019-01-13;37,00;5,00;7,00;2,00;2,00;4,00;0,00;0,00;7,00;0,00;5,00;32,00;2,00;0,00;0,00;80,94;0,00;2,00;2,00;5,00;5,00
2019-01-20;35,00;3,00;3,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;5,00;19,00;0,00;0,00;0,00;51,33;0,00;0,00;2,00;0,00;5,00
2019-01-27;45,00;2,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;3,00;5,00;21,00;0,00;2,37;4,74;52,11;2,37;0,00;10,00;5,00;5,00
2019-02-03;50,00;3,00;10,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;10,00;43,00;2,00;0,00;0,00;57,14;0,00;0,00;0,00;10,00;9,00
2019-02-10;61,00;5,00;5,00;4,00;4,00;4,00;0,00;0,00;2,00;4,00;4,00;25,00;0,00;0,00;0,00;61,00;2,35;0,00;0,00;7,00;7,00
2019-02-17;56,00;4,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;9,00;38,00;0,00;0,00;0,00;63,00;0,00;0,00;5,00;2,00;0,00
2019-02-24;52,00;9,00;9,00;0,00;2,00;7,00;0,00;2,00;2,00;2,00;14,00;30,00;5,00;0,00;2,36;56,73;2,36;0,00;5,00;4,00;2,00
2019-03-03;44,00;4,00;5,00;2,00;0,00;4,00;0,00;0,00;7,00;2,00;12,00;32,00;0,00;0,00;0,00;67,16;2,32;0,00;7,00;7,00;14,00
2019-03-10;50,00;4,00;5,00;0,00;0,00;4,00;0,00;2,00;2,00;7,00;9,00;34,00;0,00;0,00;0,00;78,57;0,00;0,00;0,00;4,00;2,00
2019-03-17;36,00;2,00;5,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;9,00;42,00;0,00;0,00;0,00;67,20;0,00;0,00;0,00;2,00;11,00
2019-03-24;44,00;7,00;14,00;0,00;2,00;0,00;0,00;0,00;2,00;5,00;5,00;45,00;0,00;2,32;2,32;71,79;0,00;0,00;0,00;2,00;4,00
2019-03-31;49,00;2,00;5,00;4,00;2,00;9,00;0,00;0,00;2,00;0,00;5,00;41,00;0,00;0,00;0,00;79,33;4,67;0,00;2,00;7,00;5,00
2019-04-07;54,00;4,00;9,00;4,00;0,00;5,00;0,00;0,00;2,00;2,00;5,00;25,00;0,00;0,00;0,00;68,09;0,00;0,00;0,00;9,00;14,00
2019-04-14;40,00;10,00;10,00;2,00;0,00;6,00;2,00;2,00;0,00;0,00;8,00;56,00;6,00;0,00;2,35;75,29;0,00;0,00;6,00;4,00;6,00
2019-04-21;79,00;4,00;7,00;0,00;2,00;4,00;0,00;2,00;2,00;4,00;7,00;26,00;0,00;0,00;0,00;76,61;0,00;0,00;4,00;9,00;5,00
2019-04-28;48,00;7,00;11,00;0,00;0,00;5,00;2,00;2,00;4,00;0,00;11,00;44,00;0,00;2,40;0,00;76,80;0,00;2,00;2,00;4,00;9,00
2019-05-05;73,00;9,00;9,00;0,00;2,00;7,00;0,00;0,00;2,00;2,00;9,00;62,00;2,00;0,00;2,35;82,42;0,00;2,00;0,00;5,00;7,00
2019-05-12;54,00;0,00;9,00;4,00;0,00;5,00;0,00;0,00;2,00;2,00;4,00;43,00;0,00;0,00;0,00;54,00;4,70;0,00;0,00;4,00;13,00
2019-05-19;62,00;4,00;5,00;0,00;0,00;9,00;0,00;2,00;4,00;2,00;5,00;42,00;0,00;0,00;0,00;100,15;0,00;0,00;4,00;4,00;5,00
2019-05-26;74,00;2,00;9,00;2,00;2,00;9,00;0,00;0,00;2,00;0,00;9,00;60,00;0,00;0,00;2,39;124,13;0,00;0,00;4,00;5,00;4,00
2019-06-02;78,00;7,00;7,00;0,00;0,00;5,00;2,00;0,00;0,00;7,00;8,00;63,00;3,00;0,00;0,00;236,36;2,36;2,00;7,00;14,00;15,00
2019-06-09;67,00;16,00;7,00;2,00;0,00;9,00;2,00;0,00;4,00;4,00;5,00;79,00;4,00;4,62;2,31;134,00;2,31;0,00;7,00;2,00;5,00
2019-06-16;71,00;5,00;7,00;5,00;2,00;16,00;0,00;2,00;4,00;2,00;7,00;60,00;2,00;2,37;0,00;115,97;2,37;0,00;4,00;5,00;18,00
2019-06-23;71,00;14,00;2,00;0,00;2,00;11,00;2,00;5,00;5,00;7,00;14,00;60,00;0,00;0,00;0,00;106,50;7,10;2,00;13,00;5,00;18,00
2019-06-30;59,00;4,00;5,00;0,00;0,00;13,00;0,00;4,00;4,00;4,00;7,00;54,00;0,00;2,36;0,00;115,64;0,00;0,00;5,00;4,00;16,00
2019-07-07;70,00;7,00;2,00;0,00;2,00;11,00;0,00;0,00;2,00;2,00;21,00;58,00;0,00;0,00;4,67;100,33;2,33;0,00;16,00;4,00;4,00
2019-07-14;81,00;14,00;9,00;5,00;0,00;5,00;0,00;0,00;5,00;2,00;9,00;71,00;4,00;0,00;0,00;95,29;0,00;0,00;2,00;5,00;9,00
2019-07-21;88,00;9,00;9,00;2,00;0,00;5,00;0,00;2,00;2,00;5,00;15,00;64,00;2,00;2,38;2,38;97,51;4,76;2,00;6,00;4,00;5,00
2019-07-28;97,00;5,00;7,00;0,00;0,00;5,00;0,00;0,00;4,00;5,00;11,00;47,00;2,00;2,37;0,00;85,17;0,00;0,00;7,00;7,00;4,00
2019-08-04;78,00;2,00;5,00;0,00;0,00;2,00;2,00;4,00;2,00;4,00;7,00;39,00;5,00;2,36;0,00;92,18;2,36;0,00;11,00;2,00;7,00
2019-08-11;70,00;5,00;9,00;0,00;0,00;7,00;0,00;0,00;2,00;5,00;7,00;52,00;0,00;0,00;0,00;102,67;0,00;0,00;2,00;0,00;12,00
2019-08-18;60,00;7,00;14,00;4,00;2,00;5,00;0,00;0,00;7,00;2,00;11,00;51,00;0,00;2,40;0,00;74,40;0,00;0,00;2,00;7,00;7,00
2019-08-25;64,00;5,00;11,00;4,00;4,00;7,00;0,00;0,00;4,00;2,00;5,00;44,00;4,00;2,37;0,00;99,56;0,00;2,00;5,00;5,00;12,00
