Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;33,00;95,33;86,17;44,00;86,17;79,50;87,00;46,50;49,50;33,00;17,00;30,00;20,00;13,00;13,00;23,00;10,00;7,00;7,00;10,00;20,00;13,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;47,00;95,88;62,04;63,92;50,76;77,32;63,68;50,03;47,00;53,00;43,00;30,00;17,00;13,00;10,00;33,00;38,00;13,00;13,00;13,00;7,00;10,00;3,00;7,00;3,00;0,00;0,00;0,00
2019-01-20;49,00;87,11;70,78;67,15;61,70;77,21;54,94;44,55;49,00;36,00;26,00;36,00;16,00;3,00;46,00;10,00;20,00;6,00;16,00;13,00;13,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;61,00;73,94;97,97;77,64;48,06;122,00;74,39;80,34;44,63;32,00;23,00;26,00;35,00;16,00;13,00;10,00;13,00;10,00;23,00;19,00;26,00;6,00;6,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;49,00;88,93;68,96;56,26;32,67;59,39;43,06;22,27;19,30;43,00;39,00;26,00;13,00;16,00;26,00;16,00;14,00;13,00;16,00;10,00;13,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-02-10;17,00;62,33;49,11;62,33;34,00;30,91;41,73;17,00;34,00;23,00;30,00;23,00;17,00;3,00;10,00;7,00;3,00;3,00;13,00;7,00;7,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00
2019-02-17;48,00;62,77;90,46;59,08;27,69;40,50;48,00;24,00;16,50;14,00;10,00;27,00;21,00;17,00;17,00;38,00;25,00;3,00;21,00;10,00;7,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00
2019-02-24;70,00;110,53;114,21;73,68;70,00;105,74;70,00;40,21;35,74;40,00;26,00;40,00;23,00;27,00;17,00;37,00;28,00;20,00;26,00;17,00;20,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;81,00;125,18;184,09;77,32;57,07;67,50;57,00;37,50;13,50;24,00;27,00;34,00;14,00;13,00;27,00;27,00;11,00;17,00;20,00;10,00;7,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;27,00;52,20;160,20;55,80;48,60;60,00;49,50;13,50;24,00;3,00;23,00;17,00;23,00;7,00;20,00;7,00;28,00;20,00;27,00;10,00;3,00;13,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;38,00;74,19;50,67;27,14;47,05;34,96;54,72;16,72;31,92;7,00;10,00;20,00;10,00;10,00;7,00;10,00;18,00;3,00;7,00;10,00;17,00;3,00;7,00;0,00;0,00;0,00;7,00;0,00
2019-03-24;28,00;70,93;52,27;16,80;52,27;63,78;68,44;14,00;21,78;17,00;14,00;21,00;17,00;3,00;0,00;7,00;18,00;10,00;17,00;0,00;3,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;50,00;85,71;58,93;87,50;42,86;85,29;66,18;26,47;23,53;13,00;17,00;13,00;17,00;10,00;10,00;23,00;7,00;10,00;7,00;7,00;7,00;20,00;0,00;10,00;0,00;0,00;0,00;0,00
2019-04-07;57,00;53,32;25,74;79,06;57,00;36,00;85,50;7,50;25,50;18,00;21,00;14,00;7,00;4,00;14,00;11,00;11,00;7,00;18,00;11,00;7,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;22,00;40,33;18,33;14,67;36,67;22,00;17,60;10,27;10,27;7,00;15,00;7,00;4,00;0,00;4,00;4,00;15,00;0,00;18,00;15,00;4,00;15,00;7,00;4,00;0,00;0,00;0,00;0,00
2019-04-21;28,00;28,00;11,20;14,93;22,40;13,26;7,37;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;26,00;13,00;13,00;3,71;9,29;3,06;13,76;3,06;0,00;6,00;6,00;0,00;0,00;0,00;0,00;6,00;17,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;29,00;5,44;3,63;5,44;12,69;9,16;0,00;3,05;0,00;10,00;10,00;0,00;6,00;0,00;3,00;3,00;13,00;0,00;0,00;6,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00
2019-05-12;17,00;7,56;20,78;0,00;13,22;6,18;3,09;0,00;3,09;3,00;7,00;0,00;0,00;3,00;3,00;0,00;10,00;7,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00
2019-05-19;36,00;7,20;9,00;9,00;7,20;10,50;10,50;3,00;3,00;3,00;7,00;3,00;0,00;3,00;7,00;3,00;3,00;3,00;7,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;35,00;7,37;9,21;16,58;20,26;2,92;0,00;2,92;0,00;6,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
2019-06-02;31,00;5,47;18,24;5,47;5,47;8,86;22,14;2,95;0,00;6,00;0,00;6,00;12,00;3,00;6,00;3,00;3,00;0,00;3,00;0,00;3,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00
2019-06-09;44,00;12,83;16,50;5,50;18,33;11,73;8,80;8,80;5,87;16,00;3,00;3,00;9,00;3,00;0,00;16,00;7,00;9,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;43,00;13,09;20,57;9,35;16,83;10,38;5,93;5,93;0,00;10,00;13,00;7,00;10,00;0,00;3,00;13,00;17,00;10,00;7,00;3,00;16,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;59,00;3,69;20,28;16,59;14,75;23,60;2,95;0,00;7,38;3,00;14,00;3,00;10,00;3,00;0,00;14,00;4,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;46,00;11,04;3,68;14,72;11,04;20,77;2,97;7,42;7,42;11,00;14,00;11,00;4,00;0,00;0,00;0,00;15,00;4,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;52,00;3,71;31,57;16,71;24,14;26,74;2,97;2,97;0,00;28,00;24,00;7,00;14,00;3,00;7,00;14,00;4,00;7,00;7,00;7,00;3,00;7,00;0,00;3,00;3,00;0,00;0,00;0,00
2019-07-14;69,00;14,53;29,05;21,79;18,16;25,50;18,00;10,50;7,50;44,00;15,00;7,00;18,00;4,00;0,00;11,00;4,00;0,00;4,00;4,00;7,00;4,00;7,00;7,00;0,00;0,00;0,00;0,00
2019-07-21;38,00;68,76;41,62;30,76;59,71;26,31;19,00;7,31;0,00;31,00;4,00;15,00;15,00;4,00;4,00;4,00;16,00;34,00;4,00;15,00;4,00;4,00;8,00;8,00;0,00;0,00;0,00;0,00
2019-07-28;37,00;25,90;22,20;11,10;33,30;33,92;3,08;15,42;7,71;7,00;15,00;7,00;15,00;0,00;11,00;7,00;4,00;15,00;0,00;11,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-08-04;36,00;21,60;50,40;10,80;25,20;33,00;22,50;10,50;10,50;11,00;7,00;22,00;25,00;0,00;4,00;15,00;8,00;7,00;7,00;11,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00
2019-08-11;52,00;20,43;42,71;14,86;31,57;41,60;17,83;7,43;7,43;21,00;3,00;14,00;14,00;0,00;0,00;10,00;11,00;0,00;7,00;0,00;0,00;17,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-08-18;50,00;18,52;31,48;22,22;27,78;21,21;10,61;10,61;7,58;25,00;18,00;11,00;7,00;0,00;0,00;11,00;15,00;7,00;7,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;27,00;10,80;16,20;30,60;23,40;16,50;3,00;10,50;16,50;13,00;13,00;0,00;3,00;0,00;3,00;7,00;18,00;0,00;7,00;3,00;0,00;0,00;3,00;7,00;0,00;0,00;0,00;0,00
2019-09-01;36,00;23,40;9,00;19,80;25,20;19,50;19,50;10,50;6,00;3,00;10,00;10,00;3,00;3,00;16,00;3,00;14,00;7,00;7,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-08;50,00;51,79;30,36;30,36;30,36;36,76;45,59;16,18;19,12;20,00;17,00;13,00;10,00;10,00;20,00;10,00;14,00;3,00;10,00;3,00;0,00;7,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-09-15;33,00;36,67;40,33;9,17;29,33;22,50;33,00;6,00;19,50;16,00;16,00;7,00;10,00;3,00;7,00;3,00;3,00;7,00;7,00;3,00;13,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-09-22;16,00;30,22;53,33;17,78;30,22;21,82;21,82;16,00;5,82;19,00;10,00;10,00;10,00;0,00;3,00;0,00;3,00;6,00;10,00;3,00;0,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2019-09-29;22,00;27,50;29,33;40,33;38,50;19,07;36,67;11,73;11,73;9,00;9,00;6,00;6,00;9,00;9,00;3,00;3,00;13,00;13,00;13,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;25,00;30,36;46,43;57,14;17,86;39,71;25,00;22,06;36,76;19,00;19,00;6,00;6,00;12,00;3,00;6,00;3,00;6,00;3,00;3,00;3,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-13;28,00;29,75;28,00;28,00;36,75;19,16;25,05;30,95;25,05;6,00;9,00;13,00;19,00;3,00;6,00;6,00;3,00;3,00;0,00;3,00;9,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;48,00;60,92;35,08;35,08;25,85;19,50;31,50;16,50;16,50;13,00;19,00;6,00;10,00;6,00;10,00;3,00;7,00;6,00;10,00;6,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00
