Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;41,00;317,75;30,75;46,13;76,88;50,00;38,00;25,00;37,00;22,00;34,00;6,00;8,00
2019-01-13;40,00;305,00;25,00;50,00;75,00;50,26;38,97;26,67;40,00;21,00;33,00;6,00;8,00
2019-01-20;38,00;342,00;38,00;48,86;81,43;48,00;40,00;27,00;34,00;24,00;32,00;6,00;7,00
2019-01-27;32,00;325,33;26,67;48,00;64,00;47,48;52,65;17,55;36,13;22,00;30,00;7,00;4,00
2019-02-03;31,00;325,50;25,83;46,50;56,83;49,00;37,00;17,00;36,00;22,00;34,00;6,00;5,00
2019-02-10;31,00;341,00;25,83;46,50;56,83;50,63;40,30;17,57;37,20;23,00;34,00;8,00;5,00
2019-02-17;31,00;351,33;25,83;46,50;62,00;56,00;40,00;15,00;38,00;25,00;34,00;8,00;5,00
2019-02-24;33,00;352,00;27,50;49,50;60,50;63,00;39,00;18,00;38,00;26,00;33,00;8,00;4,00
2019-03-03;31,00;335,83;25,83;56,83;62,00;57,00;45,00;16,00;35,00;29,00;36,00;7,00;5,00
2019-03-10;35,00;325,00;20,00;45,00;55,00;52,00;40,00;14,00;38,00;23,00;33,00;8,00;5,00
2019-03-17;29,00;348,00;19,33;43,50;53,17;59,00;39,00;13,00;34,00;24,00;32,00;7,00;5,00
2019-03-24;36,00;339,43;25,71;51,43;56,57;56,57;39,09;15,43;38,06;24,00;32,00;7,00;5,00
2019-03-31;46,00;378,22;30,67;51,11;86,89;63,00;45,00;31,00;36,00;26,00;46,00;9,00;8,00
2019-04-07;51,00;357,00;30,60;51,00;66,30;67,32;42,84;32,64;38,76;28,00;39,00;9,00;8,00
2019-04-14;57,00;518,18;41,45;46,64;67,36;64,00;46,00;31,00;39,00;28,00;46,00;9,00;9,00
2019-04-21;55,00;370,00;30,00;50,00;70,00;64,00;45,00;29,00;36,00;31,00;33,00;10,00;8,00
2019-04-28;52,00;348,40;31,20;46,80;62,40;66,00;41,00;33,00;37,00;26,00;34,00;7,00;9,00
2019-05-05;50,00;344,44;33,33;50,00;66,67;63,27;40,82;31,63;35,71;24,00;31,00;8,00;9,00
2019-05-12;52,00;312,00;31,20;46,80;67,60;59,14;40,78;28,55;34,67;24,00;32,00;8,00;8,00
2019-05-19;50,00;355,56;33,33;50,00;83,33;58,16;41,84;30,61;34,69;25,00;27,00;8,00;8,00
2019-05-26;52,00;364,00;31,20;52,00;67,60;63,00;46,00;31,00;38,00;28,00;31,00;10,00;9,00
2019-06-02;58,00;379,64;31,64;47,45;73,82;65,12;47,82;31,54;39,68;29,00;33,00;10,00;9,00
2019-06-09;60,00;398,18;32,73;54,55;76,36;69,15;46,78;33,56;37,63;29,00;32,00;12,00;8,00
2019-06-16;66,00;390,92;35,54;50,77;71,08;70,06;46,71;27,42;39,60;27,00;34,00;11,00;8,00
2019-06-23;67,00;407,15;30,92;51,54;77,31;75,00;45,00;32,00;39,00;32,00;34,00;12,00;10,00
2019-06-30;66,00;385,85;35,54;50,77;81,23;77,00;44,00;33,00;39,00;31,00;35,00;13,00;12,00
2019-07-07;66,00;385,85;35,54;50,77;76,15;78,00;48,00;32,00;39,00;35,00;34,00;14,00;11,00
2019-07-14;68,00;397,54;36,62;52,31;73,23;81,19;50,75;29,43;40,60;35,00;37,00;15,00;9,00
2019-07-21;72,00;411,43;36,00;51,43;77,14;84,17;53,75;33,46;41,58;37,00;37,00;14,00;8,00
2019-07-28;74,00;412,29;37,00;58,14;79,29;92,00;52,00;34,00;44,00;42,00;42,00;12,00;10,00
2019-08-04;82,00;420,25;35,88;56,38;76,88;96,17;55,68;35,43;46,57;48,00;43,00;12,00;11,00
2019-08-11;84,00;425,25;42,00;57,75;78,75;95,00;63,00;37,00;47,00;52,00;46,00;14,00;11,00
2019-08-18;74,00;391,14;37,00;68,71;74,00;88,00;55,00;33,00;45,00;41,00;36,00;11,00;9,00
2019-08-25;64,00;378,67;37,33;69,33;69,33;72,00;47,00;33,00;40,00;31,00;35,00;11,00;10,00
2019-09-01;67,00;365,92;36,08;56,69;67,00;68,02;46,70;31,47;39,59;31,00;33,00;9,00;9,00
2019-09-08;60,00;387,27;38,18;60,00;76,36;64,07;43,73;31,53;36,61;28,00;33,00;9,00;7,00
2019-09-15;57,00;367,91;31,09;57,00;72,55;63,00;47,00;30,00;40,00;28,00;33,00;9,00;7,00
2019-09-22;54,00;378,00;32,40;54,00;75,60;57,06;46,87;30,57;39,74;26,00;33,00;9,00;9,00
2019-09-29;51,00;367,20;30,60;56,10;66,30;63,00;42,00;30,00;35,00;30,00;31,00;7,00;7,00
