Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;46,00;920,00;7,67;15,33;15,33;22,00;16,00;40,00;8,00;4,00;2,00;4,00;2,00
2019-01-13;45,00;915,00;7,50;15,00;30,00;22,00;19,00;51,00;8,00;4,00;3,00;8,00;1,00
2019-01-20;51,00;739,50;6,38;12,75;12,75;20,00;19,00;38,00;9,00;3,00;5,00;8,00;3,00
2019-01-27;40,00;760,00;6,67;13,33;26,67;19,00;21,00;46,00;9,00;2,00;6,00;5,00;2,00
2019-02-03;51,00;739,50;6,38;12,75;12,75;24,00;14,00;47,00;5,00;4,00;4,00;5,00;1,00
2019-02-10;47,00;877,33;7,83;15,67;15,67;22,00;22,00;40,00;9,00;6,00;5,00;9,00;3,00
2019-02-17;44,00;924,00;7,33;14,67;29,33;22,00;16,00;44,00;6,00;2,00;2,00;13,00;2,00
2019-02-24;49,00;747,25;6,13;12,25;12,25;20,00;19,00;42,00;9,00;7,00;4,00;7,00;1,00
2019-03-03;56,00;938,00;7,00;14,00;28,00;24,00;14,00;42,00;11,00;9,00;4,00;13,00;1,00
2019-03-10;62,00;1054,00;7,75;15,50;15,50;23,00;25,00;54,00;14,00;4,00;3,00;7,00;1,00
2019-03-17;60,00;975,00;7,50;15,00;30,00;26,00;20,00;41,00;5,00;5,00;3,00;10,00;0,50
2019-03-24;58,00;928,00;7,25;14,50;29,00;17,00;20,00;45,00;8,00;6,00;2,00;11,00;2,00
2019-03-31;56,00;882,00;7,00;14,00;28,00;19,00;29,00;51,00;10,00;7,00;7,00;8,00;3,00
2019-04-07;61,00;930,25;7,63;30,50;15,25;21,00;17,00;44,00;10,00;6,00;1,00;11,00;2,00
2019-04-14;63,00;1575,00;7,88;31,50;15,75;28,00;15,00;43,00;12,00;5,00;3,00;10,00;3,00
2019-04-21;56,00;854,00;7,00;14,00;14,00;23,00;21,00;40,00;9,00;5,00;2,00;14,00;2,00
2019-04-28;69,00;828,00;6,90;13,80;27,60;21,00;19,00;55,00;9,00;4,00;4,00;13,00;3,00
2019-05-05;70,00;910,00;7,00;14,00;28,00;21,00;16,00;51,00;12,00;6,00;3,00;5,00;3,00
2019-05-12;64,00;870,40;6,40;12,80;25,60;27,00;25,00;47,00;10,00;6,00;6,00;16,00;4,00
2019-05-19;79,00;895,33;13,17;26,33;39,50;27,00;24,00;47,00;11,00;4,00;3,00;12,00;5,00
2019-05-26;75,00;1020,00;7,50;30,00;30,00;28,00;21,00;55,00;10,00;12,00;5,00;8,00;2,00
2019-06-02;82,00;956,67;6,83;13,67;27,33;28,00;23,00;55,00;10,00;6,00;4,00;7,00;0,50
2019-06-09;74,00;1021,20;7,40;14,80;29,60;29,00;24,00;59,00;6,00;4,00;4,00;14,00;1,00
2019-06-16;71,00;1036,60;7,10;14,20;28,40;32,00;22,00;52,00;10,00;4,00;5,00;10,00;3,00
2019-06-23;74,00;1154,40;7,40;14,80;29,60;31,00;26,00;53,00;7,00;7,00;4,00;12,00;2,00
2019-06-30;68,00;938,40;6,80;13,60;40,80;35,00;19,00;62,00;9,00;6,00;4,00;9,00;3,00
2019-07-07;69,00;966,00;6,90;27,60;27,60;25,00;16,00;51,00;10,00;5,00;3,00;8,00;2,00
2019-07-14;62,00;1038,50;15,50;15,50;15,50;25,00;19,00;61,00;7,00;9,00;6,00;12,00;4,00
2019-07-21;66,00;884,40;6,60;13,20;13,20;23,00;22,00;71,00;8,00;8,00;5,00;8,00;2,00
2019-07-28;58,00;884,50;7,25;14,50;14,50;27,00;13,00;62,00;9,00;4,00;4,00;8,00;1,00
2019-08-04;61,00;915,00;7,63;15,25;15,25;25,00;22,00;51,00;10,00;5,00;5,00;9,00;3,00
2019-08-11;67,00;804,00;6,70;26,80;13,40;22,00;23,00;54,00;7,00;7,00;3,00;9,00;3,00
2019-08-18;63,00;806,40;6,30;12,60;25,20;22,00;16,00;57,00;10,00;3,00;4,00;8,00;2,00
2019-08-25;54,00;796,50;6,75;27,00;13,50;23,00;17,00;40,00;11,00;9,00;5,00;11,00;4,00
2019-09-01;70,00;896,00;14,00;28,00;28,00;35,00;28,00;55,00;13,00;7,00;9,00;12,00;1,00
2019-09-08;62,00;992,00;7,75;31,00;31,00;26,00;28,00;56,00;13,00;11,00;4,00;10,00;3,00
2019-09-15;75,00;1005,00;7,50;30,00;30,00;29,00;23,00;54,00;10,00;8,00;11,00;10,00;3,00
2019-09-22;65,00;884,00;6,50;26,00;26,00;27,00;24,00;43,00;14,00;9,00;5,00;5,00;5,00
2019-09-29;50,00;837,50;12,50;25,00;25,00;25,00;35,00;51,00;10,00;11,00;7,00;8,00;6,00
2019-10-06;54,00;823,50;6,75;27,00;27,00;27,00;23,00;47,00;14,00;10,00;10,00;6,00;4,00
2019-10-13;49,00;747,25;6,13;24,50;24,50;25,00;23,00;47,00;13,00;16,00;8,00;8,00;3,00
2019-10-20;54,00;810,00;6,75;27,00;27,00;30,00;24,00;44,00;8,00;8,00;4,00;3,00;2,00
2019-10-27;48,00;880,00;8,00;32,00;32,00;24,00;26,00;40,00;13,00;11,00;9,00;10,00;4,00
2019-11-03;47,00;955,67;15,67;47,00;31,33;27,00;17,00;44,00;10,00;8,00;8,00;5,00;2,00
2019-11-10;45,00;810,00;15,00;30,00;15,00;19,00;18,00;45,00;7,00;10,00;8,00;5,00;3,00
2019-11-17;51,00;777,75;6,38;38,25;25,50;27,00;25,00;49,00;18,00;6,00;6,00;11,00;6,00
2019-11-24;71,00;781,00;14,20;28,40;42,60;27,00;28,00;46,00;16,00;13,00;12,00;4,00;4,00
2019-12-01;55,00;852,50;13,75;41,25;27,50;29,00;22,00;36,00;13,00;9,00;11,00;4,00;4,00
2019-12-08;70,00;826,00;14,00;42,00;28,00;29,00;28,00;40,00;13,00;9,00;9,00;5,00;3,00
2019-12-15;81,00;850,50;13,50;40,50;27,00;33,00;37,00;35,00;25,00;15,00;14,00;7,00;5,00
2019-12-22;78,00;975,00;13,00;52,00;39,00;42,00;36,00;54,00;25,00;13,00;14,00;12,00;6,00
2019-12-29;79,00;1000,67;13,17;26,33;39,50;38,00;40,00;68,00;27,00;15,00;13,00;8,00;7,00
2020-01-05;87,00;1131,00;14,50;43,50;43,50;48,00;40,00;60,00;26,00;16,00;19,00;11,00;6,00
2020-01-12;89,00;1201,50;14,83;29,67;44,50;56,00;43,00;66,00;25,00;24,00;14,00;9,00;7,00
2020-01-19;93,00;1089,43;13,29;39,86;53,14;57,00;47,00;65,00;26,00;18,00;13,00;12,00;9,00
2020-01-26;81,00;904,50;13,50;40,50;40,50;53,00;34,00;50,00;22,00;16,00;12,00;9,00;7,00
2020-02-02;100,00;1000,00;14,29;28,57;42,86;37,00;38,00;64,00;25,00;21,00;13,00;10,00;5,00
2020-02-09;79,00;934,83;13,17;26,33;39,50;50,00;31,00;55,00;23,00;16,00;15,00;12,00;6,00
2020-02-16;93,00;983,14;13,29;39,86;39,86;43,00;41,00;53,00;23,00;15,00;17,00;12,00;6,00
2020-02-23;80,00;1040,00;13,33;53,33;53,33;61,00;43,00;46,00;19,00;23,00;11,00;12,00;6,00
2020-03-01;63,00;1134,00;15,75;63,00;63,00;41,00;38,00;43,00;15,00;19,00;14,00;7,00;4,00
2020-03-08;61,00;1235,25;15,25;45,75;45,75;44,00;33,00;49,00;18,00;18,00;8,00;4,00;3,00
2020-03-15;48,00;928,00;16,00;48,00;48,00;45,00;36,00;29,00;19,00;20,00;11,00;5,00;4,00
2020-03-22;40,00;533,33;6,67;40,00;40,00;36,00;30,00;25,00;11,00;13,00;10,00;4,00;3,00
2020-03-29;36,00;420,00;6,00;36,00;24,00;26,00;30,00;19,00;10,00;11,00;8,00;5,00;4,00
2020-04-05;45,00;525,00;15,00;30,00;30,00;33,00;24,00;21,00;15,00;13,00;5,00;6,00;2,00
2020-04-12;41,00;423,67;13,67;27,33;27,33;26,00;29,00;22,00;11,00;9,00;6,00;6,00;4,00
2020-04-19;40,00;373,33;13,33;13,33;26,67;28,00;20,00;19,00;14,00;11,00;13,00;4,00;5,00
2020-04-26;42,00;350,00;7,00;28,00;14,00;17,00;18,00;20,00;14,00;6,00;5,00;4,00;3,00
2020-05-03;36,00;324,00;6,00;12,00;24,00;23,00;21,00;21,00;13,00;9,00;9,00;4,00;3,00
2020-05-10;37,00;345,33;6,17;24,67;24,67;20,00;16,00;20,00;13,00;9,00;8,00;7,00;4,00
2020-05-17;48,00;528,00;8,00;32,00;32,00;27,00;26,00;27,00;12,00;14,00;7,00;5,00;3,00
2020-05-24;43,00;401,33;7,17;28,67;28,67;28,00;20,00;22,00;14,00;10,00;8,00;3,00;2,00
2020-05-31;42,00;406,00;14,00;14,00;14,00;26,00;23,00;24,00;8,00;12,00;11,00;5,00;4,00
2020-06-07;59,00;472,00;7,38;29,50;44,25;28,00;22,00;35,00;13,00;14,00;9,00;6,00;4,00
2020-06-14;59,00;486,75;14,75;44,25;29,50;33,00;20,00;26,00;17,00;16,00;12,00;5,00;8,00
2020-06-21;55,00;453,75;13,75;27,50;27,50;33,00;18,00;25,00;17,00;18,00;12,00;6,00;3,00
2020-06-28;45,00;435,00;15,00;30,00;45,00;23,00;26,00;22,00;16,00;15,00;7,00;3,00;7,00
2020-07-05;44,00;454,67;14,67;29,33;29,33;28,00;21,00;24,00;16,00;16,00;10,00;8,00;4,00
2020-07-12;50,00;412,50;12,50;25,00;25,00;31,00;25,00;29,00;10,00;13,00;37,00;8,00;3,00
2020-07-19;59,00;531,00;14,75;29,50;44,25;34,00;23,00;26,00;23,00;19,00;39,00;8,00;4,00
2020-07-26;54,00;486,00;13,50;40,50;40,50;33,00;39,00;29,00;14,00;21,00;17,00;10,00;5,00
2020-08-02;50,00;450,00;12,50;37,50;25,00;34,00;26,00;28,00;17,00;20,00;12,00;7,00;5,00
