Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;36,00;11,00;14,00;5,00;13,00;10,00;9,00;2,00;2,00;4,00;0,00;4,00;1,00;1,00;3,00;1,00;0,00;1,00;0,00;1,00;0,00
2019-01-13;33,00;10,00;10,00;12,00;7,00;7,00;6,00;1,00;1,00;2,00;0,00;3,00;1,00;2,00;1,00;0,00;4,00;0,00;0,00;0,00;1,00
2019-01-20;30,00;8,00;12,00;6,00;5,00;7,00;5,00;9,00;2,00;2,00;1,00;2,00;3,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00
2019-01-27;22,00;12,00;14,00;7,00;8,00;4,00;9,00;6,00;5,00;6,00;0,00;2,00;1,00;2,00;2,00;1,00;0,00;1,00;1,00;0,00;1,00
2019-02-03;18,00;6,00;15,00;12,00;5,00;9,00;7,00;10,00;3,00;2,00;4,00;5,00;2,00;0,00;1,00;1,00;0,00;1,00;2,00;0,00;0,00
2019-02-10;28,00;11,00;16,00;7,00;9,00;16,00;12,00;2,00;2,00;5,00;4,00;2,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2019-02-17;25,00;8,00;8,00;10,00;9,00;15,00;7,00;6,00;5,00;2,00;3,00;3,00;1,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00
2019-02-24;29,00;13,00;11,00;10,00;10,00;9,00;3,00;0,00;4,00;4,00;4,00;7,00;3,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00
2019-03-03;31,00;11,00;14,00;12,00;14,00;15,00;12,00;3,00;3,00;2,00;2,00;3,00;2,00;1,00;2,00;1,00;0,00;0,00;1,00;1,00;0,00
2019-03-10;23,00;12,00;11,00;9,00;7,00;7,00;8,00;1,00;3,00;1,00;0,00;4,00;2,00;2,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00
2019-03-17;26,00;11,00;18,00;10,00;7,00;7,00;8,00;1,00;0,00;8,00;1,00;3,00;4,00;0,00;3,00;0,00;1,00;0,00;1,00;0,00;0,00
2019-03-24;36,00;10,00;9,00;8,00;6,00;9,00;8,00;5,00;6,00;7,00;4,00;3,00;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-03-31;36,00;18,00;14,00;20,00;17,00;16,00;3,00;9,00;3,00;7,00;2,00;3,00;1,00;2,00;0,00;0,00;3,00;0,00;0,00;1,00;0,00
2019-04-07;46,00;17,00;24,00;15,00;6,00;23,00;7,00;4,00;6,00;8,00;7,00;5,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-04-14;35,00;6,00;24,00;26,00;11,00;15,00;7,00;5,00;5,00;7,00;5,00;7,00;1,00;1,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2019-04-21;41,00;17,00;23,00;21,00;11,00;7,00;13,00;8,00;5,00;7,00;1,00;3,00;2,00;0,00;0,00;1,00;2,00;0,00;0,00;0,00;0,00
2019-04-28;33,00;12,00;21,00;11,00;15,00;11,00;8,00;4,00;3,00;3,00;2,00;4,00;1,00;2,00;1,00;2,00;1,00;0,00;0,00;0,00;1,00
2019-05-05;43,00;15,00;14,00;14,00;5,00;10,00;3,00;8,00;4,00;4,00;1,00;3,00;2,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;1,00
2019-05-12;49,00;22,00;15,00;20,00;10,00;9,00;18,00;7,00;2,00;2,00;3,00;8,00;2,00;2,00;2,00;0,00;1,00;1,00;0,00;0,00;0,00
2019-05-19;45,00;16,00;12,00;7,00;13,00;13,00;15,00;8,00;4,00;4,00;2,00;5,00;3,00;0,00;0,00;0,00;0,00;1,00;1,00;0,00;2,00
2019-05-26;40,00;25,00;25,00;11,00;18,00;12,00;12,00;4,00;3,00;8,00;4,00;13,00;4,00;0,00;2,00;2,00;1,00;0,00;0,00;0,00;0,00
2019-06-02;40,00;15,00;23,00;10,00;14,00;15,00;6,00;8,00;3,00;5,00;2,00;10,00;2,00;2,00;1,00;2,00;2,00;1,00;0,00;0,00;1,00
2019-06-09;49,00;29,00;25,00;12,00;20,00;12,00;8,00;4,00;1,00;10,00;2,00;8,00;4,00;1,00;2,00;2,00;2,00;1,00;1,00;1,00;0,00
