Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;49,00;25,24;7,42;25,24;5,94;19,00;8,00;18,00;1,00;4,00;4,00;4,00;3,00;3,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00
2019-01-13;47,00;22,03;7,34;24,97;7,34;18,00;7,00;20,00;1,00;4,00;4,00;4,00;3,00;4,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00
2019-01-20;45,00;24,68;7,26;24,68;7,26;20,00;7,00;20,00;1,00;3,00;3,00;4,00;2,00;4,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-01-27;37,00;23,68;8,88;23,68;7,40;17,00;8,00;20,00;2,00;4,00;3,00;5,00;3,00;3,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-02-03;37,00;25,62;9,96;24,19;7,12;18,00;9,00;22,00;2,00;3,00;4,00;5,00;3,00;4,00;1,00;1,00;2,00;2,00;1,00;1,00;1,00
2019-02-10;36,00;27,36;10,08;30,24;7,20;20,00;9,00;22,00;2,00;4,00;6,00;6,00;4,00;4,00;1,00;2,00;3,00;2,00;1,00;1,00;1,00
2019-02-17;37,00;34,04;11,84;32,56;10,36;22,00;10,00;22,00;2,00;5,00;6,00;5,00;5,00;5,00;1,00;2,00;3,00;3,00;1,00;1,00;2,00
2019-02-24;39,00;31,78;13,00;28,89;10,11;22,00;9,00;22,00;2,00;5,00;6,00;5,00;4,00;6,00;1,00;2,00;3,00;3,00;1,00;1,00;1,00
2019-03-03;36,00;30,24;11,52;27,36;10,08;20,00;11,00;24,00;1,00;5,00;5,00;5,00;4,00;4,00;2,00;1,00;2,00;2,00;0,50;1,00;1,00
2019-03-10;42,00;26,07;10,14;26,07;10,14;21,00;10,00;23,00;2,00;4,00;4,00;5,00;4,00;5,00;1,00;1,00;2,00;2,00;1,00;1,00;1,00
2019-03-17;36,00;30,24;11,52;27,36;8,64;19,00;10,00;22,00;2,00;5,00;6,00;5,00;5,00;6,00;1,00;2,00;3,00;2,00;0,50;1,00;1,00
2019-03-24;42,00;30,41;14,48;26,07;10,14;22,00;10,00;24,00;2,00;5,00;6,00;6,00;6,00;7,00;1,00;2,00;4,00;1,00;0,50;1,00;1,00
2019-03-31;55,00;36,18;14,47;30,39;11,58;24,00;10,00;23,00;2,00;6,00;5,00;7,00;5,00;6,00;2,00;2,00;3,00;3,00;1,00;1,00;2,00
2019-04-07;59,00;33,10;20,15;31,66;14,39;30,00;12,00;27,00;2,00;7,00;6,00;9,00;7,00;6,00;2,00;3,00;3,00;3,00;1,00;1,00;2,00
2019-04-14;68,00;41,39;25,13;39,91;20,70;30,00;12,00;30,00;3,00;7,00;8,00;8,00;8,00;7,00;2,00;4,00;4,00;5,00;1,00;1,00;1,00
2019-04-21;66,00;42,53;23,47;38,13;19,07;31,00;14,00;31,00;2,00;7,00;6,00;9,00;7,00;9,00;2,00;3,00;4,00;6,00;1,00;1,00;2,00
2019-04-28;62,00;40,37;23,07;36,05;15,86;28,00;14,00;27,00;2,00;7,00;7,00;10,00;8,00;9,00;3,00;3,00;5,00;4,00;1,00;1,00;1,00
2019-05-05;60,00;35,12;17,56;29,27;13,17;27,00;12,00;29,00;1,00;6,00;6,00;10,00;6,00;7,00;2,00;2,00;3,00;3,00;1,00;1,00;1,00
2019-05-12;60,00;36,59;16,10;29,27;14,63;27,00;16,00;28,00;2,00;7,00;6,00;11,00;5,00;6,00;2,00;2,00;3,00;4,00;1,00;1,00;1,00
2019-05-19;59,00;37,41;20,15;31,66;20,15;28,00;17,00;28,00;2,00;7,00;5,00;10,00;8,00;8,00;2,00;2,00;4,00;4,00;1,00;1,00;1,00
2019-05-26;62,00;39,86;28,05;36,90;26,57;33,00;13,00;30,00;2,00;9,00;7,00;12,00;11,00;10,00;3,00;3,00;6,00;5,00;1,00;1,00;2,00
2019-06-02;68,00;36,17;23,15;30,38;23,15;29,00;13,00;27,00;3,00;8,00;6,00;12,00;8,00;10,00;2,00;2,00;3,00;5,00;1,00;1,00;2,00
2019-06-09;72,00;42,61;17,63;32,33;23,51;35,00;14,00;30,00;2,00;9,00;6,00;12,00;7,00;10,00;3,00;2,00;4,00;6,00;1,00;1,00;2,00
2019-06-16;78,00;39,74;22,08;32,38;26,49;34,00;15,00;30,00;2,00;11,00;7,00;13,00;9,00;13,00;3,00;3,00;4,00;4,00;1,00;1,00;2,00
2019-06-23;79,00;42,43;21,94;36,57;26,33;35,00;17,00;33,00;3,00;12,00;12,00;12,00;11,00;12,00;4,00;3,00;5,00;5,00;1,00;1,00;2,00
2019-06-30;78,00;47,67;20,22;39,00;30,33;37,00;16,00;35,00;2,00;15,00;8,00;14,00;11,00;12,00;4,00;4,00;4,00;5,00;1,00;2,00;2,00
2019-07-07;79,00;54,13;24,87;39,50;38,04;45,00;18,00;37,00;3,00;23,00;9,00;15,00;13,00;14,00;5,00;4,00;6,00;7,00;1,00;2,00;3,00
2019-07-14;80,00;58,18;29,09;43,64;40,73;54,00;21,00;37,00;3,00;22,00;10,00;17,00;14,00;16,00;6,00;5,00;6,00;7,00;1,00;3,00;3,00
2019-07-21;85,00;71,81;33,71;46,90;43,97;58,00;20,00;44,00;4,00;22,00;11,00;16,00;16,00;18,00;6,00;5,00;6,00;8,00;1,00;2,00;4,00
2019-07-28;88,00;74,80;35,20;54,27;49,87;59,00;22,00;46,00;3,00;26,00;10,00;19,00;19,00;17,00;5,00;7,00;7,00;8,00;2,00;3,00;3,00
2019-08-04;96,00;94,55;40,73;61,09;61,09;65,00;30,00;48,00;4,00;28,00;10,00;20,00;20,00;22,00;6,00;8,00;8,00;11,00;2,00;2,00;3,00
2019-08-11;100,00;104,35;44,93;59,42;62,32;69,00;28,00;50,00;4,00;27,00;8,00;21,00;18,00;25,00;8,00;7,00;8,00;13,00;2,00;3,00;4,00
2019-08-18;86,00;145,76;34,98;46,64;46,64;59,00;24,00;44,00;5,00;22,00;11,00;21,00;17,00;17,00;8,00;7,00;7,00;11,00;1,00;3,00;2,00
2019-08-25;76,00;74,54;26,31;40,92;29,23;43,00;17,00;33,00;2,00;14,00;8,00;15,00;10,00;12,00;4,00;4,00;5,00;6,00;1,00;2,00;2,00
2019-09-01;78,00;44,78;20,22;36,11;20,22;35,00;15,00;34,00;2,00;9,00;5,00;13,00;7,00;9,00;2,00;3,00;3,00;4,00;0,50;1,00;2,00
2019-09-08;71,00;37,67;17,39;33,33;17,39;28,00;14,00;29,00;2,00;7,00;5,00;13,00;8,00;8,00;2,00;2,00;3,00;5,00;0,50;1,00;2,00
2019-09-15;67,00;37,87;16,02;30,59;14,57;27,00;11,00;30,00;2,00;5,00;5,00;11,00;5,00;6,00;2,00;3,00;3,00;5,00;1,00;1,00;1,00
2019-09-22;64,00;33,45;11,64;33,45;10,18;24,00;12,00;25,00;1,00;4,00;4,00;10,00;4,00;6,00;1,00;2,00;3,00;3,00;0,50;0,50;1,00
2019-09-29;60,00;30,73;8,78;29,27;8,78;19,00;10,00;25,00;1,00;3,00;4,00;7,00;4,00;5,00;1,00;2,00;2,00;2,00;0,50;0,50;1,00
2019-10-06;58,00;30,45;8,70;29,00;7,25;23,00;9,00;25,00;1,00;3,00;4,00;7,00;3,00;4,00;1,00;2,00;2,00;2,00;1,00;0,50;1,00
2019-10-13;61,00;29,05;8,71;29,05;7,26;23,00;9,00;27,00;1,00;2,00;3,00;6,00;4,00;5,00;1,00;2,00;2,00;3,00;0,50;1,00;1,00
2019-10-20;68,00;34,72;11,57;33,28;10,13;23,00;9,00;30,00;2,00;5,00;4,00;7,00;4,00;6,00;1,00;3,00;3,00;3,00;1,00;0,50;1,00
2019-10-27;59,00;37,41;10,07;38,85;11,51;21,00;10,00;28,00;2,00;3,00;5,00;6,00;4,00;4,00;1,00;1,00;2,00;3,00;0,50;0,50;1,00
2019-11-03;54,00;27,73;7,30;27,73;5,84;20,00;8,00;25,00;1,00;3,00;3,00;5,00;4,00;4,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-11-10;51,00;24,77;4,37;27,69;4,37;21,00;7,00;26,00;1,00;4,00;3,00;4,00;5,00;3,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
2019-11-17;54,00;21,89;4,38;23,35;4,38;24,00;7,00;25,00;1,00;6,00;3,00;3,00;3,00;4,00;1,00;1,00;1,00;1,00;0,50;0,50;1,00
2019-11-24;51,00;21,86;5,83;23,31;4,37;24,00;8,00;25,00;1,00;7,00;2,00;4,00;2,00;4,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00
