Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;8,00;0,00;15,00;32,00;8,00;76,00;0,00;0,00;45,33;10,00;18,00;104,00;0,00;0,00;0,00;304,00;8,00;16,00;61,33;0,00;16,00
2019-01-13;15,00;8,00;23,00;24,00;0,00;54,55;0,00;8,18;15,00;0,00;38,33;51,67;0,00;0,00;5,00;145,00;30,00;0,00;83,57;6,43;0,00
2019-01-20;15,00;0,00;37,00;23,00;7,00;6,82;0,00;6,82;15,00;16,88;31,88;31,88;0,00;0,00;0,00;145,00;5,00;30,00;55,00;0,00;15,00
2019-01-27;7,00;0,00;0,00;0,00;7,00;44,80;0,00;7,00;15,40;0,00;38,50;50,75;0,00;0,00;0,00;182,00;0,00;14,00;72,33;0,00;14,00
2019-02-03;15,00;0,00;0,00;8,00;0,00;46,36;0,00;0,00;0,00;8,33;21,67;36,67;0,00;0,00;0,00;120,00;20,00;15,00;55,00;0,00;7,50
2019-02-10;8,00;0,00;8,00;16,00;0,00;30,67;0,00;0,00;8,00;0,00;36,00;52,00;0,00;0,00;0,00;152,00;0,00;0,00;50,67;0,00;0,00
2019-02-17;23,00;0,00;47,00;16,00;0,00;16,24;0,00;0,00;23,00;8,85;31,85;47,77;7,08;0,00;0,00;218,50;17,25;6,90;0,00;0,00;16,10
2019-02-24;23,00;8,00;0,00;0,00;0,00;31,12;0,00;14,88;14,88;0,00;56,62;53,08;0,00;0,00;0,00;172,50;5,75;0,00;66,70;6,90;0,00
2019-03-03;38,00;23,00;15,00;8,00;0,00;31,21;0,00;0,00;14,93;0,00;31,09;60,45;0,00;0,00;0,00;211,71;5,43;14,25;7,13;7,13;23,75
2019-03-10;23,00;0,00;15,00;8,00;0,00;37,88;0,00;0,00;0,00;7,08;23,00;44,23;0,00;5,75;0,00;195,50;0,00;0,00;64,40;0,00;29,90
2019-03-17;15,00;0,00;0,00;0,00;0,00;60,00;0,00;0,00;8,18;0,00;36,67;35,00;6,67;0,00;0,00;90,00;0,00;0,00;32,50;0,00;0,00
2019-03-24;8,00;0,00;15,00;16,00;0,00;37,33;0,00;0,00;8,00;0,00;18,00;104,00;0,00;8,00;0,00;264,00;24,00;0,00;42,67;0,00;16,00
2019-03-31;23,00;8,00;0,00;33,00;0,00;8,12;8,12;8,12;8,12;0,00;15,92;125,62;0,00;0,00;0,00;132,25;5,75;16,10;23,00;6,90;16,10
2019-04-07;30,00;0,00;30,00;24,00;0,00;53,18;0,00;0,00;8,18;0,00;7,06;75,88;0,00;0,00;0,00;155,00;5,00;73,85;36,92;0,00;13,85
2019-04-14;32,00;16,00;32,00;17,00;0,00;24,00;0,00;0,00;8,00;0,00;33,78;48,00;16,00;0,00;0,00;122,67;0,00;16,00;38,86;32,00;16,00
2019-04-21;8,00;0,00;24,00;17,00;8,00;117,33;0,00;8,00;8,00;22,40;30,40;86,40;8,00;0,00;0,00;264,00;24,00;8,00;64,00;0,00;26,67
2019-04-28;15,00;7,00;7,00;8,00;0,00;60,00;0,00;0,00;15,00;15,00;36,67;63,33;6,67;0,00;0,00;225,00;40,00;32,50;40,00;15,00;7,50
