Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;23,00;34,00;34,00;0,00;0,00;23,00;0,00;0,00;0,00;11,50;88,17;57,50;0,00;0,00;0,00;0,00;0,00;10,73;0,00;10,73;21,47
2019-01-13;69,00;46,00;34,00;0,00;0,00;0,00;22,47;0,00;35,30;0,00;80,50;99,67;0,00;0,00;0,00;57,87;0,00;0,00;58,02;10,98;0,00
2019-01-20;68,00;46,00;34,00;11,00;0,00;33,21;11,07;0,00;0,00;0,00;98,22;45,33;11,33;0,00;11,15;11,15;11,15;10,82;0,00;0,00;23,18
2019-01-27;34,00;34,00;0,00;0,00;0,00;102,00;0,00;0,00;11,33;11,33;162,44;52,89;0,00;0,00;0,00;23,80;0,00;0,00;66,45;0,00;10,82
2019-02-03;59,00;47,00;23,00;0,00;0,00;70,16;0,00;11,16;0,00;11,80;165,20;94,40;0,00;0,00;0,00;47,87;12,25;0,00;23,29;0,00;12,42
2019-02-10;36,00;36,00;24,00;12,00;0,00;73,64;0,00;11,45;11,45;0,00;96,00;84,00;0,00;0,00;0,00;37,13;0,00;0,00;23,48;0,00;12,52
2019-02-17;24,00;24,00;12,00;12,00;0,00;48,00;0,00;0,00;35,20;12,00;184,00;72,00;0,00;0,00;0,00;50,29;12,57;0,00;12,80;0,00;12,80
2019-02-24;35,00;47,00;0,00;12,00;0,00;93,86;11,14;0,00;11,14;0,00;163,33;58,33;0,00;0,00;0,00;48,55;0,00;0,00;0,00;0,00;0,00
2019-03-03;55,00;67,00;22,00;11,00;0,00;11,00;11,00;0,00;22,00;0,00;113,93;133,57;11,79;0,00;0,00;67,10;0,00;10,69;10,69;0,00;10,69
2019-03-10;45,00;57,00;34,00;34,00;0,00;66,72;0,00;10,86;10,86;11,25;142,50;86,25;0,00;0,00;0,00;46,10;21,95;0,00;10,86;0,00;0,00
2019-03-17;70,00;23,00;35,00;0,00;0,00;93,86;0,00;11,14;11,14;0,00;151,67;58,33;0,00;0,00;0,00;60,00;11,11;10,89;46,67;0,00;23,33
2019-03-24;0,00;0,00;23,00;35,00;0,00;44,00;0,00;15,00;15,00;0,00;21,00;24,00;0,00;0,00;10,00;43,00;10,00;0,00;15,00;0,00;7,00
2019-03-31;58,00;70,00;58,00;23,00;0,00;58,00;0,00;10,97;10,97;11,60;127,60;69,60;0,00;0,00;0,00;35,02;0,00;10,97;58,00;0,00;0,00
2019-04-07;22,00;55,00;55,00;22,00;11,00;33,00;0,00;11,00;33,00;0,00;176,00;124,67;11,00;11,00;0,00;56,10;11,00;11,00;66,00;0,00;33,00
2019-04-14;65,00;39,00;39,00;26,00;13,00;65,00;0,00;0,00;38,05;0,00;382,35;114,71;26,76;0,00;0,00;106,47;0,00;0,00;77,38;12,38;12,38
2019-04-21;64,00;90,00;25,00;25,00;0,00;51,20;12,80;12,80;25,60;26,35;199,53;124,24;0,00;0,00;0,00;38,62;12,14;0,00;64,00;0,00;12,49
