Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;42,00;924,00;21,00;21,00;21,00;22,00;16,00;33,00;10,00;9,00;4,00;6,00;3,00
2019-01-13;45,00;600,00;15,00;15,00;15,00;24,00;22,00;30,00;9,00;12,00;4,00;3,00;0,00
2019-01-20;50,00;600,00;33,33;16,67;33,33;22,00;12,00;38,00;6,00;12,00;17,00;3,00;2,00
2019-01-27;13,00;468,00;13,00;13,00;13,00;14,00;18,00;7,00;7,00;9,00;7,00;6,00;0,00
2019-02-03;23,00;897,00;11,50;23,00;23,00;21,00;14,00;4,00;6,00;15,00;4,00;4,00;3,00
2019-02-10;27,00;540,00;13,50;13,50;13,50;24,00;14,00;2,00;6,00;8,00;7,00;10,00;0,00
2019-02-17;29,00;522,00;7,25;14,50;43,50;24,00;14,00;5,00;15,00;11,00;5,00;5,00;2,00
2019-02-24;36,00;774,00;18,00;9,00;18,00;33,00;25,00;9,00;13,00;8,00;4,00;4,00;2,00
2019-03-03;37,00;758,50;18,50;18,50;18,50;19,00;20,00;7,00;15,00;4,00;15,00;3,00;0,00
2019-03-10;32,00;656,00;16,00;16,00;32,00;32,00;8,00;10,00;16,00;12,00;4,00;7,00;2,00
2019-03-17;23,00;805,00;23,00;23,00;11,50;20,00;22,00;4,00;9,00;10,00;4,00;4,00;8,00
2019-03-24;30,00;600,00;7,50;15,00;15,00;36,00;19,00;3,00;10,00;6,00;1,00;4,00;0,00
2019-03-31;51,00;680,00;17,00;17,00;17,00;18,00;21,00;12,00;5,00;8,00;14,00;6,00;8,00
2019-04-07;64,00;688,00;16,00;16,00;32,00;42,00;15,00;23,00;7,00;6,00;7,00;12,00;3,00
2019-04-14;49,00;1633,33;32,67;32,67;16,33;23,00;17,00;36,00;9,00;11,00;8,00;8,00;7,00
2019-04-21;60,00;705,00;15,00;15,00;15,00;31,00;18,00;41,00;8,00;13,00;5,00;9,00;12,00
2019-04-28;65,00;861,25;16,25;16,25;16,25;17,00;22,00;29,00;14,00;9,00;15,00;9,00;3,00
2019-05-05;53,00;636,00;17,67;17,67;35,33;14,00;24,00;55,00;19,00;9,00;4,00;4,00;6,00
2019-05-12;53,00;706,67;17,67;17,67;17,67;35,00;19,00;24,00;12,00;7,00;1,00;9,00;5,00
2019-05-19;59,00;806,33;19,67;19,67;59,00;22,00;21,00;23,00;10,00;16,00;7,00;7,00;8,00
2019-05-26;48,00;704,00;32,00;32,00;32,00;29,00;34,00;41,00;9,00;15,00;7,00;9,00;8,00
2019-06-02;55,00;861,67;36,67;18,33;18,33;23,00;37,00;36,00;15,00;8,00;7,00;5,00;4,00
2019-06-09;61,00;594,75;15,25;15,25;15,25;31,00;28,00;55,00;13,00;20,00;10,00;8,00;2,00
2019-06-16;64,00;640,00;16,00;16,00;16,00;37,00;27,00;49,00;16,00;11,00;11,00;4,00;6,00
2019-06-23;63,00;630,00;15,75;15,75;47,25;23,00;20,00;40,00;26,00;16,00;7,00;7,00;9,00
2019-06-30;72,00;774,00;36,00;36,00;126,00;25,00;29,00;48,00;15,00;16,00;15,00;17,00;9,00
2019-07-07;72,00;918,00;36,00;36,00;54,00;46,00;29,00;48,00;26,00;16,00;9,00;9,00;12,00
2019-07-14;83,00;913,00;16,60;33,20;33,20;35,00;37,00;41,00;23,00;29,00;12,00;9,00;13,00
2019-07-21;71,00;940,75;35,50;35,50;35,50;53,00;61,00;50,00;21,00;20,00;16,00;5,00;12,00
2019-07-28;78,00;998,40;15,60;31,20;31,20;21,00;39,00;54,00;29,00;24,00;6,00;14,00;12,00
2019-08-04;60,00;840,00;15,00;45,00;30,00;36,00;38,00;51,00;16,00;28,00;12,00;8,00;7,00
2019-08-11;63,00;771,75;15,75;31,50;31,50;30,00;26,00;35,00;14,00;18,00;12,00;6,00;2,00
