Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;36,00;414,00;90,00;36,00;18,00;22,00;17,00;17,00;7,00;9,00;4,00;4,00;3,00
2019-01-13;33,00;363,00;99,00;33,00;16,50;22,00;27,00;13,00;12,00;2,00;10,00;7,00;4,00
2019-01-20;30,00;270,00;90,00;15,00;30,00;25,00;19,00;17,00;10,00;7,00;5,00;4,00;3,00
2019-01-27;22,00;231,00;55,00;22,00;22,00;30,00;14,00;5,00;9,00;11,00;5,00;5,00;0,00
2019-02-03;18,00;414,00;72,00;36,00;36,00;27,00;14,00;3,00;9,00;11,00;5,00;3,00;2,00
2019-02-10;28,00;322,00;56,00;28,00;14,00;30,00;16,00;4,00;11,00;16,00;12,00;9,00;1,00
2019-02-17;25,00;262,50;50,00;25,00;25,00;30,00;27,00;3,00;10,00;9,00;8,00;8,00;2,00
2019-02-24;29,00;333,50;72,50;29,00;29,00;29,00;16,00;1,00;6,00;9,00;8,00;7,00;4,00
2019-03-03;31,00;403,00;77,50;31,00;31,00;26,00;26,00;4,00;8,00;13,00;7,00;8,00;2,00
2019-03-10;23,00;276,00;46,00;23,00;23,00;31,00;15,00;3,00;11,00;10,00;10,00;8,00;1,00
2019-03-17;26,00;338,00;39,00;13,00;13,00;22,00;17,00;6,00;5,00;15,00;4,00;2,00;2,00
2019-03-24;36,00;288,00;60,00;24,00;24,00;34,00;21,00;7,00;9,00;8,00;7,00;15,00;4,00
2019-03-31;36,00;300,00;60,00;12,00;12,00;43,00;24,00;14,00;19,00;12,00;11,00;12,00;9,00
2019-04-07;46,00;429,33;107,33;30,67;30,67;30,00;28,00;14,00;7,00;10,00;2,00;12,00;5,00
2019-04-14;35,00;1750,00;122,50;52,50;17,50;37,00;33,00;18,00;12,00;10,00;11,00;9,00;7,00
2019-04-21;41,00;341,67;68,33;27,33;27,33;43,00;25,00;7,00;10,00;12,00;9,00;11,00;2,00
2019-04-28;33,00;363,00;66,00;16,50;33,00;22,00;18,00;21,00;10,00;4,00;11,00;9,00;5,00
2019-05-05;43,00;315,33;57,33;28,67;14,33;31,00;29,00;20,00;15,00;15,00;2,00;12,00;4,00
2019-05-12;49,00;343,00;81,67;16,33;32,67;35,00;23,00;10,00;4,00;9,00;8,00;4,00;1,00
2019-05-19;45,00;345,00;75,00;30,00;30,00;24,00;29,00;24,00;8,00;7,00;12,00;8,00;3,00
2019-05-26;40,00;293,33;93,33;26,67;26,67;34,00;24,00;20,00;10,00;4,00;8,00;15,00;8,00
2019-06-02;40,00;306,67;66,67;13,33;26,67;43,00;26,00;18,00;10,00;8,00;9,00;7,00;11,00
2019-06-09;49,00;326,67;98,00;32,67;32,67;51,00;31,00;26,00;12,00;6,00;8,00;13,00;4,00
2019-06-16;55,00;302,50;82,50;27,50;27,50;39,00;21,00;15,00;16,00;11,00;6,00;17,00;3,00
2019-06-23;51,00;280,50;76,50;25,50;38,25;26,00;27,00;27,00;19,00;14,00;9,00;13,00;6,00
2019-06-30;48,00;416,00;112,00;48,00;48,00;55,00;41,00;21,00;22,00;19,00;15,00;13,00;8,00
2019-07-07;58,00;377,00;87,00;43,50;29,00;35,00;46,00;27,00;10,00;15,00;3,00;21,00;8,00
2019-07-14;80,00;386,67;106,67;40,00;26,67;48,00;37,00;17,00;18,00;26,00;9,00;17,00;11,00
2019-07-21;65,00;351,00;91,00;39,00;13,00;50,00;40,00;25,00;13,00;18,00;9,00;12,00;7,00
2019-07-28;63,00;504,00;126,00;15,75;47,25;48,00;37,00;25,00;11,00;16,00;12,00;17,00;9,00
2019-08-04;53,00;384,25;106,00;26,50;39,75;52,00;38,00;25,00;16,00;12,00;7,00;11,00;8,00
2019-08-11;57,00;384,75;99,75;28,50;28,50;42,00;42,00;16,00;8,00;19,00;16,00;13,00;8,00
2019-08-18;45,00;360,00;105,00;30,00;30,00;42,00;22,00;22,00;12,00;14,00;7,00;8,00;5,00
