Semaine;Chamonix (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-01-24;50,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;21,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;9,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;13,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00
2021-02-14;13,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;17,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;12,00;0,00;4,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;18,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;13,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;18,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;35,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-06-20;9,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-06-27;30,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;10,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;14,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;18,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;18,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;17,00;9,00;0,00;0,00;0,00;4,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;5,00;0,00;5,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;9,00;0,00;0,00;0,00;0,00;5,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;23,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;18,00;5,00;5,00;5,00;5,00;0,00;14,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;14,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2021-09-12;28,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;5,00;0,00;0,00;5,00;5,00;0,00;14,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2021-09-19;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;18,00;0,00;5,00;5,00;5,00;0,00;14,00;9,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;33,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;5,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;14,00;0,00;0,00;9,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;24,00;5,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;19,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;5,00;5,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;33,00;0,00;0,00;14,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;9,00;0,00;0,00;0,00;14,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;19,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;5,00;0,00;5,00;0,00;5,00;5,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;34,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;14,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;19,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;5,00;0,00;9,00;9,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;14,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;9,00;5,00;5,00;0,00;0,00;0,00;14,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;9,00;0,00;14,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;24,00;0,00;5,00;0,00;0,00;5,00;9,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;28,00;9,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;20,00;10,00;0,00;10,00;0,00;29,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;38,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;16,00;16,00;5,00;0,00;32,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;64,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;21,00;0,00;0,00;0,00;0,00;0,00;11,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-02;51,00;0,00;0,00;10,00;0,00;5,00;0,00;0,00;5,00;0,00;10,00;30,00;0,00;15,00;0,00;0,00;5,00;10,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-09;59,00;0,00;5,00;5,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;15,00;0,00;19,00;0,00;5,00;0,00;34,00;0,00;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-16;49,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;29,00;5,00;5,00;0,00;0,00;0,00;15,00;19,00;19,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-23;29,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;24,00;24,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-30;70,00;0,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;15,00;5,00;10,00;10,00;5,00;15,00;35,00;15,00;0,00;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2022-02-06;86,00;0,00;0,00;10,00;0,00;5,00;10,00;0,00;5,00;0,00;5,00;25,00;15,00;0,00;0,00;0,00;5,00;15,00;5,00;10,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-13;92,00;0,00;15,00;5,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;15,00;0,00;10,00;5,00;0,00;0,00;66,00;10,00;5,00;20,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-20;50,00;0,00;0,00;5,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;10,00;10,00;0,00;5,00;0,00;0,00;75,00;0,00;15,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2022-02-27;59,00;0,00;0,00;10,00;0,00;10,00;10,00;0,00;0,00;0,00;10,00;29,00;0,00;0,00;0,00;0,00;0,00;44,00;5,00;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-06;55,00;0,00;5,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;20,00;0,00;0,00;0,00;5,00;0,00;15,00;5,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-13;58,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;5,00;0,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-20;50,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;10,00;0,00;5,00;0,00;10,00;0,00;35,00;15,00;20,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00
2022-03-27;24,00;0,00;5,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;24,00;5,00;5,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-03;36,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;0,00;0,00;27,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-10;46,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;5,00;0,00;20,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-17;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-24;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-01;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-08;10,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-22;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-29;15,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-05;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-12;32,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-19;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-26;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
