Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;57,00;190,00;79,17;171,00;0,00;12,00;8,00;16,00;16,00
2019-01-13;45,00;160,71;70,71;151,07;3,21;4,00;16,00;28,00;16,00
2019-01-20;44,00;113,14;44,00;128,86;3,14;8,00;8,00;8,00;8,00
2019-01-27;24,00;113,14;41,14;126,86;3,43;8,00;12,00;20,00;8,00
2019-02-03;37,00;134,55;43,73;104,27;13,45;0,00;8,00;24,00;4,00
2019-02-10;37,00;129,50;40,08;89,42;0,00;12,00;16,00;8,00;4,00
2019-02-17;21,00;66,00;60,00;102,00;3,00;8,00;8,00;25,00;4,00
2019-02-24;41,00;75,69;53,62;94,62;9,46;4,00;12,00;16,00;12,00
2019-03-03;33,00;92,40;82,50;118,80;0,00;12,00;8,00;12,00;4,00
2019-03-10;29,00;106,33;54,78;122,44;0,00;8,00;16,00;8,00;8,00
2019-03-17;30,00;116,67;46,67;110,00;13,33;12,00;13,00;17,00;12,00
2019-03-24;26,00;120,25;39,00;165,75;9,75;13,00;17,00;13,00;4,00
2019-03-31;21,00;101,50;52,50;164,50;0,00;0,00;25,00;12,00;4,00
2019-04-07;13,00;78,00;35,75;100,75;0,00;9,00;4,00;13,00;4,00
2019-04-14;41,00;94,62;53,62;110,38;3,15;4,00;27,00;13,00;9,00
2019-04-21;26,00;78,00;13,00;123,50;0,00;4,00;13,00;4,00;0,00
2019-04-28;28,00;59,11;65,33;84,00;3,11;4,00;56,00;12,00;8,00
2019-05-05;40,00;53,33;56,67;86,67;3,33;4,00;0,00;8,00;12,00
2019-05-12;16,00;83,20;22,40;96,00;3,20;0,00;29,00;4,00;8,00
2019-05-19;36,00;62,18;29,45;170,18;3,27;16,00;28,00;8,00;4,00
2019-05-26;32,00;73,60;25,60;89,60;3,20;4,00;16,00;8,00;0,00
2019-06-02;23,00;65,71;39,43;92,00;6,57;4,00;11,00;0,00;4,00
2019-06-09;27,00;78,00;24,00;90,00;3,00;23,00;8,00;8,00;12,00
2019-06-16;33,00;72,60;56,10;135,30;0,00;4,00;8,00;8,00;20,00
2019-06-23;26,00;71,50;35,75;130,00;0,00;4,00;38,00;4,00;21,00
2019-06-30;40,00;66,67;33,33;150,00;0,00;4,00;17,00;4,00;13,00
2019-07-07;26,00;110,50;26,00;104,00;0,00;8,00;13,00;8,00;13,00
