Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;30,00;23,00;5,00;26,00;7,00;37,89;6,32;3,16;17,37;3,53;68,82;67,06;17,65;4,74;9,47;45,79;3,16;7,50;9,00;15,00;16,50
2019-01-13;35,00;32,00;6,00;25,00;10,00;46,14;6,36;1,59;17,50;5,25;52,50;63,00;14,00;6,36;9,55;65,23;3,18;45,21;8,75;20,42;17,50
2019-01-20;36,00;23,00;7,00;24,00;11,00;43,83;6,26;3,13;20,35;3,43;54,86;61,71;13,71;9,39;9,39;78,26;1,57;23,04;7,20;23,04;21,60
2019-01-27;36,00;24,00;4,00;15,00;5,00;42,55;4,91;3,27;19,64;1,71;73,71;70,29;10,29;4,70;9,39;72,00;4,70;3,00;54,00;7,50;15,00
2019-02-03;43,00;27,00;6,00;14,00;3,00;43,00;7,96;3,19;27,07;3,58;69,88;80,63;12,54;3,19;6,37;58,93;6,37;4,45;44,48;7,41;11,86
2019-02-10;49,00;31,00;6,00;16,00;5,00;47,37;11,43;1,63;26,13;3,50;63,00;87,50;12,25;3,16;9,48;60,06;6,32;2,97;65,33;8,91;13,36
2019-02-17;49,00;28,00;7,00;16,00;5,00;45,73;13,07;3,27;35,93;8,75;66,50;80,50;14,00;3,16;6,32;66,39;4,74;2,97;54,94;5,94;13,36
2019-02-24;61,00;41,00;8,00;15,00;4,00;49,76;9,63;4,82;27,29;5,23;54,03;83,66;10,46;1,56;3,13;59,44;4,69;5,81;43,57;7,26;11,62
2019-03-03;53,00;35,00;8,00;12,00;3,00;48,18;14,45;4,82;22,48;7,07;45,93;79,50;7,07;3,12;4,68;56,12;6,24;4,42;44,17;7,36;16,19
2019-03-10;48,00;30,00;5,00;17,00;4,00;43,20;14,40;4,80;22,40;3,56;44,44;83,56;8,89;3,20;1,60;49,60;4,80;4,50;45,00;10,50;16,50
2019-03-17;59,00;38,00;5,00;20,00;4,00;54,22;12,76;3,19;25,51;12,15;41,65;79,82;10,41;4,66;6,21;55,89;4,66;5,90;45,73;7,38;13,28
2019-03-24;65,00;37,00;4,00;14,00;5,00;44,39;11,10;3,17;23,78;8,55;46,18;85,53;10,26;3,10;3,10;69,64;6,19;1,48;48,75;7,39;16,25
2019-03-31;53,00;41,00;9,00;26,00;13,00;51,39;9,64;4,82;22,48;19,43;53,00;77,73;15,90;6,24;3,12;73,26;4,68;5,89;8,83;22,08;22,08
2019-04-07;63,00;46,00;6,00;32,00;17,00;61,38;14,54;3,23;24,23;14,00;50,75;92,75;29,75;4,73;1,58;74,03;7,88;10,26;7,33;27,84;27,84
2019-04-14;64,00;50,00;10,00;27,00;17,00;68,80;19,20;6,40;28,80;13,84;64,00;93,41;24,22;7,80;3,12;90,54;4,68;10,18;10,18;36,36;29,09
2019-04-21;66,00;52,00;10,00;39,00;19,00;72,44;17,71;6,44;19,32;12,16;62,53;99,00;19,11;4,71;4,71;69,14;6,29;7,33;7,33;33,73;33,73
2019-04-28;67,00;50,00;10,00;36,00;21,00;62,21;14,36;4,79;19,14;5,29;63,47;95,21;22,92;9,35;1,56;70,12;6,23;13,40;11,91;31,27;31,27
2019-05-05;63,00;38,00;9,00;32,00;17,00;59,77;21,00;6,46;27,46;8,75;45,50;85,75;21,00;9,45;4,73;72,45;7,88;5,86;8,79;30,77;27,84
2019-05-12;51,00;38,00;7,00;26,00;19,00;54,19;12,75;4,78;14,34;5,28;47,48;84,41;17,59;9,56;1,59;70,13;6,38;10,50;7,50;30,00;25,50
2019-05-19;59,00;39,00;6,00;28,00;19,00;55,81;17,54;7,97;19,14;5,21;52,06;72,88;17,35;9,32;3,11;71,42;6,21;5,90;10,33;26,55;26,55
2019-05-26;77,00;44,00;12,00;31,00;21,00;75,40;22,46;4,81;27,27;12,25;70,00;98,00;31,50;9,43;3,14;95,86;6,29;11,85;11,85;37,02;32,58
2019-06-02;46,00;30,00;16,00;33,00;18,00;65,03;12,69;4,76;22,21;7,08;60,15;102,62;21,23;11,10;3,17;109,45;4,76;10,39;11,87;31,16;29,68
2019-06-09;65,00;40,00;12,00;30,00;20,00;61,83;9,51;4,76;26,95;8,78;57,97;93,11;15,81;7,93;3,17;76,10;4,76;7,39;10,34;31,02;35,45
2019-06-16;56,00;38,00;9,00;32,00;19,00;68,80;12,80;4,80;28,80;7,00;56,00;101,50;22,75;4,67;1,56;76,22;6,22;8,84;10,32;35,37;36,84
2019-06-23;50,00;31,00;11,00;36,00;19,00;66,13;14,52;3,23;29,03;10,71;58,93;105,36;25,00;4,69;3,13;89,06;4,69;13,24;7,35;32,35;35,29
2019-06-30;58,00;36,00;13,00;32,00;19,00;91,83;17,72;6,44;30,61;7,03;59,76;101,94;22,85;9,41;3,14;105,03;6,27;13,38;11,90;29,74;47,59
2019-07-07;60,00;43,00;12,00;35,00;22,00;95,68;14,59;6,49;32,43;15,88;86,47;116,47;24,71;9,47;4,74;90,00;7,89;12,00;19,50;33,00;55,50
