Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;48,00;200,73;96,00;61,09;13,09;32,91;28,80;15,09;48,00;14,40;44,80;48,00;33,60;11,00;15,00;7,00;0,00;11,00;4,00;4,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;56,00;120,62;56,00;73,23;47,38;37,80;33,60;33,60;33,60;3,20;36,80;48,00;25,60;15,00;11,00;4,00;18,00;11,00;7,00;15,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;61,00;113,29;82,79;34,86;13,07;20,80;34,66;18,02;24,95;3,21;17,66;49,76;25,68;7,00;42,00;4,00;7,00;18,00;11,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;29,00;82,86;41,43;66,29;37,29;36,25;47,85;47,85;21,75;11,28;35,44;32,22;17,72;18,00;11,00;3,00;7,00;14,00;14,00;7,00;4,00;4,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;30,00;81,43;60,00;55,71;17,14;18,57;22,86;18,57;22,86;7,89;14,21;33,16;7,89;7,00;11,00;4,00;4,00;4,00;18,00;7,00;7,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;41,00;106,60;36,90;45,10;12,30;15,55;22,62;15,55;38,17;0,00;33,12;33,12;14,19;15,00;18,00;4,00;4,00;11,00;11,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;42,00;121,80;63,00;58,80;46,20;30,80;33,60;11,20;19,60;8,08;19,38;50,08;11,31;19,00;0,00;0,00;7,00;7,00;15,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2019-02-24;41,00;94,30;90,20;57,40;36,90;45,24;36,76;29,69;15,55;3,15;7,88;33,12;7,88;15,00;7,00;0,00;4,00;4,00;11,00;11,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;33,00;119,63;74,25;57,75;37,13;44,00;28,88;15,13;11,00;11,00;11,00;28,29;11,00;11,00;7,00;0,00;4,00;11,00;15,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00
2019-03-10;22,00;79,20;114,40;44,00;35,20;13,75;24,75;28,88;28,88;0,00;25,14;25,14;7,86;4,00;14,00;0,00;11,00;4,00;11,00;4,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-03-17;25,00;95,83;95,83;37,50;25,00;13,89;36,11;11,11;11,11;3,13;3,13;25,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;11,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;45,00;61,36;81,82;20,45;4,09;11,25;15,47;7,03;0,00;3,21;8,04;3,21;8,04;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;34,00;55,25;97,75;34,00;17,00;7,08;7,08;15,58;4,25;3,24;3,24;8,10;0,00;0,00;7,00;7,00;0,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;11,00;25,67;62,33;14,67;11,00;11,00;6,88;0,00;4,13;6,29;3,14;7,86;3,14;0,00;0,00;0,00;7,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
