Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;45,00;7,26;1,45;5,81;1,45;1,00;11,00;5,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,50
2019-01-13;44,00;7,10;0,71;5,68;2,84;1,00;9,00;4,00;0,50;0,00;0,00;2,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;47,00;7,34;0,00;4,41;1,47;1,00;11,00;5,00;0,50;0,00;0,50;2,00;0,50;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00
2019-01-27;41,00;8,79;0,73;4,39;1,46;0,50;9,00;3,00;0,00;0,00;0,50;1,00;0,00;0,50;0,50;0,50;0,50;0,50;0,00;0,00;0,00
2019-02-03;49,00;7,21;1,44;4,32;2,88;0,50;10,00;6,00;0,00;1,00;0,50;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;45,00;10,16;1,45;4,35;1,45;0,50;10,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,50;0,00
2019-02-17;44,00;10,27;1,47;5,87;1,47;0,50;8,00;5,00;0,00;0,00;0,00;0,00;1,00;0,50;0,00;1,00;0,00;0,00;0,50;0,00;0,00
2019-02-24;48,00;10,18;1,45;7,27;1,45;0,50;8,00;6,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;51,00;7,29;1,46;4,37;2,91;1,00;14,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;60,00;10,24;1,46;7,32;2,93;1,00;10,00;6,00;0,50;0,00;1,00;2,00;0,00;0,50;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-03-17;57,00;11,69;1,46;5,85;1,46;0,50;11,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;58,00;10,15;2,90;5,80;2,90;0,50;10,00;8,00;0,00;0,00;0,50;2,00;0,00;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00
2019-03-31;58,00;11,60;1,45;4,35;1,45;1,00;12,00;5,00;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-04-07;58,00;8,70;1,45;5,80;1,45;0,50;17,00;6,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;1,00;1,00;0,00;0,50;0,00;0,50
2019-04-14;59,00;12,95;0,72;10,07;1,44;1,00;12,00;5,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00
2019-04-21;54,00;10,22;1,46;5,84;1,46;1,00;19,00;8,00;0,50;0,00;0,50;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;1,00
2019-04-28;67,00;9,98;1,43;4,28;2,85;0,50;12,00;8,00;0,50;0,50;0,50;2,00;0,50;0,50;0,50;0,00;1,00;0,50;0,00;0,00;0,50
2019-05-05;66,00;12,91;1,43;4,30;2,87;0,00;10,00;7,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00
2019-05-12;65,00;11,56;1,44;10,11;5,78;0,50;26,00;10,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00
2019-05-19;74,00;15,96;0,73;10,16;4,35;3,00;28,00;5,00;0,00;0,00;3,00;1,00;0,50;1,00;0,00;1,00;0,50;0,00;0,00;0,00;0,50
2019-05-26;72,00;18,72;1,44;12,96;1,44;1,00;22,00;9,00;0,50;0,50;0,50;1,00;1,00;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00
2019-06-02;78,00;8,67;1,44;11,56;1,44;1,00;22,00;10,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;75,00;14,42;1,44;8,65;4,33;0,50;19,00;8,00;0,50;0,00;1,00;1,00;1,00;0,50;0,00;0,00;1,00;0,50;0,00;0,00;0,00
2019-06-16;67,00;11,40;4,28;11,40;0,71;2,00;25,00;14,00;0,50;0,00;2,00;0,50;1,00;0,00;0,50;2,00;0,50;0,00;0,00;0,00;0,00
2019-06-23;71,00;15,94;2,90;8,69;2,90;0,50;19,00;13,00;0,00;0,00;0,50;1,00;0,00;1,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00
2019-06-30;65,00;11,56;1,44;5,78;5,78;0,50;14,00;10,00;0,00;0,00;1,00;0,50;0,50;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,50
2019-07-07;68,00;14,47;2,89;8,68;1,45;0,50;10,00;9,00;1,00;0,00;2,00;1,00;0,00;0,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00
2019-07-14;59,00;15,83;2,88;5,76;4,32;1,00;14,00;9,00;0,50;0,00;0,00;1,00;0,50;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
2019-07-21;66,00;13,20;2,93;10,27;4,40;2,00;15,00;14,00;0,50;0,00;2,00;1,00;0,00;0,00;0,00;1,00;0,50;0,00;0,50;0,00;0,50
2019-07-28;54,00;15,63;0,71;9,95;2,84;0,50;12,00;6,00;0,50;0,00;0,50;1,00;0,50;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,50
2019-08-04;58,00;17,40;1,45;7,25;4,35;1,00;13,00;10,00;0,00;0,00;1,00;1,00;1,00;1,00;0,00;1,00;0,50;0,00;0,50;0,00;0,00
2019-08-11;63,00;13,19;2,93;8,79;2,93;2,00;10,00;14,00;0,00;0,00;1,00;2,00;1,00;0,50;0,00;1,00;1,00;0,00;0,00;0,00;0,50
2019-08-18;64,00;112,00;2,91;8,73;4,36;2,00;15,00;12,00;0,50;0,50;1,00;0,50;0,50;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00
2019-08-25;54,00;145,95;2,92;8,76;5,84;0,50;12,00;7,00;0,50;0,50;0,50;2,00;0,00;2,00;0,00;2,00;0,50;0,00;0,00;0,00;0,50
2019-09-01;71,00;15,94;1,45;5,80;1,45;2,00;13,00;7,00;0,50;0,00;1,00;3,00;1,00;0,00;0,50;1,00;0,50;0,50;0,00;0,00;0,50
2019-09-08;61,00;11,62;1,45;8,71;2,90;1,00;10,00;9,00;1,00;0,00;1,00;1,00;0,50;0,50;0,50;2,00;1,00;0,00;0,00;0,50;1,00
2019-09-15;68,00;10,13;1,45;8,68;1,45;2,00;15,00;7,00;3,00;0,00;3,00;2,00;0,50;2,00;0,00;3,00;0,00;0,00;0,00;1,00;0,50
2019-09-22;63,00;11,72;1,47;10,26;1,47;2,00;18,00;7,00;1,00;0,50;1,00;1,00;0,50;0,50;0,00;3,00;1,00;0,00;0,00;0,00;1,00
2019-09-29;49,00;11,53;1,44;10,09;4,32;1,00;13,00;11,00;1,00;1,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,00;0,00;1,00
2019-10-06;51,00;11,66;1,46;7,29;1,46;2,00;9,00;9,00;0,50;0,00;3,00;2,00;0,50;1,00;0,00;4,00;0,00;0,00;0,00;0,00;0,50
