Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;55,00;467,50;11,00;5,50;16,50;14,00;23,00;8,00;19,00;5,00;10,00;5,00;2,00
2019-01-13;56,00;397,09;10,18;10,18;15,27;20,00;20,00;11,00;16,00;9,00;7,00;5,00;2,00
2019-01-20;54,00;394,20;10,80;10,80;16,20;12,00;23,00;11,00;17,00;6,00;16,00;3,00;1,00
2019-01-27;49,00;375,67;16,33;10,89;16,33;16,00;22,00;8,00;14,00;6,00;9,00;5,00;2,00
2019-02-03;49,00;392,00;10,89;5,44;16,33;13,00;23,00;12,00;15,00;8,00;11,00;5,00;2,00
2019-02-10;51,00;377,40;10,20;5,10;15,30;16,00;22,00;6,00;16,00;7,00;9,00;4,00;3,00
2019-02-17;54,00;388,80;10,80;10,80;16,20;15,00;23,00;9,00;19,00;5,00;8,00;6,00;1,00
2019-02-24;50,00;377,78;11,11;5,56;16,67;16,00;22,00;8,00;14,00;7,00;9,00;5,00;2,00
2019-03-03;58,00;374,36;10,55;10,55;15,82;22,00;24,00;9,00;17,00;8,00;11,00;5,00;1,00
2019-03-10;63,00;378,00;10,50;15,75;15,75;17,00;24,00;6,00;15,00;5,00;9,00;3,00;2,00
2019-03-17;60,00;387,27;10,91;5,45;16,36;18,00;23,00;5,00;12,00;7,00;6,00;3,00;2,00
2019-03-24;57,00;321,27;10,36;10,36;15,55;17,00;25,00;10,00;16,00;6,00;6,00;5,00;1,00
2019-03-31;70,00;333,85;10,77;10,77;16,15;16,00;29,00;11,00;13,00;9,00;10,00;5,00;0,50
2019-04-07;81,00;415,80;10,80;10,80;16,20;23,00;22,00;10,00;16,00;11,00;13,00;3,00;2,00
2019-04-14;67,00;402,00;10,31;10,31;15,46;17,00;24,00;10,00;17,00;8,00;10,00;3,00;2,00
2019-04-21;69,00;329,08;10,62;5,31;15,92;20,00;23,00;9,00;16,00;9,00;7,00;6,00;1,00
2019-04-28;65,00;325,00;10,83;10,83;16,25;22,00;23,00;12,00;15,00;6,00;7,00;6,00;1,00
2019-05-05;82,00;355,33;10,93;5,47;16,40;23,00;33,00;17,00;27,00;9,00;8,00;11,00;1,00
2019-05-12;83,00;332,00;5,19;10,38;15,56;19,00;22,00;12,00;17,00;8,00;9,00;5,00;1,00
2019-05-19;86,00;392,38;10,75;10,75;26,88;25,00;25,00;9,00;16,00;9,00;8,00;9,00;1,00
2019-05-26;78,00;374,40;10,40;10,40;20,80;27,00;26,00;10,00;14,00;8,00;13,00;6,00;2,00
