Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;61,00;61,00;21,79;37,04;2,18;29,00;2,00;25,00;17,00
2019-01-13;42,00;63,00;16,80;25,20;0,00;50,00;7,00;25,00;12,00
2019-01-20;40,00;52,63;21,05;27,37;0,00;28,00;2,00;30,00;8,00
2019-01-27;50,00;39,13;10,87;32,61;0,00;18,00;2,00;24,00;5,00
2019-02-03;53,00;53,00;13,25;24,29;2,21;19,00;7,00;19,00;3,00
2019-02-10;47,00;68,36;17,09;21,36;2,14;12,00;5,00;22,00;13,00
2019-02-17;36,00;33,88;14,82;29,65;2,12;11,00;2,00;21,00;13,00
2019-02-24;46,00;54,76;15,33;24,10;0,00;13,00;11,00;16,00;13,00
2019-03-03;33,00;28,60;11,00;33,00;0,00;12,00;10,00;15,00;9,00
2019-03-10;30,00;32,14;8,57;23,57;4,29;9,00;2,00;24,00;14,00
2019-03-17;42,00;25,20;8,40;35,70;0,00;8,00;11,00;14,00;12,00
2019-03-24;33,00;39,60;17,60;28,60;0,00;14,00;5,00;24,00;14,00
2019-03-31;30,00;17,14;19,29;25,71;2,14;7,00;5,00;12,00;7,00
2019-04-07;41,00;28,05;10,79;19,42;0,00;8,00;7,00;18,00;6,00
2019-04-14;42,00;29,40;12,60;21,00;2,10;10,00;6,00;18,00;13,00
2019-04-21;45,00;19,29;6,43;25,71;2,14;15,00;4,00;18,00;8,00
2019-04-28;60,00;12,86;17,14;21,43;2,14;7,00;2,00;15,00;15,00
2019-05-05;94,00;17,49;8,74;39,35;4,37;12,00;2,00;8,00;12,00
2019-05-12;52,00;28,17;6,50;19,50;2,17;10,00;7,00;7,00;10,00
2019-05-19;51,00;19,96;8,87;19,96;2,22;13,00;4,00;12,00;11,00
2019-05-26;64,00;23,47;4,27;29,87;2,13;13,00;1,00;10,00;9,00
2019-06-02;36,00;23,29;16,94;36,00;2,12;16,00;4,00;8,00;4,00
2019-06-09;26,00;23,83;10,83;36,83;4,33;8,00;2,00;20,00;7,00
2019-06-16;32,00;21,33;17,07;27,73;4,27;13,00;7,00;21,00;6,00
2019-06-23;36,00;25,41;8,47;33,88;2,12;6,00;5,00;13,00;12,00
2019-06-30;38,00;19,00;8,44;19,00;2,11;8,00;0,00;13,00;9,00
2019-07-07;52,00;21,67;13,00;28,17;0,00;12,00;5,00;16,00;8,00
2019-07-14;21,00;21,00;18,90;21,00;2,10;14,00;3,00;19,00;11,00
2019-07-21;44,00;19,80;19,80;28,60;2,20;9,00;5,00;17,00;12,00
2019-07-28;46,00;28,48;8,76;28,48;0,00;15,00;5,00;18,00;13,00
2019-08-04;44,00;24,20;8,80;92,40;2,20;5,00;2,00;13,00;9,00
2019-08-11;60,00;25,71;6,43;32,14;2,14;14,00;1,00;17,00;18,00
2019-08-18;47,00;23,50;6,41;38,45;6,41;20,00;8,00;7,00;8,00
2019-08-25;66,00;31,94;17,03;25,55;0,00;7,00;1,00;10,00;9,00
2019-09-01;38,00;35,89;21,11;31,67;6,33;13,00;4,00;16,00;11,00
2019-09-08;43,00;27,95;17,20;38,70;4,30;10,00;3,00;11,00;14,00
2019-09-15;41,00;32,37;19,42;32,37;4,32;15,00;3,00;15,00;12,00
2019-09-22;36,00;23,29;16,94;27,53;1,06;22,00;6,00;12,00;12,00
2019-09-29;61,00;34,86;15,25;39,21;2,18;14,00;7,00;13,00;13,00
