Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2021-07-25;30,00;10,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;2,00;8,00;19,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;25,00;10,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;2,00;6,00;6,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;28,00;13,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;9,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;32,00;11,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;28,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;25,00;8,00;0,00;2,00;12,00;0,00;0,00;0,00;0,00;4,00;4,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;18,00;12,00;2,00;0,00;4,00;2,00;0,00;0,00;0,00;0,00;8,00;12,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;26,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;2,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;12,00;6,00;6,00;2,00;0,00;0,00;0,00;4,00;0,00;2,00;6,00;14,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;22,00;10,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;8,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;20,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;14,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;20,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;6,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;20,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;22,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;18,00;10,00;2,00;0,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;18,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;18,00;6,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-21;14,00;12,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-28;8,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-12;12,00;6,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00
2021-12-19;16,00;7,00;0,00;5,00;0,00;0,00;0,00;2,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;16,00;5,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-02;15,00;13,00;4,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-09;19,00;17,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-16;15,00;17,00;2,00;2,00;6,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-23;20,00;6,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-30;21,00;17,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;2,00;10,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-02-06;21,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-13;26,00;19,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;4,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-20;30,00;8,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-27;23,00;4,00;2,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-06;42,00;11,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;2,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-13;29,00;4,00;2,00;2,00;8,00;0,00;0,00;0,00;0,00;2,00;4,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-20;36,00;11,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;4,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-03-27;26,00;12,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;4,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-03;32,00;6,00;4,00;2,00;0,00;0,00;0,00;2,00;0,00;2,00;9,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-10;34,00;11,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;9,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-17;53,00;23,00;2,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00;6,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-04-24;64,00;8,00;0,00;0,00;6,00;2,00;0,00;0,00;0,00;4,00;4,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-01;57,00;16,00;0,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-08;39,00;12,00;0,00;2,00;4,00;2,00;0,00;0,00;0,00;4,00;12,00;30,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;30,00;10,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;6,00;12,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00
2022-05-22;72,00;9,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;2,00;8,00;29,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-29;59,00;8,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;2,00;8,00;10,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-06-05;74,00;13,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;20,00;9,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2022-06-12;82,00;16,00;7,00;9,00;7,00;2,00;0,00;0,00;0,00;2,00;11,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-06-19;66,00;19,00;0,00;7,00;0,00;0,00;0,00;0,00;2,00;2,00;14,00;37,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00
2022-06-26;70,00;21,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;5,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
