Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2021-09-05;18,00;6,75;2,25;11,25;4,50;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;2,00;2,00;0,00;2,00;2,00;0,00
2021-09-12;38,00;0,00;2,24;15,65;2,24;2,00;0,00;0,00;2,00;2,00;11,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;21,00;7,00;2,33;9,33;0,00;0,00;0,00;0,00;0,00;0,00;6,00;2,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;34,00;4,53;2,27;6,80;0,00;0,00;0,00;0,00;0,00;2,00;6,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;32,00;16,00;0,00;4,57;4,57;0,00;0,00;0,00;0,00;5,00;15,00;5,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;29,00;15,62;0,00;13,38;0,00;2,00;2,00;2,00;0,00;4,00;8,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;33,00;2,36;4,71;11,79;2,36;0,00;0,00;0,00;0,00;2,00;11,00;7,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;30,00;16,15;6,92;9,23;4,62;0,00;0,00;0,00;2,00;5,00;7,00;5,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;2,00;4,00
2021-10-31;27,00;4,50;2,25;15,75;2,25;0,00;0,00;0,00;2,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;26,00;9,45;4,73;18,91;2,36;0,00;0,00;0,00;0,00;4,00;4,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-14;18,00;9,00;4,50;4,50;4,50;0,00;0,00;4,00;0,00;0,00;9,00;2,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;2,00;0,00
2021-11-21;18,00;13,50;0,00;4,50;2,25;0,00;0,00;0,00;2,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00
2021-11-28;18,00;0,00;4,50;11,25;4,50;0,00;0,00;0,00;0,00;0,00;2,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-05;28,00;11,67;4,67;7,00;2,33;0,00;0,00;0,00;2,00;4,00;6,00;2,00;2,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00
2021-12-12;30,00;4,62;0,00;11,54;2,31;0,00;2,00;0,00;0,00;5,00;5,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-19;14,00;2,33;0,00;7,00;2,33;0,00;0,00;0,00;0,00;0,00;2,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-12-26;25,00;11,36;0,00;15,91;4,55;2,00;0,00;0,00;0,00;2,00;6,00;5,00;0,00;0,00;0,00;0,00;4,00;2,00;0,00;0,00;0,00
2022-01-02;24,00;4,80;2,40;21,60;4,80;0,00;0,00;0,00;0,00;2,00;4,00;5,00;0,00;2,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2022-01-09;37,00;6,94;4,63;9,25;2,31;0,00;0,00;0,00;0,00;2,00;2,00;7,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;0,00;0,00
2022-01-16;35,00;9,33;4,67;14,00;7,00;2,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-23;47,00;4,70;4,70;11,75;2,35;0,00;2,00;2,00;2,00;2,00;5,00;10,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-01-30;32,00;2,29;0,00;13,71;2,29;0,00;0,00;2,00;0,00;4,00;9,00;7,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-06;35,00;9,33;7,00;9,33;0,00;2,00;0,00;0,00;0,00;2,00;4,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-13;48,00;6,86;4,57;9,14;4,57;0,00;0,00;2,00;0,00;5,00;7,00;11,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-02-20;45,00;9,47;0,00;7,11;4,74;0,00;0,00;2,00;0,00;0,00;5,00;7,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-02-27;38,00;4,47;0,00;11,18;4,47;0,00;0,00;0,00;0,00;2,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00
2022-03-06;50,00;4,55;4,55;20,45;2,27;0,00;0,00;0,00;0,00;4,00;11,00;7,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-03-13;46,00;18,40;2,30;13,80;4,60;0,00;2,00;0,00;2,00;2,00;11,00;4,00;2,00;0,00;5,00;3,00;2,00;0,00;2,00;0,00;0,00
2022-03-20;41,00;13,67;2,28;4,56;0,00;4,00;4,00;0,00;0,00;0,00;11,00;2,00;0,00;0,00;2,00;0,00;4,00;0,00;0,00;0,00;0,00
2022-03-27;55,00;13,75;0,00;16,04;11,46;0,00;0,00;0,00;2,00;5,00;3,00;8,00;0,00;0,00;3,00;3,00;0,00;2,00;0,00;0,00;0,00
2022-04-03;75,00;15,91;0,00;11,36;2,27;2,00;0,00;2,00;2,00;0,00;10,00;9,00;0,00;0,00;2,00;5,00;0,00;0,00;2,00;0,00;0,00
2022-04-10;57,00;11,40;4,56;11,40;4,56;0,00;0,00;0,00;2,00;0,00;9,00;14,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,00
2022-04-17;76,00;11,52;0,00;11,52;2,30;0,00;0,00;0,00;2,00;5,00;9,00;8,00;0,00;0,00;3,00;2,00;0,00;0,00;0,00;0,00;0,00
2022-04-24;61,00;18,07;2,26;18,07;4,52;0,00;0,00;0,00;3,00;9,00;11,00;5,00;3,00;0,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00
2022-05-01;62,00;11,48;6,89;11,48;2,30;2,00;0,00;2,00;0,00;5,00;7,00;7,00;0,00;0,00;5,00;7,00;2,00;0,00;0,00;0,00;0,00
2022-05-08;59,00;11,35;2,27;27,23;4,54;0,00;0,00;0,00;2,00;4,00;9,00;4,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2022-05-15;77,00;11,32;2,26;22,65;2,26;2,00;0,00;2,00;0,00;0,00;14,00;10,00;2,00;2,00;2,00;2,00;2,00;0,00;0,00;2,00;0,00
2022-05-22;82,00;15,94;6,83;22,78;4,56;0,00;0,00;0,00;2,00;2,00;13,00;18,00;0,00;0,00;5,00;0,00;2,00;0,00;2,00;0,00;0,00
2022-05-29;77,00;13,59;2,26;15,85;4,53;0,00;0,00;0,00;0,00;0,00;7,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00
2022-06-05;53,00;4,61;9,22;18,43;4,61;0,00;0,00;0,00;2,00;4,00;18,00;5,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;2,00;0,00
2022-06-12;82,00;13,67;4,56;15,94;2,28;0,00;0,00;2,00;0,00;2,00;9,00;7,00;0,00;0,00;2,00;4,00;2,00;0,00;2,00;0,00;0,00
2022-06-19;76,00;9,21;9,21;34,55;4,61;0,00;0,00;0,00;0,00;0,00;13,00;17,00;0,00;0,00;2,00;9,00;0,00;2,00;0,00;0,00;0,00
2022-06-26;44,00;11,58;6,95;27,79;6,95;0,00;0,00;0,00;2,00;2,00;5,00;13,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00
