Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;28,00;32,00;2,00;0,00;0,00;2,00;0,00;0,00;24,00;0,00;14,52;49,78;0,00;0,00;0,00;5,00;2,00;0,00;2,00;2,00;0,00
2019-01-13;43,00;54,00;5,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;2,10;33,56;0,00;0,00;2,00;33,00;0,00;0,00;5,00;5,00;0,00
2019-01-20;60,00;48,00;4,00;0,00;4,00;2,00;0,00;0,00;2,00;2,07;13,45;24,83;0,00;0,00;0,00;39,00;0,00;0,00;4,00;2,00;0,00
2019-01-27;50,00;55,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,22;24,49;0,00;0,00;0,00;14,00;2,00;0,00;4,00;2,00;4,00
2019-02-03;28,00;33,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,33;20,74;0,00;0,00;2,00;16,00;4,00;0,00;2,00;0,00;0,00
2019-02-10;43,00;52,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;14,68;26,22;0,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;0,00
2019-02-17;38,00;31,00;7,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;14,38;14,38;0,00;0,00;2,00;16,00;0,00;0,00;5,00;0,00;0,00
2019-02-24;24,00;31,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;2,09;9,39;14,61;0,00;0,00;2,00;19,00;2,00;2,00;5,00;0,00;2,00
2019-03-03;53,00;52,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,27;14,55;0,00;0,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;56,00;51,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,70;19,70;0,00;0,00;5,00;14,00;2,00;0,00;2,00;0,00;0,00
2019-03-17;30,00;32,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,72;21,72;0,00;0,00;0,00;7,00;5,00;0,00;0,00;0,00;2,00
2019-03-24;32,00;42,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;10,32;34,06;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;51,00;49,00;5,00;2,00;0,00;5,00;0,00;0,00;0,00;4,16;14,57;70,78;0,00;0,00;0,00;39,00;0,00;0,00;0,00;5,00;2,00
