Semaine;Chamonix (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-08-23;32,00;0,00;8,00;0,00;0,00;4,00;12,00;8,00;4,00;0,00;0,00;12,00;12,00;8,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-08-30;28,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;28,00;0,00;4,00;0,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;23,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;4,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;11,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-09-20;27,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;11,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-09-27;4,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;16,00;0,00;0,00;0,00;0,00;0,00;4,00;12,00;4,00;0,00;8,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-10-11;35,00;0,00;0,00;4,00;4,00;0,00;9,00;0,00;4,00;0,00;0,00;9,00;17,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;21,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;13,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-10-25;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;11,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;4,00;19,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;33,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;8,00;4,00;0,00;4,00;0,00;0,00;16,00;8,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-11-15;16,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;32,00;0,00;4,00;0,00;4,00;0,00;8,00;4,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;20,00;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;12,00;16,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2020-12-13;4,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;80,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-12-27;30,00;0,00;4,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;28,00;0,00;8,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;4,00;0,00;8,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;24,00;0,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;4,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;20,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2021-01-24;12,00;0,00;4,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;8,00;16,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;12,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;28,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;8,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
