Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;6,00;42,00;30,00;6,00;0,00;0,00;6,00;6,00;11,00;6,00;87,00;111,00;0,00;0,00;6,00;66,00;21,00;4,50;126,00;0,00;15,00
2019-01-13;18,00;30,00;24,00;6,00;6,00;29,00;0,00;6,00;6,00;7,20;140,40;158,40;0,00;0,00;7,20;97,20;18,00;0,00;52,36;11,45;22,91
2019-01-20;18,00;30,00;54,00;12,00;6,00;23,00;0,00;0,00;23,00;0,00;140,40;108,00;0,00;0,00;7,20;140,40;7,20;4,91;80,18;0,00;4,91
2019-01-27;47,00;29,38;11,75;11,75;0,00;29,00;0,00;0,00;6,00;6,71;161,14;130,93;0,00;0,00;7,23;54,23;18,08;4,86;84,28;4,86;16,21
2019-02-03;53,00;23,04;11,52;5,76;0,00;6,00;0,00;0,00;6,00;23,19;62,94;109,31;0,00;0,00;7,07;77,73;0,00;0,00;99,38;0,00;34,78
2019-02-10;24,00;41,14;24,00;5,71;0,00;12,00;0,00;6,00;0,00;13,71;123,43;130,29;0,00;0,00;0,00;102,86;24,00;0,00;81,60;6,40;17,60
2019-02-17;12,00;55,20;19,20;6,00;6,00;24,00;0,00;0,00;24,00;12,00;132,00;114,00;0,00;0,00;12,00;112,00;12,00;0,00;68,57;0,00;12,00
2019-02-24;37,00;48,56;18,50;0,00;0,00;37,00;0,00;0,00;0,00;6,73;171,55;131,18;6,73;0,00;6,73;114,36;13,45;0,00;53,09;0,00;6,43
2019-03-03;42,00;47,83;36,17;0,00;5,83;24,00;0,00;6,00;0,00;16,15;177,69;116,31;0,00;0,00;7,00;84,00;17,50;0,00;58,15;0,00;0,00
2019-03-10;12,00;49,20;12,00;6,00;0,00;24,00;0,00;11,00;0,00;12,00;177,00;108,00;0,00;8,00;0,00;76,00;40,00;12,00;61,71;0,00;12,00
2019-03-17;43,00;37,19;61,59;0,00;0,00;18,00;0,00;0,00;12,00;6,62;109,15;148,85;0,00;0,00;0,00;103,92;60,92;6,62;86,00;6,62;11,58
2019-03-24;43,00;66,24;18,59;0,00;0,00;30,00;0,00;0,00;0,00;6,62;231,54;125,69;0,00;0,00;0,00;100,33;50,17;6,62;36,38;6,62;18,19
2019-03-31;18,00;23,63;23,63;11,25;0,00;24,00;0,00;6,00;6,00;12,00;126,00;117,00;0,00;0,00;0,00;97,20;32,40;0,00;54,00;0,00;6,55
2019-04-07;43,00;54,62;5,81;5,81;5,81;12,00;0,00;6,00;6,00;13,23;195,15;152,15;0,00;0,00;0,00;96,75;10,75;0,00;72,77;6,62;29,77
2019-04-14;53,00;58,76;6,91;6,91;0,00;7,00;0,00;0,00;0,00;19,88;245,13;82,81;6,63;0,00;0,00;109,53;21,20;0,00;66,25;0,00;13,25
2019-04-21;52,00;50,84;12,71;12,71;5,78;32,00;0,00;6,00;6,00;0,00;195,00;159,25;6,50;0,00;13,87;104,00;17,33;6,50;94,25;24,38;24,38
2019-04-28;42,00;36,17;11,67;17,50;11,67;36,00;0,00;0,00;0,00;6,46;155,08;142,15;0,00;0,00;0,00;115,50;7,00;0,00;58,15;6,46;35,54
2019-05-05;71,00;71,00;30,26;5,82;5,82;30,00;0,00;11,00;12,00;12,91;177,50;164,59;0,00;0,00;7,10;92,30;17,75;0,00;91,98;22,59;45,18
2019-05-12;31,00;42,92;13,12;17,88;0,00;36,00;6,00;12,00;18,00;6,89;124,00;206,67;0,00;0,00;6,89;127,44;17,22;0,00;71,79;11,42;17,95
2019-05-19;48,00;36,29;24,59;5,85;5,85;18,00;0,00;6,00;17,00;6,40;188,80;176,00;0,00;0,00;0,00;96,00;24,00;6,62;59,59;18,21;29,79
2019-05-26;44,00;37,05;5,79;0,00;5,79;31,00;0,00;12,00;12,00;13,54;257,23;101,54;0,00;0,00;6,77;182,77;54,15;0,00;128,74;0,00;42,37
2019-06-02;48,00;36,29;42,15;0,00;0,00;59,00;0,00;6,00;12,00;6,40;195,20;176,00;6,40;0,00;6,86;123,43;24,00;6,62;64,55;34,76;64,55
2019-06-09;80,00;115,94;12,75;11,59;11,59;25,00;0,00;0,00;6,00;6,40;252,80;179,20;12,80;6,96;0,00;156,52;24,35;6,53;120,82;17,96;35,92
2019-06-16;56,00;80,50;18,67;0,00;0,00;31,00;12,00;6,00;6,00;6,59;197,65;148,24;0,00;0,00;0,00;220,50;7,00;11,53;123,53;0,00;31,29
